filename	operator	randstr
anat/sub-131_T2w.nii.gz		22a0a202
anat/sub-131_T1w.nii.gz		64959a56
fmap/sub-131_magnitude1.nii.gz		69b8481b
fmap/sub-131_magnitude2.nii.gz		69b8481b
fmap/sub-131_phasediff.nii.gz		237ee9e8
func/sub-131_task-trust_run-01_bold.nii.gz		bb2ce9e2
func/sub-131_task-trust_run-02_bold.nii.gz		89481178
func/sub-131_task-trust_run-03_bold.nii.gz		e1a93a77
func/sub-131_task-trust_run-04_bold.nii.gz		69f668c2
func/sub-131_task-trust_run-05_bold.nii.gz		6ede2b2a
