TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,1,1,2,8,2,0,1.0,0.0,4.04249,2.0,8,6.02599,high,1.98349,1.01651,6.56298,10.7925,10.8123,12.824,8.78149,12.8245,14.7929
2,2,0,2,2,4,5.000000e-01,2,1.0,1.0,15.0411,2.0,4,16.9835,high,1.94242,1.05758,17.5323,20.2935,20.3109,22.325,7.28394,22.3254,24.2938
3,3,1,2,4,0,3.500000e+00,8,1.0,2.0,24.517,2.0,0,26.3428,low,1.82589,1.17411,26.8902,32.7793,32.7795,34.7951,10.2781,34.7955,38.7799
4,4,1,1,4,4,2,8,1.0,3.0,38.8035,2.0,4,41.1472,low,2.34363,0.656369,41.6989,45.5619,45.5815,47.5933,8.7898,47.5937,51.5625
5,5,0,3,2,8,2,2,1.0,4.0,51.8273,2.0,8,53.5534,high,1.72612,1.27388,54.0954,58.5632,58.5808,60.5947,8.76739,60.595,62.5793
6,6,1,1,2,4,5.000000e-01,2,1.0,5.0,62.6062,2.0,4,64.4282,high,1.82194,1.17806,64.9721,67.8611,67.8808,69.8926,7.28635,69.8929,71.8615
7,7,0,1,2,2,3.500000e+00,8,1.0,6.0,71.8814,3.0,8,74.1035,high,2.2221,0.777897,74.648,80.1279,80.149,82.1594,10.2781,82.1598,84.1441
8,8,1,3,8,4,5.000000e-01,2,1.0,7.0,84.4154,3.0,2,86.2765,low,1.86111,1.13889,86.8183,89.6603,89.68,91.6918,7.27636,91.6921,99.677
9,9,0,1,6,0,5.000000e-01,8,1.0,8.0,99.7101,2.0,0,101.281,low,1.57104,1.42896,101.82,104.974,104.974,106.99,7.28017,106.991,112.96
10,10,0,1,2,2,5.000000e-01,0,1.0,9.0,112.981,2.0,2,115.669,high,2.68856,0.31144,116.212,118.226,118.244,120.257,7.27678,120.258,122.242
11,11,1,1,8,0,5.000000e-01,2,1.0,10.0,122.266,999.0,999,125.279,999,0.0,0.0,125.3,127.508,999.0,999.0,876.734,129.54,137.525
12,12,0,3,2,2,2,4,1.0,11.0,137.801,3.0,4,139.883,high,2.0817,0.918302,140.418,144.557,144.575,146.588,8.78719,146.589,148.557
13,13,0,1,4,4,2,0,1.0,12.0,148.59,2.0,4,150.94,high,2.35053,0.649475,151.481,155.339,155.357,157.371,8.78092,157.371,161.34
14,14,0,1,6,8,3.500000e+00,4,1.0,13.0,161.359,2.0,8,163.946,high,2.58682,0.413181,164.483,169.622,169.622,171.638,10.2783,171.638,177.623
15,15,0,1,2,2,5.000000e-01,4,1.0,14.0,177.635,3.0,4,179.6,high,1.96506,1.03494,180.145,182.889,182.889,184.905,7.26973,184.905,186.889
16,16,1,3,4,0,2,4,1.0,15.0,187.151,3.0,4,189.442,high,2.29111,0.708888,189.986,193.89,193.91,195.922,8.77056,195.922,199.906
17,17,1,3,8,8,3.500000e+00,4,1.0,16.0,200.138,2.0,8,202.531,high,2.39329,0.606705,203.065,208.392,208.392,210.408,10.2694,210.408,218.393
18,18,0,3,2,0,2,4,1.0,17.0,218.657,3.0,4,220.716,high,2.05973,0.940269,221.254,225.409,225.427,227.44,8.78368,227.441,229.41
19,19,1,3,4,2,5.000000e-01,8,1.0,18.0,229.655,3.0,8,231.674,high,2.01832,0.981685,232.209,234.91,234.93,236.942,7.28619,236.942,240.911
20,20,1,2,2,2,5.000000e-01,0,1.0,19.0,241.186,3.0,0,243.531,low,2.34476,0.655238,244.069,246.443,246.443,248.458,7.27231,248.459,250.443
21,21,1,2,4,2,5.000000e-01,4,1.0,20.0,250.678,2.0,2,253.539,low,2.86114,0.138862,254.07,255.928,255.947,257.959,7.28123,257.96,261.928
22,22,1,2,2,4,2,8,1.0,21.0,262.202,2.0,4,264.197,low,1.99472,1.00528,264.744,268.961,268.961,270.976,8.77385,270.977,272.961
23,23,1,1,2,4,5.000000e-01,0,1.0,22.0,272.984,2.0,4,275.455,high,2.47064,0.529362,276.001,278.243,278.266,280.274,7.29007,280.275,282.243
24,24,1,2,2,0,5.000000e-01,4,1.0,23.0,282.479,2.0,0,284.547,low,2.06832,0.931682,285.089,287.713,287.713,289.728,7.24933,289.729,291.729
25,25,0,2,2,8,5.000000e-01,4,1.0,24.0,291.936,2.0,8,294.372,high,2.43606,0.563936,294.918,297.198,297.215,299.229,7.29296,299.23,301.198
26,26,1,3,2,2,5.000000e-01,0,1.0,25.0,301.46,999.0,999,304.464,999,0.0,0.0,304.484,306.715,999.0,999.0,697.54,308.746,310.715
27,27,0,2,4,2,2,0,1.0,26.0,310.987,3.0,0,312.791,low,1.80415,1.19585,313.326,317.747,317.747,319.763,8.77641,319.763,323.748
28,28,0,3,2,0,2,2,1.0,27.0,324.031,2.0,0,326.829,low,2.79809,0.20191,327.377,330.78,330.78,332.796,8.76464,332.796,334.796
29,29,0,2,4,8,5.000000e-01,0,1.0,28.0,335.101,3.0,0,337.47,low,2.36905,0.630947,338.016,340.359,340.359,342.375,7.2734,342.375,346.359
30,30,1,3,6,8,5.000000e-01,0,1.0,29.0,346.638,2.0,8,349.211,high,2.57255,0.427447,349.755,351.891,351.918,353.923,7.28459,353.923,359.892
31,31,0,2,4,8,5.000000e-01,2,1.0,30.0,360.143,2.0,8,361.984,high,1.84077,1.15923,362.52,365.393,365.41,367.424,7.28103,367.425,371.393
32,32,0,3,4,8,3.500000e+00,0,1.0,31.0,371.656,2.0,8,373.524,high,1.86782,1.13218,374.067,379.916,379.934,381.947,10.2909,381.948,385.917
33,33,1,1,2,2,5.000000e-01,8,1.0,32.0,385.948,3.0,8,388.162,high,2.21443,0.785574,388.699,391.198,391.219,393.23,7.28215,393.23,395.199
34,34,1,2,6,8,5.000000e-01,2,1.0,33.0,395.511,2.0,8,397.721,high,2.21026,0.789741,398.263,400.762,400.78,402.793,7.28256,402.794,408.763
35,35,0,3,6,4,5.000000e-01,8,1.0,34.0,408.992,3.0,8,411.394,high,2.40204,0.597959,411.937,414.248,414.266,416.279,7.2871,416.279,422.249
36,36,0,2,2,0,3.500000e+00,4,1.0,35.0,422.528,2.0,0,424.299,low,1.77098,1.22902,424.844,430.781,430.781,432.797,10.268,432.797,434.781
