TrialNumber,Trialn,Feedback,ITI,Partner,BlockType,Blockn,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,3,0.750000,1,2,1,1.0,0.0,4.02238,0.0,999.0,999.0,999.0,6.53247,7.55836,3.53598,7.55861,8.3167
2,2,3,0.750000,1,2,1,1.0,1.0,8.32059,0.0,999.0,999.0,999.0,10.8359,11.8549,3.53431,11.8551,12.6201
3,3,3,0.750000,1,2,1,1.0,2.0,12.6228,2.0,13.6714,1.04857,3.0,15.1517,16.1671,3.54426,16.1673,16.9239
4,4,2,0.750000,1,2,1,1.0,3.0,16.9266,3.0,17.9584,1.03174,5.0,19.4484,20.4637,3.53704,20.4639,21.2273
5,5,3,0.750000,1,2,1,1.0,4.0,21.23,0.0,999.0,999.0,999.0,23.7466,24.7602,3.53021,24.7604,25.5142
6,6,2,0.750000,1,2,1,1.0,5.0,25.5169,0.0,999.0,999.0,999.0,28.0335,29.0568,3.5399,29.057,29.8178
7,7,3,0.750000,1,2,1,1.0,6.0,29.8205,2.0,32.2698,2.44937,4.0,32.3374,33.3533,3.53289,33.3535,34.1046
8,8,3,8,1,2,1,1.0,7.0,34.1074,0.0,999.0,999.0,999.0,36.6237,37.6499,3.54255,37.6501,45.664
9,9,1,0.750000,2,3,2,1.0,8.0,45.8984,3.0,46.1316,0.2332,4.0,48.4149,49.4303,3.53192,49.4305,50.1843
10,10,1,0.750000,2,3,2,1.0,9.0,50.4073,2.0,51.219,0.811681,6.0,52.9302,53.9456,3.53827,53.9458,54.7049
11,11,1,0.750000,2,3,2,1.0,10.0,54.9021,3.0,56.223,1.3209,3.0,57.4236,58.439,3.53697,58.4392,59.1918
12,12,3,0.750000,2,3,2,1.0,11.0,59.3852,0.0,999.0,999.0,999.0,61.8944,62.9231,3.53787,62.9233,63.679
13,13,1,0.750000,2,3,2,1.0,12.0,63.8728,0.0,999.0,999.0,999.0,66.3815,67.4071,3.53436,67.4074,68.166
14,14,1,0.750000,2,3,2,1.0,13.0,68.3597,2.0,69.6842,1.32455,7.0,70.8757,71.8912,3.53153,71.8914,72.653
15,15,2,0.750000,2,3,2,1.0,14.0,72.8458,0.0,999.0,999.0,999.0,75.3556,76.3752,3.52946,76.3754,77.1398
16,16,1,10,2,3,2,1.0,15.0,77.333,0.0,999.0,999.0,999.0,79.8426,80.8592,3.52628,80.8594,90.868
17,17,1,0.750000,1,1,3,1.0,16.0,90.8765,0.0,999.0,999.0,999.0,93.3871,94.4052,3.52869,94.4054,95.1714
18,18,1,0.750000,1,1,3,1.0,17.0,95.1743,0.0,999.0,999.0,999.0,97.6906,98.7174,3.54311,98.7176,99.4749
19,19,1,0.750000,1,1,3,1.0,18.0,99.4776,0.0,999.0,999.0,999.0,101.994,103.014,3.53634,103.014,103.779
20,20,3,0.750000,1,1,3,1.0,19.0,103.781,2.0,105.38,1.59892,4.0,106.295,107.31,3.52924,107.311,108.065
21,21,1,0.750000,1,1,3,1.0,20.0,108.068,0.0,999.0,999.0,999.0,110.585,111.607,3.53882,111.607,112.369
22,22,1,0.750000,1,1,3,1.0,21.0,112.372,0.0,999.0,999.0,999.0,114.888,115.907,3.53562,115.907,116.672
23,23,1,0.750000,1,1,3,1.0,22.0,116.675,0.0,999.0,999.0,999.0,119.192,120.219,3.54452,120.22,120.976
24,24,3,8,1,1,3,1.0,23.0,120.979,0.0,999.0,999.0,999.0,123.495,124.516,3.5374,124.516,132.519
25,25,3,0.750000,3,6,4,1.0,24.0,132.924,0.0,999.0,999.0,999.0,135.438,136.453,3.52857,136.453,137.206
26,26,3,0.750000,3,6,4,1.0,25.0,137.603,0.0,999.0,999.0,999.0,140.109,141.124,3.52111,141.124,141.876
27,27,3,0.750000,3,6,4,1.0,26.0,142.17,0.0,999.0,999.0,999.0,144.679,145.702,3.53208,145.702,146.463
28,28,1,0.750000,3,6,4,1.0,27.0,146.758,0.0,999.0,999.0,999.0,149.266,150.28,3.52156,150.28,151.034
29,29,3,0.750000,3,6,4,1.0,28.0,151.327,0.0,999.0,999.0,999.0,153.837,154.857,3.53001,154.858,155.621
30,30,3,0.750000,3,6,4,1.0,29.0,155.915,0.0,999.0,999.0,999.0,158.424,159.451,3.53618,159.451,160.208
31,31,3,0.750000,3,6,4,1.0,30.0,160.503,3.0,162.36,1.85687,8.0,163.029,164.044,3.5409,164.045,164.795
32,32,1,12,3,6,4,1.0,31.0,165.093,2.0,166.364,1.27101,6.0,167.607,168.622,3.52955,168.622,180.625
33,33,3,0.750000,1,2,5,1.0,32.0,180.634,0.0,999.0,999.0,999.0,183.144,184.172,3.53761,184.172,184.929
34,34,3,0.750000,1,2,5,1.0,33.0,184.932,2.0,186.597,1.6654,4.0,187.453,188.468,3.53657,188.468,189.232
35,35,1,0.750000,1,2,5,1.0,34.0,189.235,0.0,999.0,999.0,999.0,191.751,192.765,3.52972,192.765,193.519
36,36,3,0.750000,1,2,5,1.0,35.0,193.522,3.0,194.487,0.965197,9.0,196.046,197.061,3.5395,197.061,197.822
37,37,3,0.750000,1,2,5,1.0,36.0,197.825,0.0,999.0,999.0,999.0,200.342,201.358,3.53268,201.358,202.109
38,38,1,0.750000,1,2,5,1.0,37.0,202.112,0.0,999.0,999.0,999.0,204.628,205.654,3.54241,205.655,206.413
39,39,3,0.750000,1,2,5,1.0,38.0,206.416,0.0,999.0,999.0,999.0,208.932,209.951,3.53539,209.951,210.716
40,40,3,12,1,2,5,1.0,39.0,210.719,0.0,999.0,999.0,999.0,213.236,214.263,3.54401,214.263,226.279
