TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,0,2,4,8,2,0,1.0,0.0,4.28281,999.0,999.0,7.28915,999.0,0.0,0.0,7.30362,11.0242,999.0,999.0,994.717,13.0558,17.0394
2,2,1,1,2,0,3.500000e+00,2,1.0,1.0,17.0613,2.0,0,18.749,low,1.68772,1.31228,19.2876,25.3201,25.3202,27.3356,10.2742,27.3358,29.3198
3,3,1,1,2,8,5.000000e-01,0,1.0,2.0,29.3363,3.0,0,31.9764,low,2.64014,0.359856,32.5052,34.585,34.5852,36.6005,7.26421,36.6008,38.5847
4,4,1,1,2,8,2,4,1.0,3.0,38.5941,3.0,4,41.1509,low,2.55672,0.443275,41.692,45.3499,45.3645,47.3809,8.78681,47.3812,49.3496
5,5,0,3,2,0,3.500000e+00,4,1.0,4.0,49.709,2.0,0,52.1763,low,2.46735,0.532648,52.7067,57.9583,57.9585,59.9738,10.2648,59.9741,61.958
6,6,1,2,2,8,5.000000e-01,4,1.0,5.0,62.1941,3.0,4,64.5698,low,2.37574,0.624262,65.1122,67.4576,67.4716,69.4887,7.29469,69.489,71.4573
7,7,1,2,2,8,5.000000e-01,2,1.0,6.0,71.6549,3.0,2,73.5609,low,1.90601,1.09399,74.0967,76.9101,76.9103,78.9255,7.27066,78.9258,80.9098
8,8,0,1,4,0,3.500000e+00,2,1.0,7.0,80.9244,2.0,0,82.4179,low,1.4935,1.5065,82.9541,89.1748,89.1749,91.1903,10.2659,91.1906,95.1743
9,9,0,2,2,0,5.000000e-01,2,1.0,8.0,95.413,2.0,0,97.5802,low,2.16719,0.832808,98.1098,100.674,100.674,102.689,7.2764,102.69,104.674
10,10,1,3,2,8,3.500000e+00,0,1.0,9.0,105.048,3.0,0,106.888,low,1.83993,1.16007,107.422,113.298,113.298,115.314,10.2654,115.314,117.298
11,11,0,1,4,0,5.000000e-01,4,1.0,10.0,117.319,2.0,0,118.931,low,1.61293,1.38707,119.468,122.579,122.579,124.594,7.27553,124.594,128.578
12,12,1,3,4,8,5.000000e-01,4,1.0,11.0,128.988,3.0,4,130.958,low,1.96988,1.03012,131.498,134.25,134.264,136.281,7.29289,136.281,140.249
13,13,0,1,2,2,5.000000e-01,4,1.0,12.0,140.264,2.0,2,142.117,low,1.85296,1.14704,142.653,145.514,145.528,147.53,7.26589,147.53,149.514
14,14,0,3,6,2,5.000000e-01,4,1.0,13.0,149.864,2.0,2,151.808,low,1.94439,1.05561,152.34,155.123,155.136,157.139,7.27473,157.139,163.123
15,15,1,3,2,2,5.000000e-01,8,1.0,14.0,163.522,2.0,2,165.536,low,2.01382,0.986178,166.074,168.778,168.793,170.809,7.28714,170.81,172.778
16,16,1,2,2,2,5.000000e-01,4,1.0,15.0,172.979,2.0,2,175.027,low,2.0481,0.951904,175.557,178.231,178.245,180.262,7.28289,180.262,182.231
17,17,1,1,4,4,2,2,1.0,16.0,182.251,3.0,2,183.918,low,1.66708,1.33292,184.447,189.011,189.027,191.042,8.79163,191.043,195.011
18,18,0,3,6,2,5.000000e-01,0,1.0,17.0,195.421,3.0,0,197.713,low,2.29181,0.708186,198.243,200.682,200.682,202.698,7.27693,202.698,208.682
19,19,1,2,8,0,2,8,1.0,18.0,208.933,2.0,0,210.673,low,1.73996,1.26004,211.211,215.697,215.697,217.712,8.77898,217.713,225.696
20,20,0,3,6,8,5.000000e-01,2,1.0,19.0,226.102,3.0,2,227.787,low,1.6855,1.3145,228.319,231.352,231.365,233.367,7.26566,233.368,239.351
21,21,1,2,8,0,2,2,1.0,20.0,239.585,2.0,0,241.048,low,1.46364,1.53636,241.584,246.335,246.335,248.351,8.76595,248.351,256.335
22,22,0,1,6,8,5.000000e-01,0,1.0,21.0,256.358,3.0,0,258.563,low,2.20494,0.795064,259.098,261.615,261.616,263.631,7.27297,263.631,269.615
23,23,1,3,2,0,5.000000e-01,4,1.0,22.0,269.97,2.0,0,271.94,low,1.97019,1.02981,272.472,275.224,275.224,277.239,7.26913,277.24,279.223
24,24,0,2,4,2,2,8,1.0,23.0,279.49,2.0,2,281.448,low,1.95823,1.04177,281.987,286.239,286.251,288.254,8.76412,288.254,292.238
25,25,1,3,2,2,5.000000e-01,0,1.0,24.0,292.64,3.0,0,294.576,low,1.93551,1.06449,295.11,297.894,297.894,299.909,7.26943,299.91,301.894
26,26,0,1,2,8,5.000000e-01,2,1.0,25.0,301.914,3.0,2,303.817,low,1.90265,1.09735,304.345,307.175,307.188,309.19,7.27616,309.19,311.174
27,27,0,3,4,0,3.500000e+00,8,1.0,26.0,311.576,2.0,0,313.124,low,1.5478,1.4522,313.656,319.83,319.83,321.845,10.2691,321.846,325.829
28,28,1,1,2,0,5.000000e-01,4,1.0,27.0,325.844,2.0,0,327.753,low,1.90851,1.09149,328.281,331.095,331.095,333.11,7.26601,333.11,335.094
29,29,0,1,4,8,5.000000e-01,4,1.0,28.0,335.103,3.0,4,337.611,low,2.50739,0.492609,338.139,340.36,340.36,342.375,7.27165,342.375,346.359
30,30,1,3,2,2,2,4,1.0,29.0,346.759,2.0,2,348.553,low,1.79474,1.20526,349.091,353.515,353.529,355.546,8.78742,355.546,357.515
31,31,0,2,2,2,2,4,1.0,30.0,357.732,2.0,2,359.879,low,2.14782,0.852181,360.419,364.483,364.496,366.498,8.76685,366.499,368.483
32,32,0,2,6,4,5.000000e-01,0,1.0,31.0,368.665,3.0,0,370.755,low,2.08957,0.910434,371.293,373.92,373.92,375.935,7.26972,375.935,381.919
33,33,1,1,4,2,3.500000e+00,8,1.0,32.0,381.941,999.0,999,384.95,999,0.0,0.0,384.964,390.184,999.0,999.0,617.059,392.216,396.199
34,34,0,2,8,8,2,4,1.0,33.0,396.426,3.0,4,398.778,low,2.3518,0.648203,399.306,403.183,403.196,405.199,8.77263,405.199,413.182
35,35,0,3,2,4,2,8,1.0,34.0,413.575,2.0,4,416.276,low,2.70047,0.299528,416.807,420.338,420.351,422.354,8.77823,422.354,424.338
36,36,1,2,4,4,5.000000e-01,0,1.0,35.0,424.561,3.0,0,426.601,low,2.03932,0.960681,427.132,429.822,429.822,431.837,7.27609,431.838,435.821
