TrialNumber,Trialn,Feedback,ITI,Partner,BlockType,Blockn,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,0.750000,3,6,1,1.0,0.0,4.24348,2.0,5.4095,1.16602,9.0,6.75679,7.76403,3.52055,7.76428,8.52833
2,2,3,0.750000,3,6,1,1.0,1.0,8.73014,2.0,9.61269,0.882549,2.0,11.2549,12.2636,3.53349,12.2638,13.0153
3,3,3,0.750000,3,6,1,1.0,2.0,13.2141,3.0,13.7995,0.585436,6.0,15.7257,16.7432,3.52913,16.7434,17.5023
4,4,2,0.750000,3,6,1,1.0,3.0,17.6995,3.0,18.2533,0.553798,5.0,20.2157,21.2207,3.5212,21.2209,21.9727
5,5,3,0.750000,3,6,1,1.0,4.0,22.1731,2.0,22.7235,0.550439,3.0,24.6774,25.6944,3.5213,25.6946,26.4598
6,6,3,0.750000,3,6,1,1.0,5.0,26.6525,2.0,27.0772,0.424677,3.0,29.1657,30.1845,3.53198,30.1847,30.9467
7,7,3,0.750000,3,6,1,1.0,6.0,31.1435,3.0,31.5478,0.404269,8.0,33.6581,34.6753,3.53181,34.6755,35.4337
8,8,3,12,3,6,1,1.0,7.0,35.63,3.0,36.0845,0.454496,7.0,38.1327,39.1489,3.51891,39.1491,51.1667
9,9,3,0.750000,2,4,2,1.0,8.0,51.4419,3.0,52.0645,0.622509,6.0,53.9692,54.9872,3.54526,54.9874,55.7506
10,10,3,0.750000,2,4,2,1.0,9.0,55.9492,2.0,56.3513,0.402129,1.0,58.4632,60.4633,4.51406,60.4635,61.2219
11,11,2,0.750000,2,4,2,1.0,10.0,61.4188,2.0,62.0059,0.587076,5.0,63.9342,64.9514,3.53258,64.9516,65.7087
12,12,3,0.750000,2,4,2,1.0,11.0,65.9063,3.0,66.4597,0.553409,9.0,68.4237,69.4405,3.5342,69.4407,70.1957
13,13,3,0.750000,2,4,2,1.0,12.0,70.393,3.0,70.8299,0.436878,9.0,72.9194,73.9298,3.53676,73.93,74.6826
14,14,1,0.750000,2,4,2,1.0,13.0,74.8816,2.0,75.5338,0.652256,8.0,77.3878,78.4069,3.52533,78.4071,79.1685
15,15,3,0.750000,2,4,2,1.0,14.0,79.3877,2.0,79.8694,0.481707,3.0,81.9092,82.9264,3.53872,82.9267,83.6888
16,16,3,10,2,4,2,1.0,15.0,83.9013,2.0,84.3082,0.406917,1.0,86.4162,87.4334,3.53217,87.4336,97.4348
17,17,1,0.750000,3,5,3,1.0,16.0,97.722,3.0,98.4023,0.68024,2.0,100.235,101.253,3.53111,101.253,102.005
18,18,2,0.750000,3,5,3,1.0,17.0,102.208,2.0,102.706,0.498744,5.0,104.727,105.738,3.53028,105.738,106.492
19,19,3,0.750000,3,5,3,1.0,18.0,106.691,3.0,107.093,0.402375,6.0,109.206,110.223,3.53259,110.223,110.979
20,20,1,0.750000,3,5,3,1.0,19.0,111.178,3.0,111.68,0.502098,1.0,113.696,114.712,3.53433,114.712,115.466
21,21,1,0.750000,3,5,3,1.0,20.0,115.665,2.0,116.034,0.368949,6.0,118.187,119.189,3.52427,119.189,119.953
22,22,1,0.750000,3,5,3,1.0,21.0,120.151,3.0,120.588,0.437186,4.0,122.663,123.666,3.51536,123.666,124.424
23,23,1,0.750000,3,5,3,1.0,22.0,124.621,3.0,125.041,0.419587,4.0,127.137,128.154,3.5326,128.154,128.91
24,24,1,8,3,5,3,1.0,23.0,129.116,2.0,129.495,0.379101,9.0,131.643,132.66,3.54451,132.661,140.67
25,25,1,0.750000,2,3,4,1.0,24.0,140.917,2.0,141.621,0.704365,6.0,143.426,144.431,3.51387,144.431,145.191
26,26,3,0.750000,2,3,4,1.0,25.0,145.389,2.0,145.775,0.385991,4.0,147.907,148.919,3.53019,148.919,149.678
27,27,2,0.750000,2,3,4,1.0,26.0,149.878,2.0,150.212,0.334041,5.0,152.388,153.411,3.53372,153.412,154.165
28,28,1,0.750000,2,3,4,1.0,27.0,154.363,2.0,154.732,0.368947,6.0,156.888,157.894,3.53108,157.895,158.652
29,29,1,0.750000,2,3,4,1.0,28.0,158.853,3.0,159.303,0.449593,2.0,161.359,162.372,3.51899,162.372,163.139
30,30,1,0.750000,2,3,4,1.0,29.0,163.337,2.0,163.69,0.352718,8.0,165.857,166.873,3.536,166.873,167.626
31,31,1,0.750000,2,3,4,1.0,30.0,167.828,2.0,168.244,0.415099,6.0,170.346,171.364,3.53534,171.364,172.129
32,32,1,8,2,3,4,1.0,31.0,172.329,3.0,172.697,0.367737,3.0,174.838,175.854,3.52487,175.854,183.856
33,33,3,0.750000,2,4,5,1.0,32.0,184.101,2.0,184.69,0.588843,3.0,186.616,187.634,3.53263,187.634,188.393
34,34,1,0.750000,2,4,5,1.0,33.0,188.591,2.0,188.96,0.369124,8.0,191.106,192.124,3.53292,192.124,192.88
35,35,3,0.750000,2,4,5,1.0,34.0,193.079,3.0,193.464,0.385178,8.0,195.597,196.614,3.53518,196.614,197.367
36,36,3,0.750000,2,4,5,1.0,35.0,197.567,3.0,198.301,0.734408,7.0,200.072,201.077,3.50979,201.077,201.837
37,37,3,0.750000,2,4,5,1.0,36.0,202.035,2.0,202.488,0.453606,1.0,204.563,205.579,3.5444,205.579,206.341
38,38,1,0.750000,2,4,5,1.0,37.0,206.54,3.0,206.842,0.302139,4.0,209.054,210.071,3.5318,210.072,210.828
39,39,3,0.750000,2,4,5,1.0,38.0,211.026,2.0,211.462,0.435605,2.0,213.545,214.561,3.53461,214.561,215.315
40,40,3,10,2,4,5,1.0,39.0,215.579,3.0,215.916,0.336899,9.0,218.104,219.117,3.53805,219.117,229.126
41,41,2,0.750000,1,2,6,1.0,40.0,229.145,2.0,229.677,0.532385,5.0,231.652,232.669,3.52396,232.669,233.43
42,42,3,0.750000,1,2,6,1.0,41.0,233.432,3.0,233.881,0.448283,6.0,235.954,236.972,3.53965,236.972,237.733
43,43,1,0.750000,1,2,6,1.0,42.0,237.736,3.0,238.184,0.447892,4.0,240.247,241.25,3.51394,241.25,242.003
44,44,3,0.750000,1,2,6,1.0,43.0,242.006,2.0,242.404,0.398319,3.0,244.516,245.534,3.52755,245.534,246.291
45,45,3,0.750000,1,2,6,1.0,44.0,246.294,3.0,246.658,0.364077,6.0,248.8,249.819,3.52594,249.82,250.577
46,46,3,0.750000,1,2,6,1.0,45.0,250.58,2.0,251.178,0.598068,1.0,253.107,254.122,3.54211,254.122,254.88
47,47,3,0.750000,1,2,6,1.0,46.0,254.883,3.0,255.414,0.531284,6.0,257.394,258.398,3.51481,258.398,259.151
48,48,3,12,1,2,6,1.0,47.0,259.154,2.0,259.802,0.64825,1.0,261.663,262.68,3.52657,262.68,274.68
49,49,1,0.750000,3,5,7,1.0,48.0,274.944,2.0,275.482,0.53737,9.0,277.452,278.469,3.52431,278.469,279.234
50,50,3,0.750000,3,5,7,1.0,49.0,279.492,2.0,279.968,0.475868,1.0,282.006,283.016,3.52364,283.016,283.771
51,51,1,0.750000,3,5,7,1.0,50.0,283.967,2.0,284.322,0.355464,9.0,286.48,287.497,3.53,287.497,288.258
52,52,3,0.750000,3,5,7,1.0,51.0,288.45,2.0,289.093,0.642732,2.0,290.956,291.973,3.52352,291.974,292.729
53,53,1,0.750000,3,5,7,1.0,52.0,292.918,3.0,293.38,0.461981,2.0,295.439,296.45,3.53261,296.45,297.215
54,54,1,0.750000,3,5,7,1.0,53.0,297.41,2.0,297.833,0.423469,7.0,299.923,300.941,3.53151,300.941,301.703
55,55,1,0.750000,3,5,7,1.0,54.0,301.891,3.0,302.304,0.4132,1.0,304.399,305.416,3.52505,305.416,306.173
