TrialNumber,IsFairBlock,Trialn,Offer,Partner,ITI,Blockn,ran,order,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,0,1,2,2,0.750000,1,1.0,0.0,4.0113,2.0,1.03004,5.04134,7.52694,3.51616,7.5276,8.28742
2,0,2,3,2,0.750000,1,1.0,1.0,8.29191,2.0,1.01955,9.31145,11.8083,3.51677,11.8088,12.5646
3,0,3,3,2,0.750000,1,1.0,2.0,12.5676,2.0,1.03069,13.5983,16.0865,3.51933,16.0871,16.8479
4,0,4,9,2,0.750000,1,1.0,3.0,16.8509,3.0,1.01735,17.8683,20.3685,3.518,20.369,21.1265
5,0,5,2,2,0.750000,1,1.0,4.0,21.1294,2.0,1.02568,22.1551,24.6561,3.52711,24.6567,25.4227
6,0,6,1,2,0.750000,1,1.0,5.0,25.4258,3.0,1.03304,26.4588,28.9435,3.51816,28.944,29.7096
7,0,7,1,2,0.750000,1,1.0,6.0,29.7128,2.0,1.03306,30.7458,33.2275,3.51508,33.228,33.9948
8,0,8,6,2,12,1,1.0,7.0,33.9977,3.0,1.01806,35.0157,37.5151,3.51778,37.5156,49.5241
9,0,9,2,3,0.750000,2,1.0,8.0,49.5281,2.0,1.01704,50.5452,53.0359,3.50812,53.0364,53.803
10,0,10,2,3,0.750000,2,1.0,9.0,53.8069,2.0,1.02515,54.8321,57.3218,3.51527,57.3223,58.0739
11,0,11,1,3,0.750000,2,1.0,10.0,58.0767,2.0,1.02569,59.1024,61.5956,3.51932,61.5961,62.3629
12,0,12,4,3,0.750000,2,1.0,11.0,62.3656,2.0,1.02356,63.3892,65.8842,3.51895,65.8847,66.6512
13,0,13,10,3,0.750000,2,1.0,12.0,66.6539,3.0,1.02226,67.6762,70.1719,3.51836,70.1724,70.9382
14,0,14,6,3,0.750000,2,1.0,13.0,70.9408,3.0,1.02215,71.9629,74.459,3.51862,74.4595,75.2202
15,0,15,1,3,0.750000,2,1.0,14.0,75.2229,2.0,1.02726,76.2502,78.7357,3.51316,78.7362,79.4982
16,0,16,3,3,8,2,1.0,15.0,79.5008,2.0,1.0191,80.5199,83.0194,3.51902,83.0199,91.0308
17,1,17,8,3,0.750000,3,1.0,16.0,91.0335,3.0,1.02915,92.0626,94.5537,3.52065,94.5542,95.3183
18,1,18,9,3,0.750000,3,1.0,17.0,95.3209,3.0,1.02858,96.3494,98.8387,3.51821,98.8392,99.6051
19,1,19,9,3,0.750000,3,1.0,18.0,99.6078,3.0,1.02864,100.636,103.124,3.5163,103.124,103.891
20,1,20,10,3,0.750000,3,1.0,19.0,103.894,3.0,1.02937,104.923,107.412,3.51796,107.412,108.168
21,1,21,8,3,0.750000,3,1.0,20.0,108.17,3.0,1.0231,109.194,111.682,3.51217,111.683,112.449
