TrialNumber,IsFairBlock,Trialn,Offer,Partner,ITI,Blockn,ran,order,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,0,1,10,3,0.750000,1,1.0,0.0,4.0113,999.0,999.0,999.0,7.01751,3.54368,7.55528,8.30482
2,0,2,2,3,0.750000,1,1.0,1.0,8.30807,2.0,1.75675,10.0648,11.8208,3.5133,11.8215,12.5709
3,0,3,3,3,0.750000,1,1.0,2.0,12.574,2.0,1.40531,13.9793,16.0869,3.51363,16.0878,16.8526
4,0,4,5,3,0.750000,1,1.0,3.0,16.856,2.0,1.16951,18.0255,20.3686,3.51315,20.3693,21.1188
5,0,5,4,3,0.750000,1,1.0,4.0,21.1221,2.0,1.03271,22.1548,24.6503,3.52871,24.6509,25.4004
6,0,6,2,3,0.750000,1,1.0,5.0,25.4038,2.0,1.03105,26.4348,28.932,3.52893,28.9329,29.6977
7,0,7,2,3,0.750000,1,1.0,6.0,29.7013,2.0,1.46318,31.1644,33.2137,3.51294,33.2144,33.9639
8,0,8,1,3,10,1,1.0,7.0,33.9675,2.0,1.40969,35.3772,37.4798,3.51272,37.4804,47.4808
9,0,9,4,1,0.750000,2,1.0,8.0,47.4862,2.0,2.1299,49.6161,50.9969,3.51122,50.9975,51.7469
10,0,10,3,1,0.750000,2,1.0,9.0,51.7499,2.0,1.46271,53.2126,55.2629,3.51356,55.2637,56.0286
11,0,11,3,1,0.750000,2,1.0,10.0,56.033,2.0,1.50985,57.5429,59.5447,3.5122,59.5454,60.2947
12,0,12,3,1,0.750000,2,1.0,11.0,60.2982,2.0,1.52528,61.8235,63.8108,3.51337,63.8118,64.5764
13,0,13,1,1,0.750000,2,1.0,12.0,64.5797,2.0,1.8226,66.4023,68.0924,3.51321,68.0931,68.8425
14,0,14,3,1,0.750000,2,1.0,13.0,68.8453,2.0,2.48631,71.3316,72.3741,3.52928,72.3747,73.1242
15,0,15,10,1,0.750000,2,1.0,14.0,73.1272,3.0,1.41844,74.5456,76.6402,3.51374,76.6411,77.3903
16,0,16,5,1,10,2,1.0,15.0,77.3931,2.0,1.86543,79.2586,80.9063,3.51365,80.9069,90.9073
17,0,17,2,3,0.750000,3,1.0,16.0,90.9123,2.0,1.5517,92.464,94.4234,3.51153,94.424,95.1734
18,0,18,5,3,0.750000,3,1.0,17.0,95.177,2.0,1.88317,97.0602,98.6894,3.51288,98.69,99.4395
19,0,19,1,3,0.750000,3,1.0,18.0,99.4427,2.0,1.18155,100.624,102.956,3.51331,102.956,103.706
20,0,20,4,3,0.750000,3,1.0,19.0,103.709,2.0,1.4784,105.187,107.222,3.51344,107.222,107.972
21,0,21,1,3,0.750000,3,1.0,20.0,107.975,2.0,1.02455,109.0,111.488,3.51289,111.488,112.253
22,0,22,4,3,0.750000,3,1.0,21.0,112.257,2.0,1.80654,114.063,115.769,3.51331,115.77,116.519
23,0,23,2,3,0.750000,3,1.0,22.0,116.523,2.0,1.07196,117.595,120.035,3.51318,120.036,120.786
24,0,24,10,3,12,3,1.0,23.0,120.789,3.0,1.25067,122.04,124.317,3.52837,124.318,136.318
25,1,25,7,3,0.750000,4,1.0,24.0,136.323,2.0,1.92075,138.243,139.85,3.52825,139.851,140.616
26,1,26,5,3,0.750000,4,1.0,25.0,140.619,2.0,1.3374,141.956,144.132,3.51344,144.133,144.897
27,1,27,3,3,0.750000,4,1.0,26.0,144.901,2.0,1.71924,146.62,148.429,3.52869,148.43,149.179
28,1,28,9,3,0.750000,4,1.0,27.0,149.182,3.0,1.55073,150.733,152.695,3.51328,152.696,153.445
29,1,29,9,3,0.750000,4,1.0,28.0,153.448,3.0,1.51476,154.963,156.961,3.51339,156.962,157.711
30,1,30,8,3,0.750000,4,1.0,29.0,157.714,2.0,1.42836,159.143,161.227,3.51355,161.228,161.993
31,1,31,9,3,0.750000,4,1.0,30.0,161.996,3.0,1.57612,163.572,165.509,3.5136,165.51,166.275
32,1,32,10,3,8,4,1.0,31.0,166.278,3.0,1.47423,167.752,169.791,3.51348,169.791,177.807
