TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,0,3,2,4,2,0,1.0,0.0,4.30207,2.0,4,6.65977,high,2.35771,0.642295,7.18322,11.0537,11.0737,13.0704,8.76831,13.071,15.0567
2,2,1,2,2,2,2,8,1.0,1.0,15.3374,3.0,8,17.351,high,2.01358,0.986424,17.8751,22.1052,22.1267,24.1222,8.78477,24.1226,26.0857
3,3,0,3,4,8,5.000000e-01,4,1.0,2.0,26.3205,2.0,8,27.909,high,1.58847,1.41153,28.4323,31.5684,31.5856,33.5852,7.26472,33.5856,37.572
4,4,0,1,2,4,5.000000e-01,2,1.0,3.0,37.6087,2.0,4,39.3492,high,1.74052,1.25948,39.8745,42.859,42.8894,44.8921,7.28335,44.8925,46.8618
5,5,1,1,2,8,5.000000e-01,4,1.0,4.0,46.8833,2.0,8,48.1921,high,1.30879,1.69121,48.7163,52.1471,52.1671,54.1777,7.29441,54.1784,56.1326
6,6,0,1,4,0,3.500000e+00,8,1.0,5.0,56.1539,3.0,8,57.7176,high,1.56365,1.43635,58.2405,64.4123,64.4318,66.429,10.2751,66.4294,70.4153
7,7,1,2,4,4,5.000000e-01,2,1.0,6.0,70.6876,2.0,4,72.1889,high,1.5013,1.4987,72.7385,75.9383,75.9582,77.955,7.26744,77.9554,81.9381
8,8,1,3,2,4,3.500000e+00,0,1.0,7.0,82.1686,2.0,4,83.7458,high,1.5771,1.4229,84.2749,90.4294,90.4478,92.4519,10.2833,92.4523,94.4203
9,9,1,1,2,4,5.000000e-01,2,1.0,8.0,94.4434,2.0,4,96.9354,high,2.49201,0.507994,97.4746,99.6901,99.7095,101.723,7.27917,101.723,103.695
10,10,1,3,4,4,2,8,1.0,9.0,103.918,3.0,8,105.511,high,1.59325,1.40675,106.034,110.687,110.707,112.718,8.79945,112.718,116.675
11,11,0,2,2,8,2,4,1.0,10.0,116.912,2.0,8,118.651,high,1.73951,1.26049,119.181,123.668,123.688,125.704,8.79201,125.704,127.658
12,12,1,2,6,8,2,0,1.0,11.0,127.874,2.0,8,129.159,high,1.28443,1.71557,129.68,134.62,134.639,136.644,8.76984,136.645,142.632
13,13,0,1,2,0,5.000000e-01,4,1.0,12.0,142.663,3.0,4,144.796,high,2.13273,0.867266,145.337,147.922,147.941,149.94,7.27652,149.94,151.91
14,14,0,2,2,2,5.000000e-01,0,1.0,13.0,152.146,2.0,2,153.705,high,1.55899,1.44101,154.248,157.402,157.42,159.442,7.29582,159.442,161.405
15,15,0,2,4,0,5.000000e-01,8,1.0,14.0,161.629,3.0,8,162.898,high,1.26831,1.73169,163.426,166.88,166.88,168.881,7.25169,168.881,172.882
16,16,0,2,4,2,2,8,1.0,15.0,173.139,3.0,8,174.705,high,1.56599,1.43401,175.23,179.902,179.902,181.911,8.77238,181.911,185.897
17,17,1,3,4,8,3.500000e+00,2,1.0,16.0,186.17,2.0,8,187.81,high,1.6401,1.3599,188.351,194.423,194.441,196.44,10.2696,196.44,200.424
