TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,1,1,2,4,3.500000e+00,2,1.0,0.0,4.02279,2.0,4,5.66262,high,1.63983,1.36017,6.19256,12.2715,12.287,14.3026,10.2798,14.303,16.2712
2,2,0,2,4,4,5.000000e-01,0,1.0,1.0,16.511,2.0,4,17.9728,high,1.46171,1.53829,18.5039,21.7708,21.7839,23.7863,7.27525,23.7866,27.7704
3,3,1,3,2,0,5.000000e-01,2,1.0,2.0,28.0352,3.0,2,29.6156,high,1.58042,1.41958,30.1435,33.2856,33.3005,35.3167,7.2815,35.317,37.2853
4,4,0,3,2,4,2,0,1.0,3.0,37.5136,2.0,4,38.7898,high,1.27626,1.72374,39.3319,44.2691,44.2829,46.2846,8.77103,46.2849,48.2688
5,5,1,2,4,4,3.500000e+00,2,1.0,4.0,48.5271,2.0,4,50.0157,high,1.48863,1.51137,50.548,56.7839,56.7986,58.815,10.2878,58.8153,62.7834
6,6,0,2,6,8,5.000000e-01,2,1.0,5.0,63.007,2.0,8,64.4771,high,1.47003,1.52997,65.0164,68.2674,68.2802,70.2828,7.27582,70.2831,76.2668
7,7,1,3,8,8,5.000000e-01,0,1.0,6.0,76.5195,2.0,8,78.0722,high,1.55266,1.44734,78.6093,81.782,81.7972,83.8028,7.28333,83.8032,91.771
8,8,1,3,2,4,2,8,1.0,7.0,92.0237,3.0,8,93.6182,high,1.59458,1.40542,94.1597,98.7861,98.7864,100.802,8.77793,100.802,102.786
9,9,0,2,2,4,5.000000e-01,8,1.0,8.0,103.003,3.0,8,104.394,high,1.39047,1.60953,104.924,108.254,108.267,110.27,7.26643,110.27,112.254
10,10,0,1,4,8,5.000000e-01,0,1.0,9.0,112.274,2.0,8,113.668,high,1.39382,1.60618,114.205,117.535,117.549,119.566,7.29159,119.566,123.534
11,11,0,2,6,2,2,4,1.0,10.0,123.763,3.0,4,125.327,high,1.56482,1.43518,125.861,130.518,130.531,132.534,8.77105,132.534,138.518
12,12,1,1,6,8,2,4,1.0,11.0,138.533,3.0,4,139.973,low,1.43938,1.56062,140.501,145.283,145.298,147.314,8.78048,147.314,153.282
13,13,1,1,4,4,5.000000e-01,0,1.0,12.0,153.298,2.0,4,154.885,high,1.58706,1.41294,155.421,158.547,158.548,160.563,7.26482,160.563,164.547
14,14,0,3,2,8,2,0,1.0,13.0,164.769,2.0,8,166.144,high,1.37531,1.62469,166.686,171.531,171.545,173.562,8.79288,173.562,175.531
15,15,0,2,2,2,2,0,1.0,14.0,175.752,2.0,2,177.237,high,1.48526,1.51474,177.779,182.514,182.527,184.53,8.77823,184.53,186.514
16,16,0,3,4,2,5.000000e-01,4,1.0,15.0,186.735,3.0,4,188.246,high,1.51042,1.48958,188.778,191.998,192.012,194.014,7.27821,194.014,197.998
17,17,1,2,2,4,5.000000e-01,8,1.0,16.0,198.258,3.0,8,199.588,high,1.33079,1.66921,200.123,203.513,203.527,205.528,7.27073,205.529,207.513
18,18,0,1,2,0,2,4,1.0,17.0,207.533,3.0,4,209.046,high,1.51344,1.48656,209.588,214.293,214.308,216.324,8.79167,216.325,218.293
19,19,1,3,4,4,2,0,1.0,18.0,218.525,2.0,4,219.972,high,1.44734,1.55266,220.51,225.277,225.292,227.308,8.78335,227.308,231.276
20,20,1,1,2,8,5.000000e-01,2,1.0,19.0,231.298,2.0,8,232.899,high,1.6016,1.3984,233.431,236.557,236.573,238.588,7.29089,238.589,240.557
21,21,1,2,6,8,3.500000e+00,2,1.0,20.0,240.777,2.0,8,242.223,high,1.44679,1.55321,242.758,249.025,249.04,251.056,10.2797,251.057,257.025
22,22,1,2,4,0,5.000000e-01,2,1.0,21.0,257.284,3.0,2,259.054,high,1.77001,1.22999,259.585,262.54,262.54,264.555,7.27142,264.556,268.539
23,23,0,1,4,2,3.500000e+00,8,1.0,22.0,268.561,3.0,8,270.046,high,1.48583,1.51417,270.584,276.82,276.834,278.851,10.2906,278.851,282.82
24,24,0,2,8,8,5.000000e-01,0,1.0,23.0,283.048,2.0,8,284.425,high,1.37716,1.62284,284.958,288.304,288.316,290.319,7.27128,290.319,298.303
25,25,1,2,2,0,5.000000e-01,8,1.0,24.0,298.56,3.0,8,299.871,high,1.31123,1.68877,300.41,303.818,303.833,305.849,7.2896,305.849,307.818
26,26,0,3,2,8,5.000000e-01,4,1.0,25.0,308.042,2.0,8,309.579,high,1.53639,1.46361,310.112,313.302,313.316,315.317,7.27477,315.317,317.301
27,27,1,1,2,8,5.000000e-01,0,1.0,26.0,317.315,2.0,8,318.753,high,1.43746,1.56254,319.283,322.567,322.582,324.598,7.28229,324.598,326.566
28,28,0,1,4,0,5.000000e-01,2,1.0,27.0,326.582,3.0,2,328.278,high,1.69584,1.30416,328.814,331.832,331.846,333.847,7.26539,333.847,337.831
29,29,1,3,8,4,5.000000e-01,2,1.0,28.0,338.046,2.0,4,339.487,high,1.44049,1.55951,340.017,343.299,343.314,345.331,7.2845,345.331,353.299
30,30,1,2,2,0,2,4,1.0,29.0,353.527,3.0,4,355.116,high,1.58977,1.41023,355.657,360.283,360.297,362.298,8.77158,362.298,364.282
31,31,0,3,6,2,3.500000e+00,8,1.0,30.0,364.516,3.0,8,365.858,high,1.34243,1.65757,366.39,372.766,372.78,374.797,10.2814,374.798,380.766
32,32,0,3,2,2,3.500000e+00,0,1.0,31.0,381.021,2.0,2,382.388,high,1.36703,1.63297,382.927,389.271,389.272,391.287,10.2658,391.287,393.271
33,33,0,1,2,4,5.000000e-01,8,1.0,32.0,393.292,3.0,8,394.765,high,1.47388,1.52612,395.3,398.552,398.566,400.583,7.29162,400.583,402.552
34,34,1,1,2,0,5.000000e-01,2,1.0,33.0,402.567,3.0,2,404.006,high,1.43927,1.56073,404.534,407.817,407.832,409.848,7.28091,409.848,411.817
35,35,0,1,4,2,2,4,1.0,34.0,411.834,3.0,4,413.381,high,1.5469,1.4531,413.909,418.582,418.596,420.613,8.77922,420.613,424.597
36,36,1,3,2,8,5.000000e-01,2,1.0,35.0,424.814,2.0,8,426.291,high,1.47763,1.52237,426.829,430.065,430.08,432.096,7.28272,432.097,434.065
