TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,1,1,4,4,3.500000e+00,0,1.0,0.0,4.05011,2.0,4,6.28819,high,2.23808,0.761918,6.82672,12.2946,12.3169,14.3261,10.276,14.3266,18.3109
2,2,0,2,6,8,5.000000e-01,2,1.0,1.0,18.7677,2.0,8,20.7097,high,1.94198,1.05802,21.2509,24.0146,24.0325,26.0461,7.2784,26.0464,32.0309
3,3,0,2,2,0,5.000000e-01,2,1.0,2.0,32.4156,3.0,2,34.3817,high,1.96614,1.03386,34.9235,37.6723,37.6726,39.6882,7.2726,39.6885,41.6727
4,4,0,1,8,0,3.500000e+00,8,1.0,3.0,41.698,3.0,8,43.6742,high,1.97619,1.02381,44.2056,49.9549,49.973,51.9864,10.2884,51.9867,59.956
5,5,1,3,2,2,5.000000e-01,0,1.0,4.0,60.412,2.0,2,62.4088,high,1.99678,1.00322,62.9426,65.6597,65.68,67.6912,7.27913,67.6915,69.6758
6,6,1,2,2,8,2,2,1.0,5.0,70.0428,2.0,8,72.1009,high,2.05809,0.941915,72.6463,76.8015,76.8206,78.833,8.79014,78.8333,80.8019
7,7,1,2,6,2,5.000000e-01,0,1.0,6.0,81.1677,2.0,2,83.1251,high,1.95744,1.04256,83.6635,86.4275,86.4278,88.4434,7.27572,88.4437,94.4283
8,8,0,2,4,4,5.000000e-01,0,1.0,7.0,94.8541,2.0,4,96.7475,high,1.89336,1.10664,97.2899,100.117,100.134,102.148,7.29386,102.148,106.117
9,9,1,1,2,8,2,0,1.0,8.0,106.143,2.0,8,107.922,high,1.77862,1.22138,108.463,112.899,112.919,114.931,8.7877,114.931,116.9
10,10,0,3,4,8,2,2,1.0,9.0,117.264,2.0,8,119.062,high,1.79796,1.20204,119.604,124.01,124.029,126.041,8.77687,126.041,130.026
11,11,0,3,2,2,3.500000e+00,4,1.0,10.0,130.376,3.0,4,132.401,high,2.0248,0.975203,132.935,138.636,138.636,140.652,10.2757,140.652,142.637
12,12,1,1,2,8,2,4,1.0,11.0,142.663,2.0,8,144.575,high,1.91126,1.08874,145.107,149.419,149.438,151.45,8.78664,151.45,153.419
13,13,1,1,2,2,5.000000e-01,8,1.0,12.0,153.439,3.0,8,155.482,high,2.04325,0.956752,156.014,158.685,158.686,160.701,7.26207,160.701,162.701
14,14,1,1,6,4,2,2,1.0,13.0,162.721,2.0,4,164.808,high,2.08659,0.913413,165.344,169.468,169.468,171.484,8.76209,171.484,177.484
15,15,1,3,4,8,5.000000e-01,0,1.0,14.0,177.939,2.0,8,179.862,high,1.92325,1.07675,180.408,183.188,183.209,185.219,7.28059,185.22,189.189
16,16,1,3,2,4,5.000000e-01,0,1.0,15.0,189.537,2.0,4,191.469,high,1.93244,1.06756,192.003,194.798,194.799,196.814,7.27743,196.815,198.799
17,17,1,2,6,2,5.000000e-01,4,1.0,16.0,199.168,3.0,4,201.012,high,1.84386,1.15614,201.553,204.425,204.444,206.456,7.28825,206.456,212.425
18,18,0,2,4,2,3.500000e+00,4,1.0,17.0,212.84,3.0,4,214.634,high,1.79339,1.20661,215.178,221.098,221.116,223.13,10.2894,223.13,227.099
19,19,0,1,2,8,5.000000e-01,4,1.0,18.0,227.126,2.0,8,229.072,high,1.94552,1.05448,229.616,232.381,232.398,234.412,7.28562,234.412,236.381
20,20,1,3,4,8,3.500000e+00,4,1.0,19.0,236.87,2.0,8,238.681,high,1.81106,1.18894,239.227,245.116,245.137,247.148,10.2782,247.148,251.133
21,21,0,3,4,8,5.000000e-01,0,1.0,20.0,251.48,2.0,8,253.319,high,1.83844,1.16156,253.854,256.743,256.762,258.774,7.29382,258.774,262.743
22,22,0,3,8,0,5.000000e-01,2,1.0,21.0,263.177,3.0,2,265.142,high,1.96564,1.03436,265.683,268.431,268.432,270.447,7.27061,270.448,278.432
23,23,0,1,4,8,5.000000e-01,2,1.0,22.0,278.458,2.0,8,280.48,high,2.02166,0.978337,281.013,283.714,283.732,285.746,7.28755,285.746,289.715
24,24,0,3,4,4,2,0,1.0,23.0,290.164,2.0,4,292.386,high,2.22262,0.77738,292.92,296.903,296.942,298.95,8.78639,298.951,302.919
25,25,1,2,2,0,5.000000e-01,4,1.0,24.0,303.281,3.0,4,305.409,high,2.12831,0.871693,305.953,308.545,308.564,310.576,7.29549,310.577,312.545
26,26,1,2,8,0,5.000000e-01,8,1.0,25.0,312.901,3.0,8,314.785,high,1.88384,1.11616,315.328,318.155,318.156,320.171,7.27032,320.172,328.156
27,27,1,2,6,8,5.000000e-01,4,1.0,26.0,328.582,2.0,8,330.622,high,2.04,0.959999,331.158,333.845,333.845,335.86,7.27866,335.861,341.845
28,28,1,3,2,2,5.000000e-01,8,1.0,27.0,342.292,3.0,8,344.078,high,1.78562,1.21438,344.613,347.549,347.569,349.581,7.28861,349.581,351.55
29,29,1,1,2,2,5.000000e-01,0,1.0,28.0,351.577,2.0,2,353.67,high,2.09305,0.906947,354.208,356.831,356.85,358.863,7.28632,358.863,360.832
30,30,0,3,4,8,5.000000e-01,4,1.0,29.0,361.207,2.0,8,363.078,high,1.87108,1.12892,363.615,366.442,366.461,368.473,7.26591,368.474,372.458
31,31,0,1,2,4,2,2,1.0,30.0,372.494,2.0,4,374.686,high,2.19175,0.808254,375.225,379.256,379.273,381.287,8.79332,381.288,383.256
32,32,0,2,2,0,3.500000e+00,8,1.0,31.0,383.631,3.0,8,385.393,high,1.76199,1.23801,385.93,391.866,391.884,393.898,10.2664,393.898,395.882
33,33,1,3,2,2,2,4,1.0,32.0,396.242,3.0,4,398.15,high,1.90759,1.09241,398.682,402.993,403.013,405.024,8.78202,405.024,406.993
34,34,0,1,2,0,2,2,1.0,33.0,407.027,3.0,2,409.191,high,2.16338,0.836618,409.729,413.791,413.808,415.822,8.79491,415.822,417.791
35,35,0,2,2,4,5.000000e-01,8,1.0,34.0,418.164,3.0,8,419.982,high,1.81773,1.18227,420.527,423.401,423.418,425.433,7.26848,425.433,427.417
36,36,0,1,2,0,2,4,1.0,35.0,427.453,999.0,999,430.456,999,0.0,0.0,430.481,434.215,999.0,999.0,571.547,436.246,438.215
