Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,0,2,3,1,5.000000e-01,2
2,0,8,1,1,5.000000e-01,4
3,4,8,3,1,5.000000e-01,2
4,8,2,1,1,5.000000e-01,4
5,4,0,3,1,2,6
6,8,0,2,1,3.500000e+00,2
7,4,2,1,1,5.000000e-01,4
8,2,0,1,0,2,6
9,2,4,2,0,5.000000e-01,4
10,0,8,3,1,5.000000e-01,8
11,8,2,1,0,5.000000e-01,2
12,4,2,3,0,2,8
13,0,2,2,0,2,4
14,4,0,3,0,3.500000e+00,2
15,0,4,2,1,2,6
16,0,4,1,1,3.500000e+00,2
17,8,4,1,1,2,2
18,0,4,2,0,2,2
19,8,0,3,0,5.000000e-01,2
20,4,8,2,1,5.000000e-01,4
21,4,2,3,1,5.000000e-01,2
22,4,8,2,0,5.000000e-01,8
23,4,0,1,0,5.000000e-01,6
24,0,8,1,0,2,4
25,0,8,2,0,2,2
26,8,2,3,1,5.000000e-01,2
27,8,2,2,0,5.000000e-01,2
28,8,2,2,1,3.500000e+00,6
29,8,2,3,0,5.000000e-01,2
30,0,2,1,1,3.500000e+00,2
31,2,4,2,1,5.000000e-01,2
32,0,2,2,1,5.000000e-01,4
33,4,8,1,0,5.000000e-01,2
34,4,8,3,0,3.500000e+00,2
35,4,2,1,0,2,4
36,0,2,3,0,5.000000e-01,4
