TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,1,2,8,8,5.000000e-01,2,1.0,0.0,4.27471,999.0,999.0,7.28155,999.0,0.0,0.0,7.29548,9.52012,999.0,999.0,994.725,11.5516,19.535
2,2,0,1,4,2,2,4,1.0,1.0,19.5745,3.0,4,21.4101,high,1.83564,1.16436,21.939,26.3315,26.346,28.3625,8.78808,28.3628,32.331
3,3,0,3,2,4,5.000000e-01,2,1.0,2.0,32.536,2.0,4,34.3709,high,1.83488,1.16512,34.9071,37.7994,37.8111,39.8149,7.27888,39.8151,41.7991
4,4,0,1,2,2,5.000000e-01,0,1.0,3.0,41.8221,2.0,2,43.9119,high,2.08985,0.910148,44.4541,47.08,47.0935,49.0954,7.27334,49.0957,51.0796
5,5,0,3,2,8,5.000000e-01,2,1.0,4.0,51.3383,2.0,8,53.3026,high,1.96433,1.03567,53.843,56.5949,56.6067,58.6104,7.27208,58.6106,60.5946
6,6,1,2,2,2,5.000000e-01,4,1.0,5.0,60.8401,2.0,2,62.8608,low,2.02079,0.979211,63.3905,66.0942,66.1083,68.1096,7.26957,68.1099,70.0939
7,7,1,3,2,4,2,8,1.0,6.0,70.3378,3.0,8,72.5354,high,2.19762,0.802383,73.0756,77.0934,77.1063,79.1088,8.77103,79.1091,81.0931
8,8,0,2,2,8,3.500000e+00,4,1.0,7.0,81.341,2.0,8,83.0938,high,1.75284,1.24716,83.6216,89.5925,89.6049,91.6079,10.2669,91.6082,93.5922
9,9,0,1,2,0,5.000000e-01,8,1.0,8.0,93.6131,3.0,8,95.9045,high,2.29138,0.708617,96.4336,98.873,98.8871,100.889,7.27539,100.889,102.873
10,10,0,3,2,8,5.000000e-01,0,1.0,9.0,103.12,2.0,8,105.246,high,2.12604,0.873961,105.776,108.372,108.384,110.388,7.26831,110.388,112.372
11,11,1,1,2,4,2,2,1.0,10.0,112.447,3.0,2,114.937,low,2.48961,0.510393,115.479,119.2,119.214,121.231,8.7835,121.231,123.199
12,12,1,3,4,0,3.500000e+00,8,1.0,11.0,123.467,2.0,0,125.496,low,2.02914,0.970857,126.025,131.73,131.73,133.745,10.279,133.746,137.73
