TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,1,3,2,4,2,2,1.0,0.0,4.30837,3.0,2,5.72511,low,1.41674,1.58326,6.26449,11.0568,11.0722,13.0742,8.76583,13.0746,15.0569
2,2,1,2,2,4,3.500000e+00,8,1.0,1.0,15.306,2.0,4,17.1344,low,1.82839,1.17161,17.6737,23.558,23.5724,25.5814,10.2754,25.5817,27.5577
3,3,0,1,2,4,5.000000e-01,2,1.0,2.0,27.5901,3.0,2,29.5441,low,1.95409,1.04591,30.0671,32.8505,32.8643,34.8691,7.27902,34.8694,36.8411
4,4,0,3,8,0,2,2,1.0,3.0,37.072,3.0,2,38.702,high,1.63006,1.36994,39.2319,43.8188,43.8311,45.827,8.75498,45.8272,53.8214
5,5,0,1,4,2,5.000000e-01,8,1.0,4.0,53.8436,2.0,2,55.3823,low,1.53873,1.46127,55.9098,59.1036,59.1172,61.1209,7.27734,61.1212,65.0957
6,6,0,2,4,0,2,8,1.0,5.0,65.3731,3.0,8,66.9084,high,1.5353,1.4647,67.4397,72.1216,72.1339,74.1261,8.75294,74.1264,78.1221
7,7,1,2,8,0,3.500000e+00,4,1.0,6.0,78.3637,3.0,4,79.9532,high,1.58955,1.41045,80.491,86.6276,86.641,88.6312,10.2676,88.6315,96.6131
8,8,1,3,2,0,2,4,1.0,7.0,96.8533,3.0,4,98.3172,high,1.46387,1.53613,98.8488,103.595,103.608,105.598,8.7445,105.598,107.588
9,9,0,3,6,2,2,4,1.0,8.0,107.858,3.0,4,109.46,high,1.60214,1.39786,109.99,114.608,114.62,116.618,8.75977,116.618,122.611
10,10,0,2,2,0,5.000000e-01,4,1.0,9.0,122.857,3.0,4,124.372,high,1.51553,1.48447,124.899,128.093,128.107,130.11,7.253,130.11,132.114
11,11,1,2,2,2,5.000000e-01,4,1.0,10.0,132.354,2.0,2,133.713,low,1.35949,1.64051,134.255,137.607,137.675,139.688,7.33441,139.689,141.613
12,12,1,3,4,8,2,4,1.0,11.0,141.888,2.0,8,143.422,high,1.53417,1.46583,143.957,148.637,148.65,150.655,8.76759,150.656,154.648
13,13,1,1,2,0,5.000000e-01,2,1.0,12.0,154.67,2.0,0,155.982,low,1.31184,1.68816,156.52,159.906,159.906,161.915,7.24539,161.915,163.927
14,14,0,3,2,8,5.000000e-01,0,1.0,13.0,164.18,2.0,8,165.856,high,1.6766,1.3234,166.382,169.434,169.446,171.451,7.27081,171.451,173.442
15,15,1,3,8,2,5.000000e-01,0,1.0,14.0,173.686,2.0,2,175.331,high,1.64518,1.35482,175.866,178.936,178.949,180.941,7.25533,180.941,188.937
16,16,0,2,2,2,5.000000e-01,4,1.0,15.0,189.181,2.0,2,191.194,low,2.01272,0.98728,191.734,194.428,194.443,196.448,7.26681,196.448,198.434
17,17,0,3,2,4,2,8,1.0,16.0,198.688,3.0,8,200.368,high,1.68006,1.31994,200.906,205.447,205.459,207.464,8.77629,207.465,209.453
18,18,0,1,2,4,5.000000e-01,8,1.0,17.0,209.462,2.0,4,211.01,low,1.54804,1.45196,211.549,214.712,214.725,216.729,7.26655,216.729,218.7
19,19,0,2,2,8,5.000000e-01,2,1.0,18.0,218.963,2.0,8,221.203,high,2.23954,0.760465,221.737,224.225,224.237,226.244,7.28041,226.244,228.215
20,20,0,1,2,8,3.500000e+00,0,1.0,19.0,228.231,3.0,0,229.926,low,1.69435,1.30565,230.466,236.476,236.477,238.494,10.2626,238.494,240.482
21,21,1,2,4,0,5.000000e-01,2,1.0,20.0,240.762,3.0,2,242.369,high,1.60698,1.39302,242.906,246.012,246.026,248.04,7.27813,248.041,252.016
22,22,1,1,6,2,5.000000e-01,8,1.0,21.0,252.038,2.0,2,253.295,low,1.25695,1.74305,253.813,257.281,257.296,259.308,7.27045,259.308,265.287
23,23,0,2,2,4,5.000000e-01,8,1.0,22.0,265.536,3.0,8,267.423,high,1.88705,1.11295,267.962,270.795,270.807,272.813,7.27697,272.813,274.786
24,24,1,3,6,0,5.000000e-01,8,1.0,23.0,275.028,3.0,8,276.581,high,1.55231,1.44769,277.115,280.277,280.29,282.297,7.26837,282.297,288.291
25,25,1,3,4,2,2,8,1.0,24.0,288.534,3.0,8,290.075,high,1.54126,1.45874,290.602,295.286,295.286,297.278,8.74476,297.279,301.28
26,26,1,1,6,4,5.000000e-01,2,1.0,25.0,301.301,2.0,4,303.186,high,1.88508,1.11492,303.719,306.553,306.567,308.571,7.27075,308.572,314.549
27,27,0,1,4,0,3.500000e+00,4,1.0,26.0,314.565,2.0,0,316.764,low,2.19852,0.801484,317.301,322.826,322.826,324.844,10.279,324.845,328.82
28,28,1,1,2,8,5.000000e-01,0,1.0,27.0,328.836,2.0,8,330.759,high,1.92254,1.07746,331.292,334.092,334.093,336.111,7.27524,336.112,338.099
29,29,1,2,4,2,5.000000e-01,8,1.0,28.0,338.381,2.0,2,340.067,low,1.68531,1.31469,340.606,343.64,343.654,345.662,7.28124,345.663,349.631
30,30,0,2,4,2,5.000000e-01,0,1.0,29.0,349.883,2.0,2,351.676,high,1.7932,1.2068,352.212,355.139,355.153,357.157,7.27411,357.157,361.132
31,31,0,3,6,2,3.500000e+00,8,1.0,30.0,361.376,3.0,8,363.135,high,1.75904,1.24096,363.665,369.628,369.64,371.635,10.2588,371.635,377.624
32,32,0,1,2,2,3.500000e+00,0,1.0,31.0,377.639,3.0,0,379.532,low,1.8925,1.1075,380.052,385.9,385.901,387.905,10.2654,387.905,389.891
33,33,0,3,4,0,2,4,1.0,32.0,390.145,2.0,0,391.792,low,1.6467,1.3533,392.329,396.903,396.903,398.896,8.75124,398.897,402.895
34,34,1,1,2,0,5.000000e-01,4,1.0,33.0,402.904,2.0,0,404.552,low,1.64864,1.35136,405.086,408.155,408.155,410.16,7.25595,410.16,412.161
