Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,8,0,1,0,3.500000e+00,4
2,8,0,3,0,2,4
3,2,0,2,0,5.000000e-01,4
4,0,4,2,0,5.000000e-01,4
5,8,2,1,0,2,8
6,4,0,2,1,5.000000e-01,2
7,0,8,2,1,5.000000e-01,2
8,8,2,3,0,5.000000e-01,2
9,4,8,2,0,2,4
10,2,4,2,1,2,8
11,0,8,2,0,2,2
12,4,8,1,0,3.500000e+00,8
13,0,8,1,1,3.500000e+00,2
14,4,8,1,1,5.000000e-01,4
15,2,0,3,0,5.000000e-01,2
16,2,4,2,0,5.000000e-01,2
17,4,2,3,1,3.500000e+00,2
18,8,4,3,1,5.000000e-01,2
19,8,2,1,1,3.500000e+00,4
20,4,2,1,0,5.000000e-01,6
21,8,0,3,1,3.500000e+00,2
22,4,8,2,1,5.000000e-01,2
23,2,0,1,0,5.000000e-01,2
24,2,8,2,0,2,2
25,2,0,3,1,2,4
26,0,4,3,1,5.000000e-01,2
27,0,4,1,0,2,6
28,0,2,2,1,5.000000e-01,6
29,0,2,1,1,5.000000e-01,4
30,2,8,2,1,5.000000e-01,6
31,0,4,1,1,2,2
32,0,4,3,0,5.000000e-01,2
33,4,2,1,1,5.000000e-01,4
34,2,4,3,0,2,2
35,8,4,3,0,5.000000e-01,2
36,8,2,3,1,5.000000e-01,6
