TrialNumber,Trialn,Feedback,ITI,Partner,BlockType,Blockn,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,0.750000,3,5,1,1.0,0.0,4.25796,0.0,999.0,999.0,999.0,6.7719,7.80044,3.54248,7.8007,8.55602
2,2,1,0.750000,3,5,1,1.0,1.0,8.75797,2.0,9.47375,0.715784,9.0,11.2827,12.3054,3.54741,12.3056,13.0598
3,3,1,0.750000,3,5,1,1.0,2.0,13.2576,3.0,14.1607,0.903138,2.0,15.786,16.806,3.54844,16.8062,17.5633
4,4,1,0.750000,3,5,1,1.0,3.0,17.7575,3.0,18.514,0.756445,1.0,20.2875,21.3095,3.552,21.3097,22.0669
5,5,1,0.750000,3,5,1,1.0,4.0,22.2615,3.0,22.9014,0.639818,2.0,24.7907,25.8138,3.5523,25.814,26.571
6,6,3,0.750000,3,5,1,1.0,5.0,26.7665,2.0,27.3051,0.538606,1.0,29.297,30.3183,3.55184,30.3185,31.0747
7,7,1,0.750000,3,5,1,1.0,6.0,31.2699,2.0,31.9422,0.67236,6.0,33.7883,34.811,3.54108,34.8112,35.5615
8,8,2,10,3,5,1,1.0,7.0,35.7559,3.0,36.596,0.840189,5.0,38.2762,39.2993,3.54343,39.2995,49.3059
9,9,1,0.750000,1,1,2,1.0,8.0,49.3237,2.0,50.2404,0.916732,9.0,51.8439,52.8659,3.54218,52.8661,53.6265
10,10,1,0.750000,1,1,2,1.0,9.0,53.6291,3.0,54.327,0.697864,1.0,56.1491,57.157,3.52787,57.1571,57.9133
11,11,1,0.750000,1,1,2,1.0,10.0,57.9159,3.0,58.4474,0.531532,1.0,60.4346,61.4561,3.54022,61.4563,62.2164
12,12,2,0.750000,1,1,2,1.0,11.0,62.219,2.0,62.6345,0.415556,5.0,64.7378,65.759,3.5401,65.7592,66.52
13,13,1,0.750000,1,1,2,1.0,12.0,66.5225,2.0,66.9376,0.41505,8.0,69.0406,70.0612,3.53869,70.0614,70.8235
14,14,2,0.750000,1,1,2,1.0,13.0,70.826,2.0,71.3748,0.548787,5.0,73.3576,74.3681,3.5421,74.3683,75.127
15,15,1,0.750000,1,1,2,1.0,14.0,75.1295,2.0,75.6783,0.548783,6.0,77.66,78.6815,3.55198,78.6817,79.4477
16,16,1,10,1,1,2,1.0,15.0,79.4502,3.0,79.8481,0.397904,3.0,81.9809,83.0031,3.55286,83.0033,93.0088
17,17,2,0.750000,3,5,3,1.0,16.0,93.245,3.0,94.3434,1.09847,5.0,95.7628,96.7848,3.53985,96.785,97.5456
18,18,1,0.750000,3,5,3,1.0,17.0,97.7731,3.0,98.3133,0.54024,2.0,100.299,101.322,3.54846,101.322,102.083
19,19,1,0.750000,3,5,3,1.0,18.0,102.277,2.0,102.584,0.306675,7.0,104.806,105.828,3.55137,105.829,106.587
20,20,1,0.750000,3,5,3,1.0,19.0,106.78,0.0,999.0,999.0,999.0,109.289,110.314,3.53384,110.314,111.074
21,21,1,0.750000,3,5,3,1.0,20.0,111.268,2.0,111.641,0.373506,9.0,113.796,114.806,3.53836,114.806,115.56
22,22,1,0.750000,3,5,3,1.0,21.0,115.754,3.0,116.112,0.357642,2.0,118.271,119.293,3.5391,119.293,120.048
23,23,2,0.750000,3,5,3,1.0,22.0,120.245,3.0,120.632,0.386795,5.0,122.775,123.796,3.55134,123.796,124.551
