Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,0,4,3,1,5.000000e-01,2
2,8,2,3,0,2,4
3,2,4,2,1,5.000000e-01,2
4,4,0,1,1,5.000000e-01,4
5,8,4,2,0,3.500000e+00,4
6,2,0,3,1,3.500000e+00,2
7,0,2,1,0,3.500000e+00,4
8,4,0,1,0,2,6
9,2,8,3,1,5.000000e-01,8
10,2,4,3,1,2,2
11,0,2,2,0,2,2
12,8,4,2,1,5.000000e-01,4
13,2,0,1,1,5.000000e-01,2
14,2,0,3,0,2,8
15,8,2,2,0,5.000000e-01,4
16,8,0,3,0,5.000000e-01,2
17,2,8,1,0,5.000000e-01,8
18,2,0,2,1,5.000000e-01,2
19,8,0,1,1,5.000000e-01,2
20,2,4,2,0,3.500000e+00,6
21,8,2,2,1,2,2
22,4,8,1,0,5.000000e-01,6
23,0,8,3,1,5.000000e-01,6
24,0,4,2,0,5.000000e-01,2
25,0,4,3,0,5.000000e-01,4
26,8,0,1,0,5.000000e-01,4
27,2,4,3,0,3.500000e+00,6
28,4,2,1,0,3.500000e+00,2
29,8,0,2,1,2,2
30,8,0,2,0,2,2
31,4,8,3,1,2,4
32,0,4,2,1,2,2
33,8,2,1,1,5.000000e-01,2
34,4,2,1,1,5.000000e-01,2
35,4,8,1,1,5.000000e-01,4
36,4,8,3,0,5.000000e-01,2
