Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,8,4,3,0,5.000000e-01,2
2,0,8,2,0,5.000000e-01,2
3,4,2,2,0,5.000000e-01,6
4,4,0,1,1,5.000000e-01,2
5,0,4,2,0,5.000000e-01,4
6,2,0,2,0,2,2
7,2,4,3,1,5.000000e-01,2
8,2,8,2,1,2,2
9,0,2,3,1,5.000000e-01,8
10,8,2,1,0,5.000000e-01,2
11,8,0,3,1,5.000000e-01,4
12,8,2,2,0,3.500000e+00,4
13,2,0,2,1,2,2
14,4,2,3,0,5.000000e-01,2
15,2,0,1,1,5.000000e-01,4
16,2,8,3,0,5.000000e-01,2
17,8,4,1,0,2,4
18,8,2,1,1,2,2
19,4,8,3,1,3.500000e+00,2
20,8,4,1,1,2,6
21,4,2,1,1,3.500000e+00,8
22,0,2,1,0,2,4
23,0,4,3,0,5.000000e-01,6
24,8,2,3,1,5.000000e-01,6
25,4,0,1,0,3.500000e+00,2
26,0,8,3,0,5.000000e-01,4
27,4,2,1,0,5.000000e-01,4
28,4,2,2,1,5.000000e-01,2
29,8,4,2,1,3.500000e+00,2
30,0,2,3,0,2,8
31,8,0,1,1,2,2
32,4,0,2,1,3.500000e+00,2
33,8,0,1,0,5.000000e-01,4
34,0,4,3,1,5.000000e-01,4
35,8,4,2,0,5.000000e-01,6
36,8,0,2,1,2,2
