Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,4,8,3,1,3.500000e+00,6
2,0,2,2,1,5.000000e-01,2
3,8,0,3,1,2,4
4,8,4,1,1,5.000000e-01,6
5,4,0,2,1,3.500000e+00,4
6,8,4,2,1,5.000000e-01,2
7,2,0,3,1,2,4
8,8,2,1,0,5.000000e-01,4
9,8,0,1,0,5.000000e-01,2
10,0,4,2,0,3.500000e+00,4
11,2,8,2,0,5.000000e-01,2
12,4,2,2,0,5.000000e-01,2
13,4,2,2,1,3.500000e+00,6
14,0,2,1,1,2,2
15,8,2,3,0,2,8
16,0,8,3,0,2,2
17,4,8,1,0,5.000000e-01,4
18,2,8,2,1,2,2
19,2,4,1,1,5.000000e-01,2
20,0,4,1,0,5.000000e-01,8
21,2,4,1,0,5.000000e-01,4
22,0,2,2,0,5.000000e-01,4
23,0,8,1,1,5.000000e-01,6
24,8,4,3,0,5.000000e-01,8
25,0,4,3,1,5.000000e-01,2
26,0,4,1,1,5.000000e-01,4
27,8,0,2,0,3.500000e+00,2
28,0,8,2,1,2,6
29,4,8,2,0,5.000000e-01,2
30,0,4,3,0,5.000000e-01,2
31,8,2,3,1,2,4
32,2,4,3,0,5.000000e-01,2
33,8,2,1,1,2,2
34,4,2,3,1,5.000000e-01,2
35,0,2,1,0,3.500000e+00,2
36,2,0,3,0,2,2
