TrialNumber,Trialn,Feedback,ITI,Partner,BlockType,Blockn,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,3,0.750000,2,4,1,1.0,0.0,4.23457,0.0,999.0,999.0,999.0,6.75039,7.77145,3.53688,7.77171,8.53451
2,2,1,0.750000,2,4,1,1.0,1.0,8.76202,2.0,9.70261,0.940586,7.0,11.2733,12.2887,3.52668,12.2889,13.0549
3,3,3,0.750000,2,4,1,1.0,2.0,13.2404,3.0,14.323,1.08254,6.0,15.7449,16.7603,3.51986,16.7605,17.5252
4,4,3,0.750000,2,4,1,1.0,3.0,17.7029,3.0,19.0103,1.30744,9.0,20.2164,21.2318,3.52897,21.232,21.9957
5,5,2,0.750000,2,4,1,1.0,4.0,22.1785,3.0,23.8142,1.63572,5.0,24.6875,25.7029,3.52437,25.7031,26.4657
6,6,3,0.750000,2,4,1,1.0,5.0,26.6572,2.0,27.8512,1.19403,1.0,29.1735,30.1889,3.5317,30.1891,30.953
7,7,3,0.750000,2,4,1,1.0,6.0,31.1326,2.0,31.4371,0.304508,1.0,33.645,34.6604,3.52781,34.6606,35.4232
8,8,3,12,2,4,1,1.0,7.0,35.6018,2.0,36.375,0.773233,3.0,38.1166,39.132,3.5302,39.1321,51.1363
9,9,1,0.750000,3,5,2,1.0,8.0,51.4003,3.0,51.4704,0.0700655,2.0,53.9083,54.9237,3.52332,54.9239,55.6901
10,10,1,0.750000,3,5,2,1.0,9.0,55.8802,2.0,56.4408,0.560609,6.0,58.3964,59.4118,3.53155,59.412,60.177
11,11,1,0.750000,3,5,2,1.0,10.0,60.3649,2.0,61.0116,0.646686,6.0,62.8835,63.8989,3.53401,63.8991,64.6641
12,12,1,0.750000,3,5,2,1.0,11.0,64.8556,2.0,65.0149,0.159271,7.0,67.3648,68.3801,3.52454,68.3803,69.1344
13,13,1,0.750000,3,5,2,1.0,12.0,69.3265,3.0,70.3024,0.975958,4.0,71.8434,72.8588,3.53235,72.859,73.6214
14,14,3,0.750000,3,5,2,1.0,13.0,73.8075,3.0,74.0722,0.264683,6.0,76.3277,77.3431,3.53563,77.3433,78.1083
15,15,2,0.750000,3,5,2,1.0,14.0,78.295,3.0,78.7427,0.44772,5.0,80.8149,81.8303,3.53527,81.8305,82.5955
16,16,1,8,3,5,2,1.0,15.0,82.7805,3.0,82.9628,0.182374,2.0,85.3021,86.3175,3.53698,86.3176,94.3218
17,17,1,0.750000,1,1,3,1.0,16.0,94.3305,0.0,999.0,999.0,999.0,96.8409,97.8634,3.53288,97.8636,98.6252
18,18,1,0.750000,1,1,3,1.0,17.0,98.628,2.0,98.7088,0.080801,6.0,101.157,102.173,3.54473,102.173,102.929
19,19,3,0.750000,1,1,3,1.0,18.0,102.931,2.0,103.413,0.481484,3.0,105.449,106.464,3.53282,106.464,107.216
20,20,1,0.750000,1,1,3,1.0,19.0,107.218,2.0,107.85,0.631634,6.0,109.736,110.751,3.53271,110.751,111.503
21,21,1,0.750000,1,1,3,1.0,20.0,111.505,0.0,999.0,999.0,999.0,114.022,115.05,3.54501,115.05,115.806
22,22,1,0.750000,1,1,3,1.0,21.0,115.809,3.0,116.924,1.11521,2.0,118.314,119.329,3.52016,119.329,120.093
23,23,2,0.750000,1,1,3,1.0,22.0,120.096,2.0,120.894,0.798176,5.0,122.613,123.629,3.53302,123.629,124.38
24,24,1,10,1,1,3,1.0,23.0,124.383,3.0,124.931,0.548069,3.0,126.911,127.926,3.5435,127.926,137.941
25,25,3,0.750000,2,4,4,1.0,24.0,138.164,3.0,139.009,0.844614,6.0,140.684,141.699,3.53456,141.699,142.461
26,26,2,0.750000,2,4,4,1.0,25.0,142.691,3.0,143.363,0.671542,5.0,145.213,146.229,3.53767,146.229,146.982
27,27,3,0.750000,2,4,4,1.0,26.0,147.162,3.0,148.884,1.72148,9.0,149.673,150.688,3.52612,150.688,151.452
28,28,3,0.750000,2,4,4,1.0,27.0,151.634,2.0,152.02,0.38508,4.0,154.155,155.17,3.53585,155.171,155.922
29,29,3,0.750000,2,4,4,1.0,28.0,156.109,2.0,156.773,0.664463,1.0,158.625,159.641,3.53164,159.641,160.393
30,30,3,0.750000,2,4,4,1.0,29.0,160.575,2.0,160.76,0.18521,3.0,163.097,164.112,3.53726,164.112,164.863
31,31,3,0.750000,2,4,4,1.0,30.0,165.046,3.0,165.114,0.0680735,8.0,167.553,168.568,3.52249,168.568,169.333
32,32,2,8,2,4,4,1.0,31.0,169.516,3.0,170.101,0.584828,5.0,172.024,173.04,3.52345,173.04,181.043
33,33,3,0.750000,3,6,5,1.0,32.0,181.275,2.0,183.345,2.07031,2.0,183.792,184.807,3.53247,184.808,185.563
34,34,3,0.750000,3,6,5,1.0,33.0,185.749,2.0,186.431,0.681644,4.0,188.268,189.284,3.53431,189.284,190.05
35,35,3,0.750000,3,6,5,1.0,34.0,190.24,2.0,190.935,0.694679,3.0,192.753,193.769,3.52845,193.769,194.521
36,36,1,0.750000,3,6,5,1.0,35.0,194.711,3.0,195.322,0.610731,1.0,197.24,198.256,3.54441,198.256,199.008
37,37,3,0.750000,3,6,5,1.0,36.0,199.192,3.0,199.558,0.366276,8.0,201.712,202.727,3.53529,202.728,203.478
38,38,3,0.750000,3,6,5,1.0,37.0,203.661,3.0,204.796,1.13567,9.0,206.184,207.199,3.5382,207.199,207.965
39,39,3,0.750000,3,6,5,1.0,38.0,208.148,2.0,209.35,1.2016,3.0,210.669,211.685,3.5364,211.685,212.435
40,40,2,10,3,6,5,1.0,39.0,212.618,0.0,999.0,999.0,999.0,215.121,216.142,3.52388,216.142,226.147
41,41,3,0.750000,1,2,6,1.0,40.0,226.155,2.0,227.765,1.60992,3.0,228.674,229.689,3.5341,229.689,230.45
42,42,1,0.750000,1,2,6,1.0,41.0,230.453,2.0,232.736,2.2828,9.0,232.97,233.986,3.53265,233.986,234.737
43,43,3,0.750000,1,2,6,1.0,42.0,234.74,0.0,999.0,999.0,999.0,237.256,238.272,3.53269,238.273,239.024
44,44,3,0.750000,1,2,6,1.0,43.0,239.027,3.0,240.058,1.0317,9.0,241.542,242.557,3.53057,242.557,243.311
45,45,2,0.750000,1,2,6,1.0,44.0,243.313,3.0,243.478,0.16468,5.0,245.828,246.844,3.53054,246.844,247.598
46,46,3,0.750000,1,2,6,1.0,45.0,247.6,2.0,247.615,0.0142837,2.0,250.12,251.135,3.53461,251.135,251.901
