TrialNumber,Trialn,Feedback,ITI,Partner,BlockType,Blockn,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,3,0.750000,3,5,1,1.0,0.0,4.22563,2.0,5.25049,1.02486,3.0,6.7421,7.75752,3.53189,7.75778,8.51909
2,2,2,0.750000,3,5,1,1.0,1.0,8.71076,2.0,9.32016,0.609399,5.0,11.2269,12.2392,3.5284,12.2393,12.9898
3,3,1,0.750000,3,5,1,1.0,2.0,13.174,3.0,13.574,0.399986,1.0,15.6911,16.7031,3.52908,16.7033,17.4601
4,4,1,0.750000,3,5,1,1.0,3.0,17.6418,3.0,18.1613,0.519445,1.0,20.1572,21.1651,3.52323,21.1653,21.9305
5,5,1,0.750000,3,5,1,1.0,4.0,22.1127,3.0,22.7149,0.602214,1.0,24.6294,25.638,3.52535,25.6382,26.4008
6,6,1,0.750000,3,5,1,1.0,5.0,26.5874,2.0,27.0684,0.480945,9.0,29.1048,30.1156,3.52815,30.1158,30.8712
7,7,1,0.750000,3,5,1,1.0,6.0,31.0537,3.0,31.8056,0.751877,1.0,33.5709,34.5795,3.52579,34.5797,35.3411
8,8,1,8,3,5,1,1.0,7.0,35.5266,0.0,999.0,999.0,999.0,38.0276,39.044,3.51735,39.0442,47.0509
9,9,1,0.750000,1,1,2,1.0,8.0,47.0699,2.0,49.255,2.18506,7.0,49.5845,50.5959,3.526,50.5961,51.3546
10,10,3,0.750000,1,1,2,1.0,9.0,51.3573,2.0,51.8055,0.448209,4.0,53.8729,54.8858,3.52852,54.886,55.6414
11,11,1,0.750000,1,1,2,1.0,10.0,55.6441,2.0,56.1922,0.5481,6.0,58.16,59.1726,3.52851,59.1728,59.9283
12,12,1,0.750000,1,1,2,1.0,11.0,59.931,2.0,60.3789,0.447933,6.0,62.4476,63.4557,3.52472,63.4559,64.2151
13,13,1,0.750000,1,1,2,1.0,12.0,64.2178,0.0,999.0,999.0,999.0,66.7342,67.7505,3.53265,67.7506,68.502
14,14,1,0.750000,1,1,2,1.0,13.0,68.5047,3.0,69.203,0.69834,2.0,71.0208,72.0329,3.5282,72.0331,72.7888
15,15,1,0.750000,1,1,2,1.0,14.0,72.7915,2.0,73.4895,0.697996,9.0,75.3081,76.3167,3.5252,76.3169,77.0756
