TrialNumber,Trialn,Feedback,ITI,Partner,BlockType,Blockn,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,2,0.750000,1,2,1,1.0,0.0,4.02127,0.0,999.0,999.0,999.0,6.53614,7.55735,3.53609,7.55761,8.32046
2,2,3,0.750000,1,2,1,1.0,1.0,8.32441,2.0,10.2389,1.91451,1.0,10.8424,11.8578,3.5334,11.858,12.624
3,3,3,0.750000,1,2,1,1.0,2.0,12.6267,3.0,13.9921,1.36532,8.0,15.1449,16.1603,3.53354,16.1605,16.9107
4,4,3,0.750000,1,2,1,1.0,3.0,16.9135,2.0,17.6949,0.781438,3.0,19.4299,20.4451,3.5316,20.4453,21.1976
5,5,3,0.750000,1,2,1,1.0,4.0,21.2003,2.0,22.8325,1.63224,2.0,23.7063,24.7217,3.52139,24.7219,25.4846
6,6,2,0.750000,1,2,1,1.0,5.0,25.4873,3.0,26.6192,1.13193,5.0,27.9932,29.0086,3.52132,29.0088,29.7713
7,7,3,0.750000,1,2,1,1.0,6.0,29.774,2.0,30.9393,1.16535,2.0,32.2935,33.3089,3.53492,33.3091,34.075
8,8,3,12,1,2,1,1.0,7.0,34.0777,3.0,35.493,1.41536,8.0,36.5959,37.6113,3.5336,37.6115,49.621
9,9,3,0.750000,2,4,2,1.0,8.0,49.99,0.0,999.0,999.0,999.0,52.5068,53.5355,3.54557,53.5357,54.2915
10,10,1,0.750000,2,4,2,1.0,9.0,54.6469,2.0,56.5436,1.89663,8.0,57.1574,58.1728,3.52586,58.173,58.9286
11,11,1,0.750000,2,4,2,1.0,10.0,59.228,3.0,60.3468,1.11885,3.0,61.7446,62.76,3.53206,62.7602,63.5157
12,12,3,0.750000,2,4,2,1.0,11.0,63.8106,3.0,65.0008,1.19022,7.0,66.3159,67.3313,3.52066,67.3315,68.0863
13,13,3,0.750000,2,4,2,1.0,12.0,68.3857,2.0,70.2382,1.85246,1.0,70.9041,71.9195,3.5337,71.9196,72.6738
14,14,3,0.750000,2,4,2,1.0,13.0,72.9704,3.0,74.3917,1.42123,6.0,75.4911,76.5065,3.53608,76.5067,77.2604
15,15,3,0.750000,2,4,2,1.0,14.0,77.5558,2.0,78.7619,1.20611,2.0,80.0627,81.0781,3.52232,81.0783,81.8308
16,16,3,12,2,4,2,1.0,15.0,82.1299,2.0,82.8489,0.718981,4.0,84.6507,85.6662,3.53627,85.6664,97.6773
17,17,3,0.750000,1,1,3,1.0,16.0,97.6861,3.0,99.9463,2.26017,9.0,100.206,101.221,3.53531,101.222,101.981
18,18,1,0.750000,1,1,3,1.0,17.0,101.983,3.0,103.883,1.89927,4.0,104.503,105.518,3.53483,105.518,106.284
