TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,1,1,6,2,5.000000e-01,4,1.0,0.0,4.02699,999.0,999.0,7.03624,999.0,0.0,0.0,7.05001,9.28059,999.0,999.0,994.973,11.3097,17.2813
2,2,1,2,8,2,5.000000e-01,8,1.0,1.0,17.5346,2.0,2,19.3298,low,1.79517,1.20483,19.8583,22.7854,22.8003,24.8157,7.28111,24.816,32.7798
3,3,1,2,8,8,3.500000e+00,4,1.0,2.0,33.0268,3.0,4,34.876,low,1.84914,1.15086,35.406,41.2812,41.2814,43.294,10.2671,43.2942,51.2765
4,4,0,2,4,4,3.500000e+00,0,1.0,3.0,51.5386,2.0,4,53.2412,high,1.70257,1.29743,53.7758,59.796,59.8091,61.813,10.2743,61.8132,65.7932
5,5,0,3,8,0,3.500000e+00,8,1.0,4.0,66.0372,2.0,0,68.4537,low,2.41648,0.58352,68.9816,74.2899,74.29,76.3009,10.2637,76.3012,84.2993
6,6,1,3,2,4,2,0,1.0,5.0,84.5378,2.0,4,86.4017,high,1.86386,1.13614,86.9354,91.2999,91.3141,93.333,8.79514,93.3332,95.2871
7,7,0,1,2,0,5.000000e-01,4,1.0,6.0,95.3075,2.0,0,96.9437,low,1.63624,1.36376,97.4735,100.559,100.559,102.568,7.26022,102.568,104.561
8,8,0,1,4,4,5.000000e-01,8,1.0,7.0,104.577,2.0,4,106.485,low,1.90833,1.09167,107.025,109.838,109.852,111.864,7.2879,111.865,115.829
9,9,0,1,4,8,5.000000e-01,2,1.0,8.0,115.846,3.0,2,117.627,low,1.78139,1.21861,118.156,121.105,121.105,123.12,7.27432,123.121,127.103
10,10,0,2,4,0,2,2,1.0,9.0,127.387,3.0,2,129.704,high,2.31625,0.683752,130.248,134.143,134.155,136.159,8.77142,136.159,140.145
11,11,1,2,2,4,2,2,1.0,10.0,140.383,3.0,2,142.264,low,1.88168,1.11832,142.798,147.142,147.156,149.173,8.79057,149.173,151.132
12,12,1,1,2,4,5.000000e-01,0,1.0,11.0,151.201,3.0,0,152.906,low,1.70525,1.29475,153.422,156.453,156.453,158.465,7.26374,158.465,160.461
13,13,1,1,2,8,2,2,1.0,12.0,160.477,3.0,2,162.181,low,1.70384,1.29616,162.716,167.219,167.234,169.249,8.7717,169.249,171.235
14,14,0,2,6,4,5.000000e-01,8,1.0,13.0,171.478,2.0,4,174.241,low,2.76265,0.237348,174.78,176.741,176.753,178.746,7.26815,178.746,184.73
15,15,1,1,2,0,5.000000e-01,8,1.0,14.0,184.745,2.0,0,187.351,low,2.60602,0.393975,187.881,190.0,190.0,192.016,7.2708,192.016,194.0
16,16,1,3,6,2,5.000000e-01,4,1.0,15.0,194.273,3.0,4,196.893,high,2.61958,0.38042,197.427,199.529,199.543,201.559,7.28559,201.559,207.527
17,17,1,1,2,2,2,0,1.0,16.0,207.542,3.0,0,209.403,low,1.86092,1.13908,209.918,214.298,214.298,216.31,8.76793,216.31,218.291
18,18,0,3,2,0,5.000000e-01,4,1.0,17.0,218.535,3.0,4,220.311,high,1.77633,1.22367,220.853,223.784,223.798,225.802,7.26696,225.802,227.788
19,19,1,3,2,4,5.000000e-01,8,1.0,18.0,228.029,2.0,4,229.886,low,1.85717,1.14283,230.427,233.268,233.286,235.3,7.27119,235.301,237.278
20,20,1,2,4,4,5.000000e-01,0,1.0,19.0,237.553,3.0,0,239.261,low,1.70747,1.29253,239.787,242.808,242.808,244.808,7.25514,244.809,248.794
21,21,0,2,2,2,2,4,1.0,20.0,249.038,2.0,2,250.854,low,1.8159,1.1841,251.388,255.779,255.791,257.796,8.75842,257.796,259.784
22,22,0,1,2,2,2,4,1.0,21.0,259.792,2.0,2,262.046,low,2.25418,0.745816,262.577,266.549,266.562,268.569,8.77705,268.569,270.549
23,23,0,1,2,8,3.500000e+00,0,1.0,22.0,270.565,2.0,8,272.421,high,1.85623,1.14377,272.949,278.828,278.829,280.826,10.2606,280.826,282.808
24,24,0,3,2,4,2,2,1.0,23.0,283.051,3.0,2,285.315,low,2.26462,0.735378,285.845,289.796,289.809,291.814,8.763,291.814,293.799
25,25,0,3,4,2,5.000000e-01,0,1.0,24.0,294.037,2.0,2,296.291,high,2.25415,0.745853,296.818,299.288,299.289,301.294,7.25664,301.294,305.289
26,26,1,1,2,8,5.000000e-01,4,1.0,25.0,305.309,2.0,8,307.083,high,1.77356,1.22644,307.616,310.571,310.585,312.596,7.28627,312.596,314.572
27,27,0,3,4,8,5.000000e-01,4,1.0,26.0,314.835,2.0,8,316.725,high,1.88979,1.11021,317.252,320.09,320.104,322.098,7.26376,322.099,326.092
28,28,0,3,2,2,5.000000e-01,8,1.0,27.0,326.33,3.0,8,328.384,high,2.05431,0.945692,328.907,331.583,331.583,333.596,7.2665,333.596,335.585
29,29,1,2,4,2,3.500000e+00,0,1.0,28.0,335.826,2.0,2,337.425,high,1.59937,1.40063,337.95,344.08,344.094,346.091,10.2658,346.092,350.077
30,30,0,2,4,8,5.000000e-01,2,1.0,29.0,350.326,2.0,8,352.571,high,2.2448,0.755199,353.111,355.585,355.597,357.592,7.26614,357.592,361.577
31,31,0,2,2,8,5.000000e-01,0,1.0,30.0,361.817,3.0,0,364.147,low,2.33023,0.669767,364.678,367.077,367.077,369.085,7.26815,369.085,371.078
32,32,1,3,6,2,3.500000e+00,0,1.0,31.0,371.35,3.0,0,373.021,low,1.67056,1.32944,373.553,379.606,379.606,381.611,10.2604,381.611,387.604
33,33,1,2,6,0,5.000000e-01,8,1.0,32.0,387.884,3.0,8,389.751,high,1.86668,1.13332,390.281,393.141,393.155,395.171,7.28672,395.171,401.142
34,34,0,1,4,2,5.000000e-01,0,1.0,33.0,401.165,2.0,2,402.895,high,1.73058,1.26942,403.426,406.406,406.42,408.438,7.27364,408.439,412.427
35,35,1,3,2,8,2,0,1.0,34.0,412.662,2.0,8,414.955,high,2.29304,0.706955,415.496,419.422,419.436,421.44,8.77794,421.441,423.414
36,36,1,3,2,8,2,2,1.0,35.0,423.646,3.0,2,425.53,low,1.8848,1.1152,426.07,430.406,430.406,432.42,8.77434,432.42,434.392
