TrialNumber,Trialn,Feedback,ITI,Partner,BlockType,Blockn,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,0.750000,3,5,1,1.0,0.0,4.23363,2.0,5.18293,0.949305,8.0,6.75273,7.77299,3.53936,7.77324,8.5357
2,2,2,0.750000,3,5,1,1.0,1.0,8.73373,3.0,9.98678,1.25305,5.0,11.2431,12.2471,3.51333,12.2473,13.0057
3,3,1,0.750000,3,5,1,1.0,2.0,13.1976,3.0,14.1401,0.942551,2.0,15.7186,16.7339,3.53634,16.7341,17.4926
4,4,1,0.750000,3,5,1,1.0,3.0,17.6822,2.0,18.327,0.644829,7.0,20.2004,21.2109,3.52874,21.2111,21.9629
5,5,1,0.750000,3,5,1,1.0,4.0,22.1528,2.0,22.7305,0.577712,7.0,24.6709,25.676,3.52323,25.6762,26.4333
6,6,1,0.750000,3,5,1,1.0,5.0,26.6237,3.0,27.3179,0.694167,2.0,29.1388,30.1469,3.52326,30.1471,30.9038
7,7,1,0.750000,3,5,1,1.0,6.0,31.095,2.0,31.855,0.760062,7.0,33.622,34.6289,3.53397,34.6291,35.3906
8,8,3,10,3,5,1,1.0,7.0,35.5834,2.0,36.0915,0.508124,3.0,38.1072,39.1146,3.53126,39.1148,49.1186
9,9,1,0.750000,2,3,2,1.0,8.0,49.3659,3.0,50.3533,0.987387,2.0,51.8869,52.8965,3.53061,52.8967,53.6558
10,10,1,0.750000,2,3,2,1.0,9.0,53.8525,2.0,54.4068,0.554304,9.0,56.3705,57.3764,3.52392,57.3766,58.1425
11,11,2,0.750000,2,3,2,1.0,10.0,58.3421,2.0,58.7103,0.368188,5.0,60.8565,61.8719,3.52981,61.8721,62.6297
12,12,1,0.750000,2,3,2,1.0,11.0,62.8267,2.0,63.6642,0.837526,9.0,65.3424,66.3541,3.52739,66.3543,67.1168
13,13,1,0.750000,2,3,2,1.0,12.0,67.315,3.0,67.9011,0.586081,4.0,69.8326,70.8413,3.52629,70.8415,71.6038
14,14,3,0.750000,2,3,2,1.0,13.0,71.804,3.0,72.2713,0.467309,7.0,74.3229,75.3409,3.53683,75.3411,76.1076
15,15,1,0.750000,2,3,2,1.0,14.0,76.3036,2.0,76.7755,0.471914,8.0,78.8262,79.8407,3.53712,79.8409,80.5945
16,16,1,12,2,3,2,1.0,15.0,80.7915,2.0,81.1454,0.353939,9.0,83.3043,84.3086,3.51713,84.3088,96.3242
17,17,2,0.750000,2,4,3,1.0,16.0,96.5635,3.0,97.9757,1.41213,5.0,99.0762,100.09,3.5267,100.09,100.845
18,18,3,0.750000,2,4,3,1.0,17.0,101.044,3.0,101.646,0.601443,7.0,103.555,104.56,3.51597,104.56,105.315
19,19,3,0.750000,2,4,3,1.0,18.0,105.513,3.0,106.416,0.903397,6.0,108.032,109.044,3.53106,109.044,109.802
20,20,3,0.750000,2,4,3,1.0,19.0,109.996,2.0,110.77,0.77379,2.0,112.512,113.527,3.53146,113.528,114.289
21,21,3,0.750000,2,4,3,1.0,20.0,114.486,2.0,114.923,0.437074,4.0,116.999,118.005,3.51875,118.005,118.76
22,22,3,0.750000,2,4,3,1.0,21.0,118.956,3.0,119.46,0.504077,6.0,121.481,122.492,3.53555,122.492,123.246
23,23,3,0.750000,2,4,3,1.0,22.0,123.442,2.0,123.848,0.405662,2.0,125.951,126.955,3.51279,126.955,127.717
24,24,1,10,2,4,3,1.0,23.0,127.914,3.0,128.534,0.620361,3.0,130.428,131.444,3.53025,131.444,141.445
25,25,3,0.750000,1,2,4,1.0,24.0,141.465,2.0,142.746,1.28107,3.0,143.995,145.003,3.53829,145.004,145.765
26,26,3,0.750000,1,2,4,1.0,25.0,145.768,3.0,146.216,0.447853,6.0,148.294,149.31,3.54184,149.31,150.068
27,27,3,0.750000,1,2,4,1.0,26.0,150.071,3.0,150.452,0.381366,7.0,152.595,153.603,3.5316,153.603,154.355
28,28,1,0.750000,1,2,4,1.0,27.0,154.358,3.0,154.722,0.364531,4.0,156.873,157.886,3.52778,157.886,158.642
29,29,3,0.750000,1,2,4,1.0,28.0,158.645,3.0,158.96,0.314935,6.0,161.157,162.171,3.52604,162.171,162.929
30,30,3,0.750000,1,2,4,1.0,29.0,162.932,2.0,163.363,0.431145,4.0,165.449,166.464,3.53234,166.464,167.216
31,31,1,0.750000,1,2,4,1.0,30.0,167.219,2.0,167.95,0.73147,7.0,169.745,170.759,3.54047,170.759,171.519
32,32,3,8,1,2,4,1.0,31.0,171.522,3.0,172.02,0.498206,7.0,174.043,175.049,3.5269,175.049,183.062
33,33,3,0.750000,2,4,5,1.0,32.0,183.286,3.0,184.464,1.17744,9.0,185.81,186.821,3.53455,186.821,187.583
34,34,1,0.750000,2,4,5,1.0,33.0,187.812,3.0,188.35,0.538261,4.0,190.328,191.336,3.52421,191.336,192.103
35,35,3,0.750000,2,4,5,1.0,34.0,192.297,2.0,192.72,0.423271,1.0,194.813,195.823,3.52576,195.823,196.59
36,36,3,0.750000,2,4,5,1.0,35.0,196.784,2.0,197.341,0.556772,2.0,199.29,200.307,3.52305,200.307,201.06
37,37,3,0.750000,2,4,5,1.0,36.0,201.256,3.0,201.745,0.488399,7.0,203.766,204.769,3.51327,204.77,205.531
38,38,3,0.750000,2,4,5,1.0,37.0,205.739,3.0,206.248,0.508753,6.0,208.261,209.267,3.52741,209.267,210.018
39,39,3,0.750000,2,4,5,1.0,38.0,210.213,3.0,210.685,0.471873,9.0,212.72,213.731,3.51795,213.731,214.488
40,40,2,8,2,4,5,1.0,39.0,214.683,2.0,215.189,0.505926,5.0,217.191,218.208,3.5251,218.208,226.214
41,41,3,0.750000,3,6,6,1.0,40.0,226.502,3.0,227.616,1.1135,6.0,229.009,230.012,3.50949,230.012,230.768
42,42,3,0.750000,3,6,6,1.0,41.0,230.957,3.0,231.585,0.628637,8.0,233.474,234.489,3.53238,234.489,235.255
43,43,3,0.750000,3,6,6,1.0,42.0,235.445,3.0,235.923,0.477739,6.0,237.949,238.958,3.51345,238.958,239.709
44,44,2,0.750000,3,6,6,1.0,43.0,239.897,2.0,240.326,0.428767,5.0,242.42,243.435,3.53717,243.435,244.196
45,45,3,0.750000,3,6,6,1.0,44.0,244.386,2.0,245.531,1.14507,1.0,246.906,247.92,3.53452,247.92,248.683
46,46,3,0.750000,3,6,6,1.0,45.0,248.872,2.0,249.351,0.478277,3.0,251.386,252.401,3.52853,252.401,253.153
47,47,3,0.750000,3,6,6,1.0,46.0,253.344,3.0,254.037,0.693568,7.0,255.874,257.879,4.53493,257.879,258.641
48,48,1,12,3,6,6,1.0,47.0,258.83,3.0,259.409,0.578191,2.0,261.337,262.345,3.51463,262.345,274.354
49,49,1,0.750000,3,5,7,1.0,48.0,274.612,2.0,275.556,0.94376,9.0,277.138,278.147,3.53492,278.147,278.907
50,50,1,0.750000,3,5,7,1.0,49.0,279.094,3.0,279.925,0.831196,3.0,281.609,282.62,3.52594,282.62,283.378
51,51,3,0.750000,3,5,7,1.0,50.0,283.564,3.0,284.029,0.465283,7.0,286.076,287.088,3.52484,287.089,287.849
52,52,1,0.750000,3,5,7,1.0,51.0,288.034,3.0,289.083,1.04924,1.0,290.547,291.555,3.52154,291.555,292.319
53,53,1,0.750000,3,5,7,1.0,52.0,292.501,2.0,292.936,0.435381,6.0,295.007,296.014,3.51361,296.014,296.773
54,54,1,0.750000,3,5,7,1.0,53.0,296.96,2.0,297.407,0.446413,6.0,299.48,300.484,3.52349,300.484,301.243
55,55,3,0.750000,3,5,7,1.0,54.0,301.425,2.0,301.793,0.368577,2.0,303.929,304.94,3.51465,304.94,305.696
56,56,1,8,3,5,7,1.0,55.0,305.879,2.0,306.581,0.701427,6.0,308.399,309.406,3.5266,309.406,317.406
57,57,1,0.750000,1,1,8,1.0,56.0,317.415,2.0,318.707,1.29272,8.0,319.929,320.944,3.52913,320.944,321.709
58,58,3,0.750000,1,1,8,1.0,57.0,321.712,3.0,322.227,0.514966,8.0,324.228,325.233,3.5207,325.233,325.996
59,59,3,0.750000,1,1,8,1.0,58.0,325.999,3.0,326.497,0.498052,6.0,328.506,329.522,3.52339,329.523,330.283
60,60,1,0.750000,1,1,8,1.0,59.0,330.286,2.0,330.701,0.414883,9.0,332.796,333.809,3.5234,333.809,334.57
61,61,1,0.750000,1,1,8,1.0,60.0,334.572,3.0,334.971,0.398297,3.0,337.1,338.117,3.54514,338.118,338.874
62,62,1,0.750000,1,1,8,1.0,61.0,338.876,3.0,339.375,0.49874,1.0,341.402,342.419,3.5432,342.42,343.177
63,63,1,0.750000,1,1,8,1.0,62.0,343.18,3.0,343.811,0.631509,2.0,345.685,346.693,3.51307,346.693,347.448
64,64,1,12,1,1,8,1.0,63.0,347.451,3.0,347.865,0.414069,4.0,349.956,350.963,3.51239,350.963,362.977
65,65,3,0.750000,3,6,9,1.0,64.0,363.196,2.0,363.928,0.732107,1.0,365.715,366.741,3.54505,366.741,367.497
66,66,3,0.750000,3,6,9,1.0,65.0,367.718,2.0,368.148,0.429845,3.0,370.232,371.247,3.52861,371.247,372.001
67,67,3,0.750000,3,6,9,1.0,66.0,372.185,2.0,372.585,0.400096,4.0,374.702,376.717,4.53206,376.717,377.472
68,68,2,0.750000,3,6,9,1.0,67.0,377.66,3.0,378.19,0.529034,5.0,380.175,381.191,3.53033,381.191,381.942
69,69,3,0.750000,3,6,9,1.0,68.0,382.13,3.0,382.727,0.596733,7.0,384.645,385.649,3.51905,385.649,386.413
70,70,1,0.750000,3,6,9,1.0,69.0,386.595,3.0,386.997,0.401485,1.0,389.108,390.12,3.52495,390.12,390.883
71,71,3,0.750000,3,6,9,1.0,70.0,391.065,2.0,391.467,0.401983,4.0,393.572,394.588,3.52309,394.588,395.353
72,72,3,10,3,6,9,1.0,71.0,395.537,2.0,395.987,0.450669,4.0,398.048,400.059,4.522,400.059,410.065
