TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,1,1,2,4,2,0,1.0,0.0,4.01526,2.0,4,5.24028,high,1.22502,1.77498,5.77606,10.7646,10.7794,12.7953,8.77999,12.7956,14.7649
2,2,0,3,8,2,5.000000e-01,0,1.0,1.0,14.9904,3.0,0,16.2993,low,1.30897,1.69103,16.8365,20.2456,20.2457,22.2606,7.2702,22.2609,30.2445
3,3,1,1,2,4,5.000000e-01,8,1.0,2.0,30.2665,2.0,4,31.5117,low,1.24518,1.75482,32.0487,35.5232,35.5234,37.5304,7.26384,37.5307,39.5246
4,4,0,2,2,4,3.500000e+00,2,1.0,3.0,39.7871,2.0,4,40.9859,high,1.19883,1.80117,41.5279,48.0349,48.0477,50.0427,10.2557,50.043,52.0393
5,5,1,3,2,0,3.500000e+00,8,1.0,4.0,52.2649,3.0,8,53.6466,high,1.38175,1.61825,54.1823,60.5241,60.5382,62.5412,10.2763,62.5415,64.5159
6,6,0,1,2,0,2,4,1.0,5.0,64.5296,3.0,4,65.8901,high,1.36046,1.63954,66.4322,71.2728,71.287,73.307,8.77738,73.3073,75.2924
7,7,0,2,4,4,5.000000e-01,8,1.0,6.0,75.5191,2.0,4,76.5155,low,0.996385,2.00362,77.0568,80.7752,80.7877,82.7791,7.26,82.7794,86.7642
8,8,1,3,4,0,2,4,1.0,7.0,86.9883,2.0,0,87.9748,low,0.986503,2.0135,88.508,93.7446,93.7447,95.7613,8.77306,95.7616,99.7505
9,9,1,1,4,2,5.000000e-01,0,1.0,8.0,99.7721,2.0,2,101.403,high,1.63052,1.36948,101.926,105.016,105.032,107.049,7.27688,107.049,111.025
10,10,0,3,6,4,3.500000e+00,0,1.0,9.0,111.228,2.0,4,112.428,high,1.20008,1.79992,112.95,119.49,119.503,121.498,10.2696,121.498,127.487
11,11,0,1,2,4,5.000000e-01,8,1.0,10.0,127.502,2.0,4,128.658,low,1.15623,1.84377,129.19,132.754,132.767,134.771,7.26918,134.772,136.757
12,12,0,1,2,2,5.000000e-01,8,1.0,11.0,136.767,2.0,2,137.766,low,0.999154,2.00085,138.294,142.025,142.025,144.043,7.27581,144.043,146.026
13,13,1,2,2,4,3.500000e+00,8,1.0,12.0,146.241,3.0,8,147.524,high,1.28321,1.71679,148.062,154.491,154.504,156.514,10.2733,156.514,158.493
14,14,1,1,4,8,2,0,1.0,13.0,158.516,2.0,8,160.234,high,1.71851,1.28149,160.75,165.277,165.291,167.309,8.79327,167.309,171.271
15,15,1,1,6,4,5.000000e-01,2,1.0,14.0,171.287,2.0,4,172.244,high,0.957332,2.04267,172.773,176.542,176.543,178.553,7.26578,178.553,184.534
16,16,1,3,2,4,2,8,1.0,15.0,184.776,3.0,8,185.972,high,1.19616,1.80384,186.502,191.525,191.541,193.544,8.76812,193.544,195.527
17,17,0,1,4,8,5.000000e-01,0,1.0,16.0,195.549,2.0,8,196.664,high,1.11541,1.88459,197.201,200.808,200.822,202.827,7.27794,202.827,206.805
18,18,0,2,2,4,5.000000e-01,0,1.0,17.0,207.021,2.0,4,208.54,high,1.51992,1.48008,209.072,212.278,212.29,214.281,7.26077,214.282,216.271
19,19,0,3,2,8,5.000000e-01,0,1.0,18.0,216.486,2.0,8,218.032,high,1.54625,1.45375,218.563,221.748,221.761,223.763,7.27695,223.763,225.725
