TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,0,2,2,8,3.500000e+00,2,1.0,0.0,4.28885,999.0,999.0,7.30457,999.0,0.0,0.0,7.32485,12.5286,999.0,999.0,994.711,14.5503,16.5501
2,2,1,3,2,8,5.000000e-01,0,1.0,1.0,16.7724,2.0,8,18.6791,high,1.90666,1.09334,19.2145,22.03,22.0488,24.0615,7.28907,24.0618,26.0195
3,3,1,1,2,8,2,2,1.0,2.0,26.0424,2.0,8,28.021,high,1.97856,1.02144,28.5593,32.7978,32.8179,34.8218,8.77943,34.8222,36.7958
4,4,0,1,4,2,2,8,1.0,3.0,36.8156,3.0,8,38.5289,high,1.7133,1.2867,39.0685,43.5731,43.591,45.6046,8.78901,45.605,49.5793
5,5,1,3,8,2,5.000000e-01,4,1.0,4.0,49.852,3.0,4,51.7516,high,1.89956,1.10044,52.2893,55.1064,55.1247,57.1379,7.28589,57.1383,65.1087
6,6,1,1,2,2,5.000000e-01,0,1.0,5.0,65.1335,2.0,2,67.0221,high,1.88863,1.11137,67.556,70.3963,70.4163,72.4291,7.29563,72.4295,74.3825
7,7,0,3,4,4,5.000000e-01,8,1.0,6.0,74.6265,3.0,8,76.2645,high,1.63802,1.36198,76.797,79.8791,79.8961,81.9105,7.284,81.9109,85.8685
8,8,0,1,4,0,3.500000e+00,8,1.0,7.0,85.8934,3.0,8,87.6052,high,1.71182,1.28818,88.1414,94.1532,94.1709,96.1739,10.2806,96.1743,100.149
9,9,1,2,4,2,5.000000e-01,0,1.0,8.0,100.385,2.0,2,102.044,high,1.65811,1.34189,102.59,105.639,105.657,107.665,7.27912,107.665,111.638
10,10,0,2,2,4,5.000000e-01,0,1.0,9.0,111.852,2.0,4,114.384,high,2.53134,0.468657,114.93,117.101,117.118,119.122,7.26938,119.122,121.111
11,11,1,2,2,2,5.000000e-01,4,1.0,10.0,121.337,3.0,4,122.993,high,1.65659,1.34341,123.535,126.576,126.593,128.607,7.27023,128.607,130.597
12,12,0,2,2,8,5.000000e-01,4,1.0,11.0,130.817,2.0,8,132.602,high,1.78521,1.21479,133.134,136.071,136.088,138.092,7.27479,138.092,140.076
13,13,1,2,2,2,5.000000e-01,8,1.0,12.0,140.307,3.0,8,141.96,high,1.65371,1.34629,142.505,145.546,145.564,147.577,7.2707,147.578,149.562
14,14,1,2,2,0,5.000000e-01,4,1.0,13.0,149.801,3.0,4,151.586,high,1.78463,1.21537,152.118,155.059,155.059,157.075,7.27355,157.075,159.049
15,15,1,3,2,2,5.000000e-01,0,1.0,14.0,159.289,2.0,2,161.411,high,2.1225,0.877497,161.952,164.544,164.562,166.566,7.27666,166.566,168.539
16,16,1,1,4,2,5.000000e-01,4,1.0,15.0,168.562,3.0,4,170.587,high,2.02541,0.974588,171.12,173.812,173.831,175.843,7.28118,175.843,179.826
17,17,0,2,6,8,5.000000e-01,0,1.0,16.0,180.064,2.0,8,181.813,high,1.74836,1.25164,182.346,185.322,185.339,187.354,7.28972,187.354,193.322
18,18,0,1,2,2,2,0,1.0,17.0,193.347,2.0,2,195.134,high,1.78697,1.21303,195.672,200.104,200.122,202.125,8.77772,202.125,204.109
19,19,0,3,8,4,5.000000e-01,0,1.0,18.0,204.332,2.0,4,206.158,high,1.82631,1.17369,206.694,209.588,209.605,211.62,7.28794,211.62,219.585
20,20,0,1,6,2,2,4,1.0,19.0,219.616,2.0,2,221.529,low,1.91288,1.08712,222.07,226.37,226.388,228.392,8.77628,228.393,234.372
21,21,1,3,4,4,5.000000e-01,0,1.0,20.0,234.638,2.0,4,236.483,high,1.8451,1.1549,237.015,239.893,239.913,241.927,7.28903,241.927,245.888
22,22,0,3,4,2,2,0,1.0,21.0,246.097,2.0,2,248.29,high,2.19357,0.806432,248.826,252.849,252.866,254.87,8.77386,254.871,258.845
23,23,0,1,2,8,5.000000e-01,4,1.0,22.0,258.875,3.0,4,261.029,low,2.15406,0.845944,261.573,264.138,264.156,266.159,7.28331,266.159,268.133
24,24,0,3,6,8,2,0,1.0,23.0,268.356,2.0,8,270.672,high,2.3154,0.684605,271.209,275.119,275.136,277.141,8.78438,277.141,283.106
25,25,1,3,6,8,2,4,1.0,24.0,283.374,2.0,8,285.176,high,1.80218,1.19782,285.718,290.123,290.142,292.154,8.78023,292.155,298.134
