TrialNumber,IsFairBlock,Trialn,Offer,Partner,ITI,Blockn,ran,order,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,1,9,2,0.750000,1,1.0,0.0,3.9978,999.0,999.0,999.0,6.9997,3.54948,7.54756,8.30236
2,1,2,7,2,0.750000,1,1.0,1.0,8.30577,999.0,999.0,999.0,11.3121,3.52062,11.8266,12.592
3,1,3,8,2,0.750000,1,1.0,2.0,12.5953,999.0,999.0,999.0,15.6085,3.52313,16.1186,16.8845
4,1,4,1,2,0.750000,1,1.0,3.0,16.8879,999.0,999.0,999.0,19.8883,3.52023,20.4083,21.1738
5,1,5,9,2,0.750000,1,1.0,4.0,21.1771,999.0,999.0,999.0,24.1846,3.52835,24.7057,25.4711
6,1,6,7,2,0.750000,1,1.0,5.0,25.4743,999.0,999.0,999.0,28.4812,3.53346,29.008,29.7634
7,1,7,6,2,0.750000,1,1.0,6.0,29.7667,2.0,2.5452,32.3119,33.293,3.52682,33.2936,34.0588
8,1,8,8,2,10,1,1.0,7.0,34.062,2.0,2.11317,36.1751,37.5764,3.51494,37.577,47.5823
9,1,9,8,1,0.750000,2,1.0,8.0,47.588,2.0,2.45891,50.0469,51.0983,3.51075,51.0989,51.864
10,1,10,9,1,0.750000,2,1.0,9.0,51.867,2.0,2.02707,53.8941,55.3855,3.51898,55.3861,56.1513
11,1,11,9,1,0.750000,2,1.0,10.0,56.1543,2.0,2.03615,58.1905,59.6582,3.50432,59.6588,60.4239
12,1,12,7,1,0.750000,2,1.0,11.0,60.4268,2.0,1.64386,62.0706,63.9391,3.51286,63.9398,64.7063
13,1,13,8,1,0.750000,2,1.0,12.0,64.7092,2.0,1.64113,66.3503,68.2323,3.52363,68.2329,68.9982
14,1,14,6,1,0.750000,2,1.0,13.0,69.001,2.0,1.57917,70.5802,72.519,3.51849,72.5196,73.2847
15,1,15,10,1,0.750000,2,1.0,14.0,73.2876,999.0,999.0,999.0,76.2918,3.51841,76.8062,77.5716
16,1,16,2,1,8,2,1.0,15.0,77.5745,3.0,1.56573,79.1402,81.0926,3.51863,81.0932,89.0998
17,0,17,2,2,0.750000,3,1.0,16.0,89.1044,2.0,2.40842,91.5129,92.6274,3.52342,92.628,93.3931
18,0,18,2,2,0.750000,3,1.0,17.0,93.3967,2.0,1.91317,95.3098,96.9135,3.51728,96.9141,97.6807
19,0,19,1,2,0.750000,3,1.0,18.0,97.684,2.0,1.52278,99.2068,101.197,3.51307,101.197,101.962
20,0,20,5,2,0.750000,3,1.0,19.0,101.966,2.0,1.45428,103.42,105.473,3.50742,105.473,106.238
21,0,21,10,2,0.750000,3,1.0,20.0,106.242,3.0,2.60696,108.849,109.753,3.51194,109.754,110.519
22,0,22,3,2,0.750000,3,1.0,21.0,110.522,2.0,1.89011,112.412,114.03,3.50837,114.031,114.796
23,0,23,1,2,0.750000,3,1.0,22.0,114.799,2.0,1.54318,116.342,118.317,3.51791,118.317,119.082
24,0,24,3,2,8,3,1.0,23.0,119.086,2.0,1.78645,120.872,122.603,3.51784,122.604,130.614
25,0,25,3,1,0.750000,4,1.0,24.0,130.618,2.0,2.64404,133.262,134.134,3.51635,134.135,134.9
26,0,26,7,1,0.750000,4,1.0,25.0,134.903,2.0,1.45694,136.36,138.404,3.50222,138.405,139.159
27,0,27,5,1,0.750000,4,1.0,26.0,139.161,2.0,1.14493,140.306,142.68,3.51886,142.68,143.446
28,0,28,4,1,0.750000,4,1.0,27.0,143.449,2.0,1.95319,145.402,146.967,3.519,146.968,147.733
29,0,29,3,1,0.750000,4,1.0,28.0,147.735,2.0,1.2139,148.949,151.255,3.5198,151.255,152.02
30,0,30,4,1,0.750000,4,1.0,29.0,152.023,2.0,1.20539,153.229,155.531,3.50811,155.532,156.297
31,0,31,1,1,0.750000,4,1.0,30.0,156.3,2.0,1.60891,157.908,159.802,3.50258,159.802,160.567
32,0,32,2,1,8,4,1.0,31.0,160.57,2.0,1.23502,161.805,164.089,3.51873,164.089,172.094
33,0,33,2,2,0.750000,5,1.0,32.0,172.099,2.0,1.66333,173.762,175.615,3.51713,175.616,176.381
34,0,34,2,2,0.750000,5,1.0,33.0,176.384,2.0,1.62393,178.008,179.904,3.5198,179.904,180.67
35,0,35,2,2,0.750000,5,1.0,34.0,180.673,2.0,1.43208,182.105,184.191,3.51889,184.192,184.957
36,0,36,3,2,0.750000,5,1.0,35.0,184.96,2.0,1.54127,186.501,188.474,3.51455,188.475,189.24
37,0,37,9,2,0.750000,5,1.0,36.0,189.243,2.0,1.72114,190.964,192.746,3.50321,192.747,193.494
38,0,38,5,2,0.750000,5,1.0,37.0,193.497,2.0,1.14743,194.645,197.011,3.51454,197.012,197.777
39,0,39,2,2,0.750000,5,1.0,38.0,197.78,2.0,1.02735,198.808,201.299,3.51903,201.3,202.065
40,0,40,4,2,10,5,1.0,39.0,202.068,2.0,1.01955,203.088,205.585,3.51752,205.586,215.592
41,1,41,7,1,0.750000,6,1.0,40.0,215.595,2.0,2.54675,218.142,219.123,3.52837,219.124,219.889
42,1,42,9,1,0.750000,6,1.0,41.0,219.892,3.0,2.38027,222.272,223.408,3.51614,223.408,224.173
43,1,43,8,1,0.750000,6,1.0,42.0,224.176,2.0,2.07597,226.252,227.691,3.51572,227.692,228.457
44,1,44,10,1,0.750000,6,1.0,43.0,228.46,3.0,1.73942,230.199,231.978,3.51839,231.978,232.744
45,1,45,10,1,0.750000,6,1.0,44.0,232.746,3.0,2.11534,234.862,236.265,3.5192,236.266,237.031
46,1,46,10,1,0.750000,6,1.0,45.0,237.034,3.0,1.27533,238.309,240.541,3.50755,240.541,241.307
47,1,47,6,1,0.750000,6,1.0,46.0,241.31,2.0,1.99483,243.305,244.83,3.52046,244.831,245.597
48,1,48,1,1,10,6,1.0,47.0,245.6,2.0,1.01831,246.619,249.118,3.51838,249.119,259.11
49,0,49,4,3,0.750000,7,1.0,48.0,259.115,2.0,2.57525,261.69,262.631,3.51697,262.632,263.397
50,0,50,2,3,0.750000,7,1.0,49.0,263.401,2.0,1.50291,264.904,266.918,3.51725,266.918,267.683
51,0,51,10,3,0.750000,7,1.0,50.0,267.687,3.0,1.26385,268.951,271.205,3.51868,271.206,271.971
52,0,52,1,3,0.750000,7,1.0,51.0,271.975,2.0,1.55542,273.53,275.493,3.51842,275.493,276.25
53,0,53,2,3,0.750000,7,1.0,52.0,276.254,2.0,1.08971,277.343,279.771,3.51788,279.772,280.537
54,0,54,3,3,0.750000,7,1.0,53.0,280.54,2.0,2.21521,282.756,284.059,3.51856,284.059,284.824
55,0,55,1,3,0.750000,7,1.0,54.0,284.828,2.0,1.32509,286.153,288.346,3.51858,288.346,289.112
56,0,56,6,3,12,7,1.0,55.0,289.115,2.0,1.28414,290.4,292.628,3.51272,292.628,304.638
57,0,57,6,1,0.750000,8,1.0,56.0,304.642,2.0,2.46092,307.103,308.159,3.51798,308.16,308.925
58,0,58,2,1,0.750000,8,1.0,57.0,308.928,2.0,1.42193,310.35,312.446,3.51855,312.446,313.201
59,0,59,4,1,0.750000,8,1.0,58.0,313.204,2.0,1.12575,314.33,316.722,3.51851,316.723,317.488
60,0,60,4,1,0.750000,8,1.0,59.0,317.491,2.0,1.01911,318.51,321.009,3.51873,321.009,321.775
61,0,61,10,1,0.750000,8,1.0,60.0,321.777,3.0,1.32869,323.106,325.296,3.51931,325.297,326.062
62,0,62,3,1,0.750000,8,1.0,61.0,326.065,2.0,1.03766,327.103,329.579,3.51439,329.58,330.334
63,0,63,2,1,0.750000,8,1.0,62.0,330.337,2.0,1.11203,331.449,333.855,3.51854,333.856,334.621
64,0,64,2,1,12,8,1.0,63.0,334.624,2.0,1.12172,335.745,338.148,3.52478,338.148,350.16
65,1,65,3,3,0.750000,9,1.0,64.0,350.165,2.0,2.58327,352.748,353.682,3.51753,353.683,354.448
66,1,66,8,3,0.750000,9,1.0,65.0,354.452,2.0,1.194,355.646,357.969,3.51805,357.97,358.735
67,1,67,8,3,0.750000,9,1.0,66.0,358.739,2.0,1.05374,359.792,362.256,3.5176,362.256,363.021
68,1,68,7,3,0.750000,9,1.0,67.0,363.025,2.0,1.56417,364.589,366.532,3.50756,366.533,367.288
69,1,69,6,3,0.750000,9,1.0,68.0,367.292,2.0,1.26067,368.553,370.805,3.51351,370.806,371.568
70,1,70,9,3,0.750000,9,1.0,69.0,371.572,2.0,1.75914,373.331,375.085,3.51267,375.085,375.839
71,1,71,9,3,0.750000,9,1.0,70.0,375.843,2.0,1.65187,377.495,379.356,3.51336,379.356,380.122
72,1,72,8,3,12,9,1.0,71.0,380.125,2.0,1.26605,381.391,383.643,3.51827,383.644,395.66
