TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,1,3,2,8,5.000000e-01,0,1.0,0.0,4.24856,2.0,8,6.90544,high,2.65688,0.343119,7.4377,9.50979,9.52418,11.529,7.28045,11.5294,13.4909
2,2,0,3,4,8,3.500000e+00,4,1.0,1.0,13.7152,2.0,8,14.8464,high,1.13119,1.86881,15.3853,21.9738,21.9876,23.9816,10.2664,23.9819,27.9635
3,3,0,3,2,8,5.000000e-01,0,1.0,2.0,28.1799,2.0,8,29.5409,high,1.36099,1.63901,30.0659,33.4371,33.4373,35.443,7.26314,35.4433,37.435
4,4,0,1,2,4,5.000000e-01,2,1.0,3.0,37.4559,2.0,4,38.7151,high,1.25929,1.74071,39.2505,42.7167,42.7304,44.7248,7.26898,44.7251,46.7169
5,5,0,2,2,2,3.500000e+00,0,1.0,4.0,46.9471,2.0,2,48.1895,high,1.24236,1.75764,48.7232,55.1844,55.1975,57.1902,10.2431,57.1905,59.1977
6,6,0,1,4,4,5.000000e-01,8,1.0,5.0,59.2203,3.0,8,60.7831,high,1.56283,1.43717,61.3129,64.4651,64.4795,66.4735,7.25319,66.4738,70.4727
7,7,0,3,6,0,3.500000e+00,2,1.0,6.0,70.7426,2.0,0,72.4935,low,1.75089,1.24911,73.0164,79.0026,79.0028,81.0089,10.2663,81.0092,86.9973
8,8,1,2,2,2,5.000000e-01,4,1.0,7.0,87.2205,3.0,4,89.4412,high,2.2207,0.779301,89.9631,92.4709,92.4841,94.4776,7.25718,94.4779,96.4702
9,9,1,1,2,8,5.000000e-01,4,1.0,8.0,96.4839,2.0,8,98.1138,high,1.62987,1.37013,98.6464,101.738,101.753,103.757,7.27318,103.757,105.735
10,10,1,2,2,0,5.000000e-01,2,1.0,9.0,105.978,3.0,2,108.139,high,2.16089,0.839105,108.682,111.24,111.254,113.246,7.26814,113.247,115.238
11,11,1,3,4,4,2,0,1.0,10.0,115.495,2.0,4,117.146,high,1.65174,1.34826,117.682,122.246,122.261,124.254,8.75951,124.254,128.253
12,12,1,1,2,4,5.000000e-01,0,1.0,11.0,128.262,2.0,4,129.59,high,1.3284,1.6716,130.131,133.522,133.536,135.541,7.27988,135.542,137.503
13,13,0,3,2,4,5.000000e-01,0,1.0,12.0,137.735,2.0,4,139.014,high,1.2789,1.7211,139.556,142.992,143.006,144.999,7.26387,145.0,146.99
14,14,0,1,2,4,3.500000e+00,0,1.0,13.0,146.998,2.0,4,148.822,high,1.82445,1.17555,149.343,155.254,155.269,157.273,10.2751,157.273,159.235
15,15,0,1,2,0,5.000000e-01,8,1.0,14.0,159.251,3.0,8,160.682,high,1.43153,1.56847,161.225,164.487,164.487,166.496,7.24502,166.496,168.504
16,16,0,1,6,0,5.000000e-01,2,1.0,15.0,168.514,3.0,2,170.14,high,1.62629,1.37371,170.665,173.772,173.772,175.778,7.26401,175.778,181.754
17,17,1,3,4,0,2,2,1.0,16.0,181.977,2.0,0,183.634,low,1.65711,1.34289,184.165,188.73,188.73,190.737,8.76033,190.738,194.735
18,18,0,2,8,0,5.000000e-01,8,1.0,17.0,194.953,2.0,0,196.328,low,1.37516,1.62484,196.865,200.201,200.201,202.198,7.24475,202.198,210.21
19,19,1,3,4,8,2,4,1.0,18.0,210.435,2.0,8,213.142,high,2.70712,0.292879,213.675,217.189,217.204,219.212,8.7772,219.212,223.193
