TrialNumber,Trialn,Feedback,ITI,Partner,BlockType,Blockn,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,3,0.750000,2,4,1,1.0,0.0,4.24959,2.0,5.89936,1.64977,3.0,6.76132,7.77667,3.52708,7.77692,8.53452
2,2,3,0.750000,2,4,1,1.0,1.0,8.7313,3.0,9.90284,1.17154,8.0,11.2548,12.2702,3.53889,12.2704,13.0215
3,3,3,0.750000,2,4,1,1.0,2.0,13.2182,3.0,13.806,0.587801,9.0,15.7263,16.7417,3.52356,16.7419,17.5087
4,4,3,0.750000,2,4,1,1.0,3.0,17.703,2.0,18.3431,0.640133,3.0,20.2284,21.2438,3.54079,21.2439,21.9956
5,5,1,0.750000,2,4,1,1.0,4.0,22.1906,3.0,22.6631,0.472489,4.0,24.6997,25.7152,3.52457,25.7154,26.4658
6,6,2,0.750000,2,4,1,1.0,5.0,26.6571,2.0,27.4005,0.743422,5.0,29.1702,30.1857,3.5286,30.1859,30.9362
7,7,3,0.750000,2,4,1,1.0,6.0,31.1245,3.0,32.0543,0.929784,8.0,33.6417,34.6572,3.53264,34.6573,35.4233
8,8,3,10,2,4,1,1.0,7.0,35.6139,2.0,36.3914,0.777519,3.0,38.13,39.1454,3.53153,39.1456,49.1512
9,9,1,0.750000,1,1,2,1.0,8.0,49.1596,2.0,50.486,1.32636,9.0,51.6788,52.6942,3.53456,52.6944,53.4547
10,10,2,0.750000,1,1,2,1.0,9.0,53.4575,3.0,54.4226,0.965156,5.0,55.9761,56.9915,3.534,56.9917,57.7582
11,11,1,0.750000,1,1,2,1.0,10.0,57.7608,2.0,58.7428,0.98195,9.0,60.2762,61.2916,3.53084,61.2918,62.045
12,12,2,0.750000,1,1,2,1.0,11.0,62.0478,3.0,62.796,0.748239,5.0,64.5617,65.5771,3.52934,65.5773,66.3321
13,13,1,0.750000,1,1,2,1.0,12.0,66.3347,2.0,67.133,0.798291,7.0,68.8554,69.8708,3.53606,69.8709,70.6356
14,14,1,0.750000,1,1,2,1.0,13.0,70.6383,3.0,71.5034,0.86518,3.0,73.1557,74.1711,3.53283,74.1713,74.9224
15,15,1,0.750000,1,1,2,1.0,14.0,74.925,2.0,75.7064,0.781375,6.0,77.4416,78.457,3.532,78.4572,79.2092
16,16,1,10,1,1,2,1.0,15.0,79.2118,3.0,79.9435,0.731627,4.0,81.7269,82.7423,3.53046,82.7425,92.7536
17,17,3,0.750000,3,6,3,1.0,16.0,92.9822,3.0,94.2219,1.2397,8.0,95.4875,96.5029,3.52072,96.5031,97.2574
18,18,3,0.750000,3,6,3,1.0,17.0,97.5132,3.0,98.2248,0.71166,9.0,100.025,101.04,3.5273,101.041,101.794
19,19,2,0.750000,3,6,3,1.0,18.0,101.981,2.0,102.829,0.848142,5.0,104.488,105.503,3.52209,105.503,106.265
20,20,3,0.750000,3,6,3,1.0,19.0,106.453,2.0,107.283,0.829207,2.0,108.974,109.99,3.53653,109.99,110.753
