TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,0,2,2,4,2,0,1.0,0.0,4.28699,2.0,4,6.02759,high,1.7406,1.2594,6.56393,11.0309,11.0474,13.0623,8.77536,13.0628,15.0313
2,2,1,3,2,8,3.500000e+00,2,1.0,1.0,15.265,2.0,8,17.0351,high,1.77007,1.22993,17.5802,23.501,23.5196,25.5324,10.2674,25.5328,27.5014
3,3,1,2,2,0,5.000000e-01,8,1.0,2.0,27.7393,2.0,0,29.708,low,1.96865,1.03135,30.2531,32.9863,32.9865,34.9866,7.24724,34.9869,36.9868
4,4,1,1,2,8,5.000000e-01,2,1.0,3.0,37.017,2.0,8,38.4177,high,1.40062,1.59938,38.9572,42.253,42.2725,44.2844,7.26741,44.2848,46.2534
5,5,1,2,2,4,2,8,1.0,4.0,46.4939,3.0,8,48.376,high,1.88216,1.11784,48.9113,53.2385,53.2564,55.27,8.77612,55.2703,57.2389
6,6,0,2,4,8,3.500000e+00,0,1.0,5.0,57.4632,2.0,8,59.3669,high,1.90371,1.09629,59.9146,65.7085,65.7248,67.7244,10.2612,67.7248,71.7092
7,7,1,3,2,8,3.500000e+00,0,1.0,6.0,71.9669,3.0,0,73.6053,low,1.63839,1.36161,74.1482,80.2102,80.2103,82.2104,10.2435,82.2107,84.2106
8,8,1,3,2,4,5.000000e-01,2,1.0,7.0,84.4451,2.0,4,86.195,high,1.74985,1.25015,86.7283,89.6799,89.6988,91.7114,7.26626,91.7117,93.6804
9,9,0,3,8,0,5.000000e-01,4,1.0,8.0,93.9035,3.0,4,95.5872,high,1.68376,1.31624,96.1199,99.1497,99.1669,101.181,7.27765,101.181,109.151
10,10,0,1,2,4,5.000000e-01,8,1.0,9.0,109.182,3.0,8,110.558,high,1.37642,1.62358,111.09,114.417,114.435,116.448,7.26653,116.449,118.417
