TrialNumber,IsFairBlock,Trialn,Offer,Partner,ITI,Blockn,ran,order,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,0,1,5,3,0.750000,1,1.0,0.0,4.01336,3.0,1.3687,5.38206,7.52588,3.51315,7.52673,8.29158
2,0,2,4,3,0.750000,1,1.0,1.0,8.29506,3.0,1.01679,9.31185,11.8232,3.52859,11.8238,12.5733
3,0,3,3,3,0.750000,1,1.0,2.0,12.5765,3.0,1.36522,13.9417,16.0893,3.51322,16.0899,16.8394
4,0,4,2,3,0.750000,1,1.0,3.0,16.8426,3.0,1.32899,18.1716,20.371,3.52888,20.3716,21.1211
5,0,5,2,3,0.750000,1,1.0,4.0,21.1243,3.0,1.32703,22.4514,24.6371,3.5132,24.6377,25.3872
6,0,6,4,3,0.750000,1,1.0,5.0,25.3905,3.0,1.34071,26.7312,28.9031,3.51315,28.9038,29.6532
7,0,7,1,3,0.750000,1,1.0,6.0,29.6564,3.0,1.37126,31.0277,33.1692,3.51327,33.1698,33.9193
8,0,8,10,3,8,1,1.0,7.0,33.9226,3.0,1.56805,35.4907,37.4353,3.51318,37.4359,45.4362
9,0,9,1,2,0.750000,2,1.0,8.0,45.4405,3.0,1.34086,46.7813,48.9522,3.51215,48.9528,49.7022
10,0,10,2,2,0.750000,2,1.0,9.0,49.7058,3.0,1.35533,51.0612,53.2183,3.51287,53.2189,53.9683
11,0,11,1,2,0.750000,2,1.0,10.0,53.9719,3.0,1.38568,55.3576,57.4843,3.51286,57.4849,58.2344
12,0,12,6,2,0.750000,2,1.0,11.0,58.2379,3.0,1.58266,59.8206,61.7504,3.51291,61.751,62.5005
13,0,13,7,2,0.750000,2,1.0,12.0,62.504,3.0,1.38009,63.8841,66.0165,3.51294,66.0171,66.7666
14,0,14,4,2,0.750000,2,1.0,13.0,66.7701,3.0,1.34387,68.114,70.2982,3.52855,70.2988,71.0483
15,0,15,1,2,0.750000,2,1.0,14.0,71.0519,3.0,1.37487,72.4268,74.5799,3.5285,74.5805,75.3298
16,0,16,2,2,10,2,1.0,15.0,75.3334,3.0,1.34005,76.6734,78.846,3.51307,78.8466,88.847
17,1,17,4,2,0.750000,3,1.0,16.0,88.8506,3.0,1.9113,90.7619,92.3631,3.51294,92.3637,93.1132
18,1,18,9,2,0.750000,3,1.0,17.0,93.1169,3.0,1.42515,94.5421,96.6291,3.51267,96.6297,97.3792
19,1,19,9,2,0.750000,3,1.0,18.0,97.3828,3.0,1.35595,98.7387,100.895,3.51294,100.896,101.645
20,1,20,7,2,0.750000,3,1.0,19.0,101.649,3.0,1.38634,103.035,105.161,3.51295,105.162,105.911
21,1,21,5,2,0.750000,3,1.0,20.0,105.915,3.0,1.3668,107.282,109.427,3.51291,109.428,110.177
22,1,22,8,2,0.750000,3,1.0,21.0,110.181,3.0,1.36377,111.545,113.693,3.51283,113.694,114.444
23,1,23,7,2,0.750000,3,1.0,22.0,114.447,3.0,1.3774,115.825,117.975,3.52835,117.976,118.725
24,1,24,7,2,10,3,1.0,23.0,118.729,3.0,1.39228,120.121,122.257,3.52852,122.257,132.258
25,0,25,2,1,0.750000,4,1.0,24.0,132.261,3.0,1.41545,133.677,135.774,3.51313,135.775,136.524
26,0,26,1,1,0.750000,4,1.0,25.0,136.527,3.0,1.41289,137.94,140.04,3.51355,140.041,140.79
27,0,27,5,1,0.750000,4,1.0,26.0,140.793,3.0,1.3767,142.17,144.322,3.52926,144.322,145.072
28,0,28,9,1,0.750000,4,1.0,27.0,145.075,3.0,1.34157,146.416,148.588,3.51367,148.588,149.338
29,0,29,3,1,0.750000,4,1.0,28.0,149.341,3.0,1.42194,150.763,152.87,3.52932,152.87,153.62
30,0,30,2,1,0.750000,4,1.0,29.0,153.622,3.0,1.41998,155.042,157.136,3.51366,157.136,157.886
31,0,31,3,1,0.750000,4,1.0,30.0,157.889,3.0,1.33382,159.222,161.402,3.51362,161.402,162.152
32,0,32,4,1,12,4,1.0,31.0,162.155,3.0,1.49742,163.652,165.668,3.51366,165.668,177.669
33,1,33,8,1,0.750000,5,1.0,32.0,177.672,3.0,1.3342,179.006,181.185,3.51361,181.186,181.935
34,1,34,3,1,0.750000,5,1.0,33.0,181.938,3.0,1.34803,183.286,185.451,3.51367,185.452,186.201
35,1,35,7,1,0.750000,5,1.0,34.0,186.204,3.0,1.71144,187.915,189.717,3.51365,189.718,190.467
36,1,36,10,1,0.750000,5,1.0,35.0,190.47,3.0,1.35872,191.829,193.983,3.51364,193.984,194.733
37,1,37,10,1,0.750000,5,1.0,36.0,194.736,3.0,1.38922,196.125,198.249,3.51368,198.25,198.999
38,1,38,7,1,0.750000,5,1.0,37.0,199.002,3.0,1.50281,200.505,202.515,3.51363,202.516,203.281
39,1,39,5,1,0.750000,5,1.0,38.0,203.284,3.0,1.86723,205.151,206.797,3.5136,206.798,207.547
40,1,40,7,1,10,5,1.0,39.0,207.55,3.0,1.51469,209.065,211.063,3.51362,211.064,221.064
41,1,41,9,2,0.750000,6,1.0,40.0,221.069,3.0,1.38458,222.454,224.58,3.51161,224.581,225.33
