Row,smith09_01,smith09_02,smith09_03,smith09_04,smith09_05,smith09_06,smith09_07,smith09_08,smith09_09,smith09_10
melodic_IC,27,31,31,48,50,13,43,16,19,26
corr with Smith09,0.68,0.46,0.47,0.7,0.41,0.38,0.38,0.45,0.52,0.54
mean corr (other),0.00725663716814159,-0.000442477876106195,0.00584070796460177,0.00469026548672566,0.00460176991150443,0.0129203539823009,0.00256637168141593,0.0107964601769911,0.00831858407079646,0.00442477876106195
std corr (other),0.0520344629550355,0.0535088340592162,0.0631286337527933,0.0498402948795338,0.0574150832321414,0.0724899182144022,0.072835170579363,0.0650431394334389,0.0576767880840424,0.0602811575200704
min corr (other),-0.11,-0.13,-0.14,-0.18,-0.12,-0.09,-0.18,-0.09,-0.1,-0.15
max corr (other),0.33,0.44,0.26,0.18,0.28,0.37,0.35,0.32,0.28,0.29
