TrialNumber,Trialn,Feedback,ITI,Partner,BlockType,Blockn,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,0.750000,3,5,1,1.0,0.0,4.25695,0.0,999.0,999.0,999.0,6.76684,7.79209,3.53514,7.7924,8.55111
2,2,2,0.750000,3,5,1,1.0,1.0,8.75521,2.0,9.56909,0.813878,5.0,11.284,12.2994,3.54418,12.2996,13.0549
3,3,1,0.750000,3,5,1,1.0,2.0,13.2534,3.0,15.4906,2.23716,4.0,15.7636,16.779,3.52557,16.7792,17.5419
4,4,1,0.750000,3,5,1,1.0,3.0,17.7358,0.0,999.0,999.0,999.0,20.2446,21.2627,3.52686,21.2629,22.029
5,5,1,0.750000,3,5,1,1.0,4.0,22.2268,2.0,23.197,0.970139,8.0,24.7501,25.7654,3.53861,25.7656,26.516
6,6,2,0.750000,3,5,1,1.0,5.0,26.7136,0.0,999.0,999.0,999.0,29.2186,30.237,3.52348,30.2372,31.0029
7,7,1,0.750000,3,5,1,1.0,6.0,31.1968,3.0,33.5555,2.35866,3.0,33.7134,34.7237,3.52686,34.7239,35.49
8,8,1,8,3,5,1,1.0,7.0,35.6873,3.0,38.0758,2.38853,2.0,38.2041,39.2109,3.52359,39.2111,47.2165
9,9,3,0.750000,3,6,2,1.0,8.0,47.4575,2.0,48.1341,0.676588,1.0,49.9619,50.9773,3.51978,50.9774,51.7367
10,10,3,0.750000,3,6,2,1.0,9.0,51.933,3.0,53.6386,1.70558,8.0,54.4634,55.4787,3.54577,55.4789,56.2404
11,11,3,0.750000,3,6,2,1.0,10.0,56.4367,2.0,57.692,1.25525,3.0,58.9468,59.9622,3.52552,59.9624,60.7275
12,12,1,0.750000,3,6,2,1.0,11.0,60.9225,0.0,999.0,999.0,999.0,63.4299,64.4494,3.52693,64.4496,65.2144
13,13,2,0.750000,3,6,2,1.0,12.0,65.4113,0.0,999.0,999.0,999.0,67.917,68.9361,3.52485,68.9363,69.7014
14,14,3,0.750000,3,6,2,1.0,13.0,69.8984,2.0,70.7193,0.820924,4.0,72.4105,73.4259,3.5275,73.4261,74.1896
15,15,3,0.750000,3,6,2,1.0,14.0,74.3858,3.0,76.8245,2.43866,7.0,76.9025,77.9103,3.52451,77.9106,78.6756
16,16,3,8,3,6,2,1.0,15.0,78.8714,0.0,999.0,999.0,999.0,81.3782,82.3975,3.52613,82.3977,90.4019
17,17,1,0.750000,3,5,3,1.0,16.0,90.6409,3.0,91.6866,1.0457,3.0,93.1645,94.18,3.53904,94.1801,94.9389
18,18,1,0.750000,3,5,3,1.0,17.0,95.1355,2.0,96.5406,1.40509,8.0,97.6499,98.6653,3.52979,98.6655,99.426
19,19,2,0.750000,3,5,3,1.0,18.0,99.6289,3.0,100.861,1.23204,5.0,102.149,103.164,3.53559,103.165,103.93
20,20,1,0.750000,3,5,3,1.0,19.0,104.126,0.0,999.0,999.0,999.0,106.633,107.652,3.52608,107.652,108.417
21,21,1,0.750000,3,5,3,1.0,20.0,108.613,3.0,110.569,1.95657,3.0,111.124,112.14,3.52716,112.14,112.904
22,22,2,0.750000,3,5,3,1.0,21.0,113.1,2.0,114.672,1.57264,5.0,115.61,116.625,3.52589,116.626,117.391
23,23,1,0.750000,3,5,3,1.0,22.0,117.589,2.0,119.81,2.22146,7.0,120.097,121.113,3.5241,121.113,121.878
24,24,1,12,3,5,3,1.0,23.0,122.074,0.0,999.0,999.0,999.0,124.58,125.6,3.52626,125.6,137.607
25,25,3,0.750000,2,4,4,1.0,24.0,137.86,3.0,140.16,2.29993,8.0,140.377,141.391,3.53094,141.391,142.144
26,26,3,0.750000,2,4,4,1.0,25.0,142.348,3.0,143.73,1.38128,9.0,144.864,145.88,3.53114,145.88,146.631
27,27,3,0.750000,2,4,4,1.0,26.0,146.836,0.0,999.0,999.0,999.0,149.351,150.366,3.5298,150.366,151.118
28,28,3,0.750000,2,4,4,1.0,27.0,151.322,2.0,152.37,1.04795,4.0,153.837,154.853,3.53082,154.853,155.606
29,29,1,0.750000,2,4,4,1.0,28.0,155.808,0.0,999.0,999.0,999.0,158.325,159.34,3.53183,159.34,160.093
30,30,1,0.750000,2,4,4,1.0,29.0,160.296,2.0,161.094,0.7978,8.0,162.811,163.827,3.53055,163.827,164.58
31,31,3,0.750000,2,4,4,1.0,30.0,164.784,2.0,166.782,1.99778,3.0,167.298,168.314,3.52974,168.314,169.066
32,32,3,12,2,4,4,1.0,31.0,169.269,2.0,171.369,2.10008,3.0,171.785,172.801,3.53198,172.801,184.813
33,33,3,0.750000,1,1,5,1.0,32.0,184.833,0.0,999.0,999.0,999.0,187.349,188.366,3.53359,188.367,189.133
34,34,1,0.750000,1,1,5,1.0,33.0,189.136,0.0,999.0,999.0,999.0,191.652,192.669,3.53301,192.669,193.42
