TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,1,3,2,0,5.000000e-01,2,1.0,0.0,4.26908,3.0,2,6.00474,high,1.73566,1.26434,6.53923,9.52532,9.54227,11.5564,7.28733,11.5568,13.525
2,2,0,3,2,4,2,2,1.0,1.0,13.7339,2.0,4,15.6957,high,1.96175,1.03825,16.2257,20.4933,20.5065,22.5088,8.77484,22.5091,24.493
3,3,0,2,6,2,2,4,1.0,2.0,24.7639,2.0,2,26.4048,low,1.64087,1.35913,26.9441,31.5237,31.5365,33.5392,8.77535,33.5395,39.5232
4,4,1,2,2,2,5.000000e-01,4,1.0,3.0,39.7619,2.0,2,41.5338,low,1.77187,1.22813,42.0676,45.0228,45.0363,47.0383,7.27638,47.0386,49.0225
5,5,1,1,6,4,2,2,1.0,4.0,49.0539,3.0,2,51.0916,low,2.03765,0.962346,51.6301,55.8033,55.8181,57.8344,8.78047,57.8346,63.8027
6,6,1,3,2,4,2,2,1.0,5.0,63.9988,3.0,2,65.9207,low,1.92187,1.07813,66.4567,70.7553,70.7693,72.7864,8.78764,72.7867,74.7551
7,7,0,1,6,2,3.500000e+00,4,1.0,6.0,74.7764,2.0,2,76.3291,low,1.55269,1.44731,76.8622,83.0357,83.0492,85.0512,10.2748,85.0515,91.0352
8,8,0,3,2,8,5.000000e-01,4,1.0,7.0,91.2781,2.0,8,93.3597,high,2.08157,0.918432,93.893,96.5348,96.5475,98.5503,7.27215,98.5505,100.534
9,9,0,3,8,0,2,2,1.0,8.0,100.778,2.0,0,102.467,low,1.68924,1.31076,103.001,107.534,107.534,109.549,8.77149,109.55,117.533
10,10,0,1,8,8,3.500000e+00,2,1.0,9.0,117.549,3.0,2,119.449,low,1.89995,1.10005,119.985,125.798,125.813,127.829,10.2808,127.83,135.798
11,11,0,1,2,8,5.000000e-01,4,1.0,10.0,135.808,3.0,4,137.696,low,1.88827,1.11173,138.233,141.063,141.063,143.078,7.27042,143.079,145.063
12,12,1,1,2,4,5.000000e-01,0,1.0,11.0,145.078,3.0,0,146.904,low,1.82553,1.17447,147.493,150.328,150.328,152.343,7.26533,152.344,154.328
13,13,0,3,2,0,5.000000e-01,8,1.0,12.0,154.577,2.0,0,156.278,low,1.70088,1.29912,156.81,159.827,159.827,161.843,7.26557,161.843,163.827
14,14,0,1,4,0,3.500000e+00,8,1.0,13.0,163.836,2.0,0,165.386,low,1.55003,1.44997,165.919,172.092,172.092,174.107,10.2717,174.108,178.091
15,15,1,3,4,0,2,8,1.0,14.0,178.365,2.0,0,180.081,low,1.71594,1.28406,180.616,185.118,185.118,187.134,8.76849,187.134,191.118
16,16,0,1,2,4,5.000000e-01,0,1.0,15.0,191.139,2.0,4,192.908,high,1.76912,1.23088,193.443,196.398,196.399,198.414,7.27479,198.414,200.398
17,17,0,1,2,2,5.000000e-01,0,1.0,16.0,200.407,3.0,0,201.932,low,1.52504,1.47496,202.474,205.663,205.664,207.679,7.27155,207.679,209.663
18,18,0,3,2,0,5.000000e-01,4,1.0,17.0,209.911,2.0,0,212.007,low,2.09581,0.904186,212.536,215.163,215.163,217.178,7.26677,217.179,219.163
19,19,1,1,4,8,5.000000e-01,0,1.0,18.0,219.186,3.0,0,221.449,low,2.26219,0.737809,221.988,224.443,224.444,226.459,7.27245,226.459,230.443
20,20,1,1,6,8,2,2,1.0,19.0,230.452,3.0,2,233.075,low,2.62256,0.377439,233.613,237.208,237.223,239.239,8.78709,239.239,245.208
21,21,0,2,2,4,3.500000e+00,8,1.0,20.0,245.494,2.0,4,247.804,low,2.3097,0.690305,248.346,253.754,253.766,255.769,10.2754,255.77,257.754
22,22,0,3,4,8,5.000000e-01,2,1.0,21.0,258.003,2.0,8,260.814,high,2.81109,0.188912,261.345,263.253,263.266,265.269,7.26549,265.269,269.253
23,23,1,3,2,8,5.000000e-01,2,1.0,22.0,269.491,3.0,2,271.723,low,2.23231,0.76769,272.251,274.752,274.766,276.768,7.27694,276.768,278.752
24,24,1,1,4,0,2,2,1.0,23.0,278.766,2.0,0,280.68,low,1.91417,1.08583,281.219,285.517,285.517,287.533,8.7664,287.533,291.517
25,25,0,2,2,0,5.000000e-01,2,1.0,24.0,291.791,999.0,999,294.792,999,0.0,0.0,294.806,297.032,999.0,999.0,707.209,299.063,301.047
26,26,1,2,2,8,2,2,1.0,25.0,301.329,3.0,2,303.733,low,2.4042,0.595805,304.264,308.078,308.091,310.094,8.76487,310.094,312.078
27,27,1,3,6,4,5.000000e-01,0,1.0,26.0,312.324,3.0,0,314.008,low,1.68401,1.31599,314.544,317.577,317.578,319.593,7.26917,319.593,325.577
28,28,1,1,8,4,2,8,1.0,27.0,325.591,2.0,4,327.185,low,1.59426,1.40574,327.715,332.342,332.356,334.373,8.78189,334.373,342.341
29,29,0,2,4,0,3.500000e+00,4,1.0,28.0,342.59,3.0,4,344.783,high,2.19295,0.807052,345.323,350.841,350.853,352.856,10.2658,352.856,356.84
30,30,1,2,2,0,5.000000e-01,2,1.0,29.0,357.086,2.0,0,359.062,low,1.97587,1.02413,359.604,362.34,362.34,364.355,7.26951,364.356,366.34
31,31,1,3,2,4,5.000000e-01,8,1.0,30.0,366.617,2.0,4,368.386,low,1.76945,1.23055,368.915,371.87,371.885,373.886,7.26912,373.886,375.87
32,32,0,2,4,8,5.000000e-01,0,1.0,31.0,376.126,2.0,8,378.311,high,2.1848,0.815199,378.852,381.385,381.399,383.401,7.2747,383.401,387.385
33,33,1,2,4,4,3.500000e+00,8,1.0,32.0,387.644,2.0,4,389.487,low,1.84283,1.15717,390.023,395.9,395.913,397.915,10.2714,397.916,401.9
34,34,1,2,4,4,5.000000e-01,0,1.0,33.0,402.147,2.0,4,404.016,high,1.8689,1.1311,404.554,407.399,407.399,409.415,7.2678,409.415,413.399
35,35,0,2,2,2,5.000000e-01,8,1.0,34.0,413.652,2.0,2,415.342,low,1.6891,1.3109,415.881,418.914,418.926,420.929,7.27694,420.93,422.914
36,36,1,2,4,0,5.000000e-01,8,1.0,35.0,423.16,2.0,0,425.216,low,2.05618,0.94382,425.755,428.413,428.413,430.429,7.26861,430.429,434.413
