TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,1,3,2,8,5.000000e-01,0,1.0,0.0,4.28495,3.0,0,7.05132,low,2.76637,0.233634,7.59655,9.54772,9.54796,11.5636,7.27863,11.5641,13.5482
2,2,0,2,8,2,5.000000e-01,0,1.0,1.0,13.8171,2.0,2,16.1939,high,2.37683,0.62317,16.7373,19.08,19.0958,21.1115,7.29439,21.112,29.0811
3,3,0,1,6,0,5.000000e-01,8,1.0,2.0,29.1128,2.0,0,31.4481,low,2.33525,0.664754,31.9895,34.3629,34.3631,36.3787,7.26591,36.3791,42.3637
4,4,1,3,2,0,2,4,1.0,3.0,42.6406,3.0,4,44.787,high,2.14642,0.85358,45.3189,49.3956,49.4147,51.427,8.78647,51.4274,53.3961
5,5,0,1,2,2,3.500000e+00,0,1.0,4.0,53.4287,3.0,0,56.3609,low,2.93217,0.0678275,56.8979,61.6783,61.6785,63.6941,10.2655,63.6945,65.6787
6,6,0,3,8,4,5.000000e-01,8,1.0,5.0,65.9211,999.0,999,68.9336,999,0.0,0.0,68.9527,71.1637,999.0,999.0,933.079,73.1955,81.1804
7,7,0,3,4,4,5.000000e-01,0,1.0,6.0,81.4012,2.0,4,83.7217,high,2.32054,0.679455,84.2608,86.6652,86.6829,88.6966,7.29543,88.697,92.6659
8,8,0,1,2,8,5.000000e-01,2,1.0,7.0,92.6967,999.0,999,95.7115,999,0.0,0.0,95.7308,97.9478,999.0,999.0,906.303,99.9796,101.948
9,9,0,2,2,0,5.000000e-01,8,1.0,8.0,102.181,2.0,0,104.555,low,2.37386,0.626136,105.093,107.418,107.418,109.433,7.25268,109.434,111.434
10,10,0,1,4,2,3.500000e+00,4,1.0,9.0,111.466,2.0,2,113.547,low,2.08158,0.918417,114.092,119.716,119.734,121.747,10.2816,121.748,125.716
11,11,0,2,2,2,5.000000e-01,4,1.0,10.0,125.939,2.0,2,128.185,low,2.24671,0.753293,128.718,131.201,131.218,133.233,7.29419,133.233,135.202
12,12,1,2,4,2,3.500000e+00,4,1.0,11.0,135.42,3.0,4,137.611,high,2.19077,0.809233,138.157,143.671,143.689,145.703,10.2829,145.703,149.672
13,13,1,3,4,8,5.000000e-01,4,1.0,12.0,149.946,2.0,8,152.215,high,2.26923,0.730775,152.752,155.204,155.223,157.235,7.2892,157.236,161.204
14,14,1,1,2,0,2,4,1.0,13.0,161.227,3.0,4,163.922,high,2.695,0.305002,164.456,167.986,168.006,170.018,8.79044,170.018,171.987
15,15,0,2,4,8,5.000000e-01,4,1.0,14.0,172.214,2.0,8,175.047,high,2.83308,0.166921,175.582,177.472,177.489,179.503,7.28985,179.504,183.472
16,16,0,2,2,4,2,0,1.0,15.0,183.702,999.0,999,186.703,999,0.0,0.0,186.723,190.458,999.0,999.0,815.298,192.489,194.458
17,17,1,2,2,0,5.000000e-01,2,1.0,16.0,194.686,3.0,2,197.628,high,2.94207,0.057933,198.163,199.943,199.96,201.974,7.28834,201.975,203.943
18,18,1,1,2,4,5.000000e-01,8,1.0,17.0,203.975,3.0,8,206.105,high,2.12973,0.870274,206.648,209.225,209.245,211.257,7.28174,211.257,213.226
19,19,0,2,6,2,5.000000e-01,8,1.0,18.0,213.461,3.0,8,215.547,high,2.08575,0.914253,216.087,218.711,218.727,220.742,7.28111,220.742,226.712
20,20,1,2,2,4,2,0,1.0,19.0,226.982,2.0,4,229.502,high,2.51938,0.480618,230.042,233.743,233.761,235.775,8.7925,235.775,237.744
21,21,1,2,6,8,2,2,1.0,20.0,237.975,2.0,8,240.226,high,2.25095,0.749046,240.762,244.729,244.729,246.745,8.76947,246.745,252.73
22,22,1,1,4,2,2,4,1.0,21.0,252.762,3.0,4,255.464,high,2.7019,0.298101,255.999,259.512,259.531,261.543,8.78135,261.544,265.513
23,23,0,1,6,4,2,8,1.0,22.0,265.532,3.0,8,267.987,high,2.45502,0.544976,268.53,272.294,272.312,274.326,8.79379,274.326,280.295
24,24,0,1,4,0,2,4,1.0,23.0,280.315,2.0,0,282.975,low,2.6591,0.3409,283.516,287.077,287.077,289.093,8.77765,289.093,293.078
25,25,1,2,2,0,3.500000e+00,8,1.0,24.0,293.329,2.0,0,295.881,low,2.55133,0.448674,296.424,301.579,301.579,303.595,10.2654,303.595,305.579
26,26,0,3,2,4,2,2,1.0,25.0,305.846,2.0,4,308.137,high,2.29166,0.708336,308.675,312.596,312.613,314.627,8.7814,314.628,316.596
27,27,1,1,8,2,5.000000e-01,8,1.0,26.0,316.627,2.0,2,319.028,low,2.40152,0.59848,319.567,321.878,321.897,323.909,7.28256,323.91,331.879
28,28,0,3,2,0,2,2,1.0,27.0,332.143,3.0,2,334.849,high,2.70613,0.293868,335.381,338.895,338.913,340.927,8.78426,340.927,342.896
29,29,1,3,2,2,5.000000e-01,0,1.0,28.0,343.12,2.0,2,345.49,high,2.36971,0.630294,346.023,348.381,348.4,350.412,7.29197,350.413,352.381
30,30,1,1,6,2,5.000000e-01,0,1.0,29.0,352.396,2.0,2,354.816,high,2.42002,0.57998,355.353,357.647,357.666,359.679,7.28325,359.679,365.648
31,31,1,1,2,8,3.500000e+00,0,1.0,30.0,365.66,2.0,8,368.354,high,2.6947,0.305302,368.9,373.915,373.915,375.93,10.2707,375.931,377.915
32,32,1,2,2,4,5.000000e-01,8,1.0,31.0,378.176,3.0,8,380.478,high,2.3013,0.698704,381.011,383.431,383.449,385.463,7.28628,385.463,387.432
33,33,1,3,4,8,5.000000e-01,2,1.0,32.0,387.703,2.0,8,389.97,high,2.2671,0.732903,390.512,392.963,392.982,394.995,7.29189,394.995,398.964
34,34,1,3,4,4,3.500000e+00,2,1.0,33.0,399.229,2.0,4,401.477,high,2.24854,0.751461,402.013,407.481,407.481,409.497,10.2679,409.497,413.481
