TrialNumber,IsFairBlock,Trialn,Offer,Partner,ITI,Blockn,ran,order,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,0,1,10,2,0.750000,1,1.0,0.0,4.01588,3.0,2.07999,6.09586,7.5364,3.52127,7.53733,8.30186
2,0,2,5,2,0.750000,1,1.0,1.0,8.30565,2.0,1.72001,10.0257,11.8215,3.51629,11.8221,12.5869
3,0,3,2,2,0.750000,1,1.0,2.0,12.5905,3.0,2.44752,15.038,16.1177,3.52762,16.1183,16.8847
4,0,4,1,2,0.750000,1,1.0,3.0,16.8883,2.0,2.03036,18.9187,20.4003,3.51248,20.4009,21.1658
5,0,5,4,2,0.750000,1,1.0,4.0,21.1703,3.0,1.37884,22.5491,24.6852,3.51539,24.6858,25.4425
6,0,6,3,2,0.750000,1,1.0,5.0,25.4461,3.0,2.58107,28.0272,28.9623,3.51661,28.9629,29.7167
7,0,7,3,2,0.750000,1,1.0,6.0,29.7206,3.0,2.38746,32.1081,33.2407,3.52056,33.2413,34.0061
8,0,8,1,2,8,1,1.0,7.0,34.0096,2.0,1.37834,35.388,37.5224,3.51318,37.523,45.5307
9,1,9,7,2,0.750000,2,1.0,8.0,45.5342,3.0,1.67756,47.2118,49.0447,3.51098,49.0453,49.7992
10,1,10,9,2,0.750000,2,1.0,9.0,49.8029,3.0,1.42255,51.2254,53.3272,3.52477,53.3278,54.0926
11,1,11,8,2,0.750000,2,1.0,10.0,54.0962,3.0,1.34214,55.4383,57.6119,3.51627,57.6126,58.3774
12,1,12,6,2,0.750000,2,1.0,11.0,58.3815,3.0,1.60313,59.9847,61.899,3.51796,61.8996,62.6645
13,1,13,10,2,0.750000,2,1.0,12.0,62.6682,3.0,1.46322,64.1314,66.1929,3.5251,66.1935,66.9583
14,1,14,4,2,0.750000,2,1.0,13.0,66.9618,2.0,2.76476,69.7266,70.4773,3.51598,70.4779,71.2428
15,1,15,8,2,0.750000,2,1.0,14.0,71.2463,3.0,1.36145,72.6078,74.7732,3.52738,74.7738,75.5401
16,1,16,7,2,10,2,1.0,15.0,75.5436,3.0,1.49346,77.037,79.0549,3.51177,79.0555,89.0709
17,1,17,10,1,0.750000,3,1.0,16.0,89.0762,3.0,1.64996,90.7262,92.5978,3.52206,92.5984,93.3633
18,1,18,10,1,0.750000,3,1.0,17.0,93.3665,3.0,1.53944,94.9059,96.8874,3.52137,96.888,97.6573
19,1,19,3,1,0.750000,3,1.0,18.0,97.6601,2.0,1.75844,99.4185,101.179,3.51905,101.179,101.948
20,1,20,9,1,0.750000,3,1.0,19.0,101.951,3.0,1.48215,103.433,105.466,3.51554,105.467,106.231
21,1,21,7,1,0.750000,3,1.0,20.0,106.234,3.0,1.0281,107.262,109.751,3.5172,109.751,110.505
22,1,22,5,1,0.750000,3,1.0,21.0,110.508,3.0,1.71725,112.225,114.018,3.51072,114.019,114.787
23,1,23,7,1,0.750000,3,1.0,22.0,114.789,3.0,1.69868,116.488,118.303,3.51381,118.303,119.068
24,1,24,9,1,12,3,1.0,23.0,119.071,3.0,1.46382,120.535,122.59,3.51916,122.59,134.604
25,0,25,2,1,0.750000,4,1.0,24.0,134.607,2.0,1.61572,136.222,138.128,3.52171,138.128,138.893
26,0,26,3,1,0.750000,4,1.0,25.0,138.896,2.0,1.45553,140.352,142.417,3.52127,142.418,143.183
27,0,27,4,1,0.750000,4,1.0,26.0,143.185,3.0,1.47981,144.665,146.69,3.50501,146.691,147.455
28,0,28,1,1,0.750000,4,1.0,27.0,147.458,2.0,1.33694,148.795,150.978,3.52002,150.978,151.743
29,0,29,5,1,0.750000,4,1.0,28.0,151.746,3.0,1.34568,153.092,155.261,3.51567,155.262,156.028
30,0,30,9,1,0.750000,4,1.0,29.0,156.031,3.0,1.44085,157.472,159.543,3.51255,159.543,160.297
31,0,31,4,1,0.750000,4,1.0,30.0,160.3,3.0,2.18341,162.484,163.819,3.51975,163.82,164.586
32,0,32,3,1,8,4,1.0,31.0,164.589,2.0,1.37506,165.964,168.103,3.51419,168.104,176.11
33,1,33,6,3,0.750000,5,1.0,32.0,176.114,3.0,1.70673,177.821,179.627,3.51363,179.628,180.382
34,1,34,9,3,0.750000,5,1.0,33.0,180.385,3.0,1.54909,181.934,183.901,3.51653,183.902,184.667
35,1,35,4,3,0.750000,5,1.0,34.0,184.67,3.0,1.32783,185.998,188.188,3.51834,188.188,188.953
36,1,36,7,3,0.750000,5,1.0,35.0,188.957,3.0,1.55434,190.511,192.473,3.51678,192.474,193.226
37,1,37,9,3,0.750000,5,1.0,36.0,193.229,3.0,1.61098,194.84,196.738,3.50951,196.739,197.504
38,1,38,9,3,0.750000,5,1.0,37.0,197.507,3.0,1.44671,198.954,201.023,3.5165,201.024,201.789
39,1,39,9,3,0.750000,5,1.0,38.0,201.792,3.0,1.97458,203.766,205.304,3.51273,205.305,206.07
40,1,40,10,3,10,5,1.0,39.0,206.073,3.0,1.54062,207.614,209.589,3.51696,209.59,219.596
41,0,41,6,3,0.750000,6,1.0,40.0,219.599,3.0,1.503,221.102,223.117,3.5183,223.118,223.883
42,0,42,2,3,0.750000,6,1.0,41.0,223.887,2.0,1.39533,225.282,227.4,3.51375,227.401,228.154
43,0,43,1,3,0.750000,6,1.0,42.0,228.158,2.0,1.47097,229.629,231.674,3.51652,231.674,232.438
44,0,44,10,3,0.750000,6,1.0,43.0,232.441,3.0,1.46693,233.908,235.962,3.52108,235.962,236.717
45,0,45,3,3,0.750000,6,1.0,44.0,236.72,2.0,1.35153,238.072,240.236,3.51642,240.237,241.002
46,0,46,4,3,0.750000,6,1.0,45.0,241.005,3.0,1.47978,242.485,244.51,3.50573,244.511,245.267
47,0,47,1,3,0.750000,6,1.0,46.0,245.271,2.0,1.39391,246.665,248.787,3.51675,248.788,249.552
48,0,48,4,3,8,6,1.0,47.0,249.556,3.0,1.33839,250.894,253.064,3.509,253.065,261.086
49,0,49,2,2,0.750000,7,1.0,48.0,261.09,2.0,2.34397,263.434,264.618,3.5282,264.618,265.388
50,0,50,1,2,0.750000,7,1.0,49.0,265.391,2.0,1.33951,266.731,268.912,3.52082,268.912,269.677
51,0,51,2,2,0.750000,7,1.0,50.0,269.681,2.0,1.46387,271.145,273.196,3.51609,273.197,273.962
52,0,52,3,2,0.750000,7,1.0,51.0,273.965,2.0,1.35878,275.324,277.475,3.50964,277.475,278.229
53,0,53,9,2,0.750000,7,1.0,52.0,278.233,3.0,1.28827,279.521,281.744,3.51156,281.744,282.509
54,0,54,6,2,0.750000,7,1.0,53.0,282.513,3.0,1.28737,283.8,286.025,3.51225,286.025,286.79
55,0,55,3,2,0.750000,7,1.0,54.0,286.794,2.0,1.50274,288.297,290.321,3.52733,290.321,291.086
56,0,56,2,2,10,7,1.0,55.0,291.09,2.0,1.43701,292.527,294.593,3.50343,294.593,304.604
57,1,57,3,1,0.750000,8,1.0,56.0,304.608,2.0,2.44026,307.048,308.124,3.51678,308.125,308.89
58,1,58,7,1,0.750000,8,1.0,57.0,308.893,3.0,1.35287,310.245,312.416,3.5236,312.416,313.184
59,1,59,8,1,0.750000,8,1.0,58.0,313.188,3.0,1.73789,314.925,316.7,3.5125,316.7,317.454
60,1,60,10,1,0.750000,8,1.0,59.0,317.457,3.0,1.48114,318.938,320.969,3.51246,320.97,321.735
61,1,61,8,1,0.750000,8,1.0,60.0,321.738,3.0,1.4311,323.169,325.252,3.51515,325.253,326.018
62,1,62,10,1,0.750000,8,1.0,61.0,326.02,3.0,1.46096,327.481,329.548,3.52832,329.549,330.314
63,1,63,6,1,0.750000,8,1.0,62.0,330.317,3.0,1.57823,331.895,333.831,3.51519,333.832,334.597
64,1,64,9,1,12,8,1.0,63.0,334.6,3.0,1.44196,336.042,338.116,3.51711,338.117,350.121
65,0,65,3,1,0.750000,9,1.0,64.0,350.124,2.0,2.03663,352.161,353.64,3.51636,353.641,354.406
66,0,66,3,1,0.750000,9,1.0,65.0,354.409,2.0,1.7325,356.141,357.93,3.52192,357.931,358.695
67,0,67,2,1,0.750000,9,1.0,66.0,358.699,2.0,1.47225,360.171,362.204,3.50598,362.205,362.97
68,0,68,4,1,0.750000,9,1.0,67.0,362.973,3.0,2.96087,365.934,366.484,3.5116,366.484,367.254
69,0,69,1,1,0.750000,9,1.0,68.0,367.257,2.0,1.32451,368.581,370.774,3.51814,370.775,371.54
70,0,70,9,1,0.750000,9,1.0,69.0,371.542,3.0,1.36806,372.911,375.064,3.52188,375.064,375.829
71,0,71,6,1,0.750000,9,1.0,70.0,375.832,3.0,1.02495,376.857,379.347,3.51541,379.348,380.112
72,0,72,2,1,12,9,1.0,71.0,380.115,2.0,1.62122,381.737,383.637,3.52196,383.638,395.654
