TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,0,2,4,8,5.000000e-01,2,1.0,0.0,4.29354,999.0,999.0,7.30318,999.0,0.0,0.0,7.32469,9.54359,999.0,999.0,994.706,11.5681,15.5397
2,2,0,1,6,8,5.000000e-01,4,1.0,1.0,15.5673,3.0,4,17.4617,low,1.89445,1.10555,17.9938,20.816,20.8355,22.836,7.2687,22.8365,28.8161
3,3,1,1,4,8,5.000000e-01,2,1.0,2.0,28.83,2.0,8,30.5345,high,1.70449,1.29551,31.0667,34.0762,34.1015,36.1045,7.27443,36.1048,40.0765
4,4,1,3,6,4,2,0,1.0,3.0,40.1249,2.0,4,41.7915,high,1.66653,1.33347,42.3232,46.8727,46.8915,48.8927,8.76781,48.8931,54.873
5,5,0,2,4,8,2,4,1.0,4.0,55.1786,2.0,8,56.9959,high,1.81725,1.18275,57.5277,61.9251,61.9443,63.9458,8.76718,63.9463,67.9261
6,6,1,2,6,8,5.000000e-01,0,1.0,5.0,68.1649,3.0,0,69.4686,low,1.30375,1.69625,70.0009,73.4141,73.4144,75.4144,7.24952,75.4147,81.4144
7,7,0,2,4,8,5.000000e-01,0,1.0,6.0,81.6783,3.0,0,83.8074,low,2.12903,0.870972,84.3485,86.9309,86.9311,88.9312,7.25283,88.9315,92.9273
8,8,0,2,2,2,3.500000e+00,0,1.0,7.0,93.1996,2.0,2,94.6146,high,1.41501,1.58499,95.1498,101.448,101.448,103.448,10.2482,103.448,105.448
9,9,0,3,4,4,3.500000e+00,2,1.0,8.0,105.493,2.0,4,107.171,high,1.67854,1.32146,107.703,113.74,113.761,115.764,10.2715,115.764,119.741
10,10,0,1,2,2,2,0,1.0,9.0,119.769,2.0,2,121.426,high,1.6574,1.3426,121.958,126.517,126.536,128.537,8.76796,128.537,130.517
11,11,0,3,4,0,5.000000e-01,4,1.0,10.0,130.558,3.0,4,132.101,high,1.54217,1.45783,132.636,135.805,135.823,137.829,7.27084,137.83,141.805
12,12,1,2,2,2,2,8,1.0,11.0,142.096,3.0,8,143.625,high,1.52875,1.47125,144.155,148.842,148.863,150.866,8.76985,150.866,152.842
13,13,0,3,8,4,5.000000e-01,8,1.0,12.0,152.881,3.0,8,154.349,high,1.46835,1.53165,154.881,158.126,158.143,160.15,7.26928,160.15,168.13
14,14,1,1,4,4,5.000000e-01,0,1.0,13.0,168.151,2.0,4,170.453,high,2.30153,0.698466,170.995,173.399,173.419,175.419,7.26774,175.419,179.399
15,15,1,3,4,4,2,8,1.0,14.0,179.434,3.0,8,180.827,high,1.39302,1.60698,181.365,186.184,186.202,188.204,8.7693,188.204,192.184
16,16,0,1,4,2,5.000000e-01,8,1.0,15.0,192.203,999.0,999,195.215,999,0.0,0.0,195.236,197.452,999.0,999.0,806.797,199.472,203.452
17,17,0,1,8,8,2,0,1.0,16.0,203.473,3.0,0,205.44,low,1.96693,1.03307,205.974,210.22,210.22,212.22,8.74648,212.22,220.22
