TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,1,2,2,4,5.000000e-01,0,1.0,0.0,4.28856,3.0,0,6.30975,low,2.0212,0.978802,6.84513,9.52944,9.52967,11.5297,7.24114,11.5302,13.5299
2,2,1,2,2,2,5.000000e-01,4,1.0,1.0,13.7495,2.0,2,16.0021,low,2.25268,0.747325,16.5481,18.9836,19.0007,21.0151,7.2656,21.0154,22.9996
3,3,1,2,4,4,5.000000e-01,8,1.0,2.0,23.2191,3.0,8,25.3272,high,2.10813,0.891871,25.8608,28.4534,28.4536,30.4534,7.23431,30.4538,34.454
4,4,0,1,2,4,5.000000e-01,2,1.0,3.0,34.4759,2.0,4,36.5849,high,2.10897,0.891025,37.1279,39.7202,39.7379,41.7517,7.27574,41.752,43.7205
5,5,0,3,2,2,5.000000e-01,0,1.0,4.0,43.9425,3.0,0,45.5942,low,1.65173,1.34827,46.1282,49.1898,49.19,51.1902,7.24769,51.1905,53.1904
6,6,1,1,4,2,2,4,1.0,5.0,53.214,2.0,2,55.053,low,1.83904,1.16096,55.6037,59.9567,59.9758,61.9882,8.77419,61.9885,65.9573
7,7,0,1,4,0,3.500000e+00,8,1.0,6.0,65.9767,3.0,8,67.6096,high,1.6329,1.3671,68.1462,74.2237,74.2429,76.2553,10.2786,76.2557,80.2245
8,8,1,2,2,0,2,2,1.0,7.0,80.4799,2.0,0,81.9645,low,1.48459,1.51541,82.5087,87.2252,87.2253,89.2253,8.7454,89.2257,91.2258
9,9,0,3,2,2,5.000000e-01,8,1.0,8.0,91.4855,3.0,8,93.5382,high,2.05274,0.947258,94.0709,96.7264,96.7445,98.7579,7.27239,98.7582,100.727
10,10,0,2,2,4,5.000000e-01,8,1.0,9.0,100.946,3.0,8,102.847,high,1.90145,1.09855,103.386,106.181,106.197,108.212,7.26623,108.212,110.181
