TrialNumber,IsFairBlock,Trialn,Offer,Partner,ITI,Blockn,ran,order,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,0,1,4,2,0.750000,1,1.0,0.0,4.01531,3.0,2.38833,6.40364,7.5279,3.51324,7.52873,8.29362
2,0,2,7,2,0.750000,1,1.0,1.0,8.298,3.0,1.9705,10.2685,11.8251,3.52757,11.8257,12.5753
3,0,3,1,2,0.750000,1,1.0,2.0,12.5786,3.0,1.21898,13.7976,16.1069,3.52879,16.1076,16.857
4,0,4,1,2,0.750000,1,1.0,3.0,16.8602,3.0,2.2164,19.0766,20.373,3.51329,20.3736,21.1231
5,0,5,5,2,0.750000,1,1.0,4.0,21.1262,3.0,1.44748,22.5737,24.6391,3.51331,24.6397,25.3892
6,0,6,1,2,0.750000,1,1.0,5.0,25.3925,3.0,1.72744,27.1199,28.905,3.51302,28.9056,29.6551
7,0,7,2,2,0.750000,1,1.0,6.0,29.6581,3.0,1.49158,31.1497,33.1711,3.51343,33.1717,33.9212
8,0,8,3,2,12,1,1.0,7.0,33.9257,3.0,1.50453,35.4303,37.4373,3.51206,37.4379,49.4386
9,1,9,8,2,0.750000,2,1.0,8.0,49.4418,3.0,2.27523,51.717,52.9546,3.51331,52.9552,53.7047
10,1,10,10,2,0.750000,2,1.0,9.0,53.7078,3.0,1.80564,55.5134,57.2207,3.51335,57.2213,57.9706
11,1,11,9,2,0.750000,2,1.0,10.0,57.9755,3.0,1.80093,59.7765,61.4868,3.51169,61.4874,62.2369
12,1,12,8,2,0.750000,2,1.0,11.0,62.24,3.0,1.61652,63.8565,65.7528,3.51332,65.7534,66.5028
13,1,13,9,2,0.750000,2,1.0,12.0,66.5058,3.0,1.51389,68.0197,70.0189,3.51363,70.0195,70.7846
14,1,14,8,2,0.750000,2,1.0,13.0,70.7879,3.0,1.47823,72.2662,74.3005,3.51299,74.3011,75.0507
15,1,15,6,2,0.750000,2,1.0,14.0,75.0538,3.0,2.45813,77.5119,78.5667,3.51339,78.5673,79.3168
16,1,16,1,2,8,2,1.0,15.0,79.3199,3.0,2.32192,81.6418,82.8328,3.51339,82.8334,90.8335
17,0,17,1,3,0.750000,3,1.0,16.0,90.8373,3.0,2.27838,93.1157,94.3496,3.51275,94.3502,95.0997
18,0,18,1,3,0.750000,3,1.0,17.0,95.1029,3.0,1.59336,96.6962,98.6313,3.52892,98.6319,99.3814
19,0,19,1,3,0.750000,3,1.0,18.0,99.3846,3.0,1.87445,101.259,102.913,3.5288,102.913,103.663
20,0,20,3,3,0.750000,3,1.0,19.0,103.666,3.0,1.50619,105.173,107.179,3.51322,107.18,107.929
21,0,21,5,3,0.750000,3,1.0,20.0,107.932,3.0,1.40348,109.336,111.445,3.51332,111.446,112.195
22,0,22,4,3,0.750000,3,1.0,21.0,112.198,3.0,1.38387,113.582,115.711,3.51335,115.712,116.461
23,0,23,7,3,0.750000,3,1.0,22.0,116.464,3.0,1.56413,118.029,119.991,3.52753,119.992,120.742
24,0,24,1,3,12,3,1.0,23.0,120.745,3.0,1.5804,122.325,124.258,3.51341,124.258,136.259
25,1,25,5,1,0.750000,4,1.0,24.0,136.262,3.0,1.46685,137.729,139.775,3.51308,139.775,140.525
26,1,26,8,1,0.750000,4,1.0,25.0,140.528,3.0,1.4644,141.992,144.041,3.51359,144.042,144.791
27,1,27,9,1,0.750000,4,1.0,26.0,144.794,3.0,1.59472,146.389,148.323,3.52924,148.323,149.073
28,1,28,7,1,0.750000,4,1.0,27.0,149.075,3.0,1.44319,150.519,152.589,3.5138,152.589,153.339
29,1,29,4,1,0.750000,4,1.0,28.0,153.342,3.0,1.60667,154.948,156.855,3.51368,156.855,157.605
30,1,30,10,1,0.750000,4,1.0,29.0,157.608,3.0,1.65361,159.261,161.121,3.51346,161.121,161.871
31,1,31,8,1,0.750000,4,1.0,30.0,161.874,3.0,1.55078,163.425,165.387,3.51362,165.388,166.153
32,1,32,7,1,10,4,1.0,31.0,166.155,3.0,2.18191,168.337,169.669,3.51379,169.669,179.67
33,1,33,9,3,0.750000,5,1.0,32.0,179.674,3.0,1.40323,181.077,183.186,3.5127,183.186,183.951
34,1,34,9,3,0.750000,5,1.0,33.0,183.955,3.0,1.56813,185.523,187.467,3.51321,187.468,188.217
35,1,35,7,3,0.750000,5,1.0,34.0,188.222,3.0,1.49801,189.72,191.733,3.5122,191.734,192.484
36,1,36,4,3,0.750000,5,1.0,35.0,192.487,3.0,1.91249,194.399,196.0,3.51336,196.0,196.75
37,1,37,9,3,0.750000,5,1.0,36.0,196.753,999.0,999.0,999.0,199.761,3.52862,200.282,201.031
38,1,38,8,3,0.750000,5,1.0,37.0,201.035,3.0,1.4579,202.492,204.547,3.51334,204.548,205.297
39,1,39,9,3,0.750000,5,1.0,38.0,205.301,3.0,1.3884,206.689,208.813,3.51324,208.814,209.564
40,1,40,6,3,8,5,1.0,39.0,209.567,3.0,1.43531,211.002,213.08,3.51313,213.08,221.08
41,0,41,3,1,0.750000,6,1.0,40.0,221.084,3.0,1.42545,222.509,224.596,3.51298,224.597,225.346
42,0,42,3,1,0.750000,6,1.0,41.0,225.35,3.0,1.40593,226.756,228.878,3.52889,228.879,229.628
43,0,43,5,1,0.750000,6,1.0,42.0,229.631,3.0,1.42136,231.052,233.144,3.51361,233.145,233.894
44,0,44,8,1,0.750000,6,1.0,43.0,233.897,3.0,1.36839,235.265,237.41,3.51358,237.411,238.16
45,0,45,3,1,0.750000,6,1.0,44.0,238.163,3.0,1.43228,239.595,241.676,3.51368,241.677,242.426
46,0,46,2,1,0.750000,6,1.0,45.0,242.429,3.0,1.52984,243.959,245.942,3.51366,245.943,246.692
47,0,47,2,1,0.750000,6,1.0,46.0,246.695,3.0,1.79261,248.488,250.209,3.51368,250.209,250.959
48,0,48,4,1,10,6,1.0,47.0,250.961,3.0,1.39015,252.352,254.474,3.51352,254.475,264.476
49,1,49,7,2,0.750000,7,1.0,48.0,264.479,3.0,1.54424,266.024,267.992,3.51271,267.992,268.742
50,1,50,8,2,0.750000,7,1.0,49.0,268.745,3.0,1.59187,270.337,272.258,3.51331,272.258,273.008
51,1,51,3,2,0.750000,7,1.0,50.0,273.011,3.0,1.55641,274.567,276.524,3.51336,276.524,277.274
52,1,52,10,2,0.750000,7,1.0,51.0,277.278,3.0,1.95127,279.229,280.79,3.51217,280.79,281.54
53,1,53,9,2,0.750000,7,1.0,52.0,281.543,3.0,1.59976,283.143,285.056,3.51332,285.057,285.806
54,1,54,10,2,0.750000,7,1.0,53.0,285.809,3.0,1.46371,287.273,289.322,3.51338,289.323,290.072
55,1,55,10,2,0.750000,7,1.0,54.0,290.075,3.0,1.91104,291.986,293.588,3.51341,293.589,294.338
56,1,56,5,2,12,7,1.0,55.0,294.341,3.0,2.90685,297.248,297.87,3.52921,297.87,309.871
57,0,57,2,3,0.750000,8,1.0,56.0,309.875,3.0,1.6112,311.486,313.403,3.52814,313.403,314.153
58,0,58,3,3,0.750000,8,1.0,57.0,314.156,3.0,1.92657,316.083,317.669,3.51333,317.669,318.419
59,0,59,7,3,0.750000,8,1.0,58.0,318.422,3.0,2.17334,320.595,321.951,3.52893,321.951,322.7
60,0,60,1,3,0.750000,8,1.0,59.0,322.703,3.0,1.55534,324.259,326.217,3.51356,326.217,326.967
61,0,61,6,3,0.750000,8,1.0,60.0,326.97,3.0,1.56918,328.539,330.483,3.51336,330.483,331.233
62,0,62,4,3,0.750000,8,1.0,61.0,331.236,3.0,2.19966,333.436,334.749,3.51316,334.749,335.499
63,0,63,1,3,0.750000,8,1.0,62.0,335.502,3.0,1.44675,336.949,339.015,3.51358,339.016,339.765
64,0,64,1,3,10,8,1.0,63.0,339.768,3.0,1.59343,341.362,343.297,3.529,343.297,353.298
65,1,65,5,3,0.750000,9,1.0,64.0,353.301,3.0,1.81609,355.117,356.814,3.51327,356.814,357.564
66,1,66,8,3,0.750000,9,1.0,65.0,357.567,3.0,1.58027,359.147,361.08,3.51352,361.081,361.83
67,1,67,9,3,0.750000,9,1.0,66.0,361.833,3.0,1.07767,362.911,365.362,3.52899,365.362,366.112
68,1,68,8,3,0.750000,9,1.0,67.0,366.115,3.0,1.37556,367.491,369.643,3.52866,369.644,370.393
69,1,69,9,3,0.750000,9,1.0,68.0,370.398,3.0,1.02259,371.42,373.909,3.51221,373.91,374.659
70,1,70,8,3,0.750000,9,1.0,69.0,374.664,3.0,1.01928,375.683,378.175,3.51195,378.176,378.926
71,1,71,8,3,0.750000,9,1.0,70.0,378.929,3.0,1.01784,379.947,382.457,3.52912,382.458,383.223
72,1,72,4,3,8,9,1.0,71.0,383.226,3.0,1.01656,384.243,386.754,3.52866,386.755,394.755
