TrialNumber,Trialn,Feedback,ITI,Partner,BlockType,Blockn,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,3,0.750000,3,6,1,1.0,0.0,4.24206,2.0,5.6238,1.38174,4.0,6.75607,7.77147,3.52941,7.77173,8.52553
2,2,2,0.750000,3,6,1,1.0,1.0,8.72637,3.0,10.2443,1.51793,5.0,11.2494,12.2648,3.53845,12.265,13.0295
3,3,3,0.750000,3,6,1,1.0,2.0,13.2268,3.0,13.8972,0.670371,9.0,15.7518,16.7672,3.54043,16.7674,17.5333
4,4,3,0.750000,3,6,1,1.0,3.0,17.7261,3.0,18.7179,0.99183,8.0,20.2388,21.2542,3.52807,21.2544,22.0202
5,5,3,0.750000,3,6,1,1.0,4.0,22.2132,2.0,22.7543,0.541108,1.0,24.7259,25.7413,3.52817,25.7417,26.5072
6,6,1,0.750000,3,6,1,1.0,5.0,26.6994,2.0,28.3258,1.6264,9.0,29.2285,30.2438,3.54434,30.244,30.9946
7,7,3,0.750000,3,6,1,1.0,6.0,31.1875,3.0,32.913,1.72551,6.0,33.6999,34.7153,3.52783,34.7155,35.4813
8,8,3,12,3,6,1,1.0,7.0,35.6727,2.0,36.9829,1.31019,1.0,38.1861,39.2015,3.52882,39.2017,51.211
9,9,1,0.750000,1,1,2,1.0,8.0,51.2301,2.0,52.5789,1.34882,7.0,53.735,54.7504,3.52032,54.7506,55.5144
10,10,1,0.750000,1,1,2,1.0,9.0,55.517,3.0,56.0319,0.51493,1.0,58.0305,59.0459,3.52894,59.0461,59.8013
11,11,3,0.750000,1,1,2,1.0,10.0,59.8039,2.0,60.352,0.548077,2.0,62.3247,63.3401,3.5362,63.3403,64.105
12,12,1,0.750000,1,1,2,1.0,11.0,64.1076,3.0,65.0228,0.915154,4.0,66.6245,67.6399,3.53227,67.6401,68.3917
13,13,1,0.750000,1,1,2,1.0,12.0,68.3942,3.0,69.0926,0.698441,4.0,70.909,71.9244,3.53027,71.9246,72.6789
14,14,1,0.750000,1,1,2,1.0,13.0,72.6815,3.0,73.1458,0.464353,1.0,75.1956,76.211,3.5295,76.2112,76.9658
15,15,2,0.750000,1,1,2,1.0,14.0,76.9683,2.0,77.7337,0.765312,5.0,79.489,80.5044,3.53606,80.5046,81.2693
16,16,1,12,1,1,2,1.0,15.0,81.2718,2.0,81.853,0.581232,6.0,83.7735,84.7889,3.51706,84.7891,96.7984
17,17,1,0.750000,3,5,3,1.0,16.0,97.0347,2.0,99.1676,2.13293,8.0,99.5432,100.559,3.5239,100.559,101.319
18,18,1,0.750000,3,5,3,1.0,17.0,101.548,2.0,102.037,0.488247,7.0,104.057,105.072,3.52376,105.072,105.823
19,19,1,0.750000,3,5,3,1.0,18.0,106.016,3.0,106.407,0.391216,2.0,108.544,109.559,3.54336,109.559,110.31
20,20,1,0.750000,3,5,3,1.0,19.0,110.502,3.0,111.577,1.07575,1.0,113.014,114.029,3.5277,114.03,114.78
21,21,1,0.750000,3,5,3,1.0,20.0,114.971,3.0,115.731,0.759755,4.0,117.484,118.5,3.52834,118.5,119.25
22,22,3,0.750000,3,5,3,1.0,21.0,119.443,2.0,120.252,0.808613,2.0,121.956,122.972,3.52853,122.972,123.738
23,23,2,0.750000,3,5,3,1.0,22.0,123.931,3.0,124.889,0.957921,5.0,126.443,127.458,3.52745,127.459,128.225
24,24,1,8,3,5,3,1.0,23.0,128.423,3.0,129.042,0.618941,1.0,130.946,131.961,3.53785,131.961,139.968
25,25,3,0.750000,1,2,4,1.0,24.0,139.977,2.0,141.035,1.05877,4.0,142.495,143.511,3.53404,143.511,144.271
