TrialNumber,Trialn,Feedback,ITI,Partner,BlockType,Blockn,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,0.750000,2,3,1,1.0,0.0,4.27285,3.0,6.44857,2.17572,2.0,6.79287,7.82089,3.54804,7.82114,8.58323
2,2,1,0.750000,2,3,1,1.0,1.0,8.79127,3.0,10.8516,2.06037,2.0,11.3078,12.3256,3.5343,12.3258,13.0868
3,3,1,0.750000,2,3,1,1.0,2.0,13.2941,3.0,15.1222,1.82819,1.0,15.8228,16.8384,3.5443,16.8385,17.5906
4,4,1,0.750000,2,3,1,1.0,3.0,17.7912,2.0,19.076,1.28471,7.0,20.3072,21.3229,3.53163,21.3231,22.0777
5,5,2,0.750000,2,3,1,1.0,4.0,22.2801,0.0,999.0,999.0,999.0,24.7967,25.8182,3.53806,25.8183,26.5814
6,6,3,0.750000,2,3,1,1.0,5.0,26.7831,2.0,28.3329,1.54974,4.0,29.3053,30.3237,3.54057,30.3239,31.0849
7,7,1,0.750000,2,3,1,1.0,6.0,31.2985,3.0,32.9204,1.62186,4.0,33.8253,34.8353,3.53674,34.8355,35.5887
8,8,1,10,2,3,1,1.0,7.0,35.7904,3.0,37.4403,1.64989,1.0,38.321,39.3405,3.55005,39.3407,49.3499
9,9,3,0.750000,2,4,2,1.0,8.0,49.6124,3.0,50.968,1.35563,7.0,52.129,53.1466,3.53422,53.1468,53.9039
10,10,3,0.750000,2,4,2,1.0,9.0,54.1048,3.0,56.5225,2.41774,8.0,56.6218,57.6426,3.53788,57.6428,58.4075
11,11,3,0.750000,2,4,2,1.0,10.0,58.6102,3.0,60.0759,1.46569,6.0,61.1263,62.1442,3.53398,62.1444,62.8947
12,12,1,0.750000,2,4,2,1.0,11.0,63.0983,0.0,999.0,999.0,999.0,65.6136,66.6411,3.54283,66.6413,67.3982
13,13,3,0.750000,2,4,2,1.0,12.0,67.6003,3.0,69.667,2.06672,7.0,70.1182,71.139,3.53871,71.1392,71.9015
14,14,3,0.750000,2,4,2,1.0,13.0,72.1035,0.0,999.0,999.0,999.0,74.6045,75.6258,3.52229,75.626,76.3886
15,15,3,0.750000,2,4,2,1.0,14.0,76.5901,0.0,999.0,999.0,999.0,79.0916,80.1098,3.51979,80.11,80.8756
16,16,1,8,2,4,2,1.0,15.0,81.0782,3.0,81.8104,0.732242,1.0,83.6088,84.6275,3.54925,84.6277,92.6358
17,17,3,0.750000,3,6,3,1.0,16.0,92.8816,3.0,94.6042,1.72258,8.0,95.4123,96.4306,3.54901,96.4308,97.1893
18,18,1,0.750000,3,6,3,1.0,17.0,97.3853,0.0,999.0,999.0,999.0,99.8918,100.921,3.53557,100.921,101.676
19,19,3,0.750000,3,6,3,1.0,18.0,101.875,0.0,999.0,999.0,999.0,104.379,105.402,3.52684,105.402,106.163
20,20,3,0.750000,3,6,3,1.0,19.0,106.358,0.0,999.0,999.0,999.0,108.866,109.882,3.52443,109.882,110.634
21,21,3,0.750000,3,6,3,1.0,20.0,110.83,0.0,999.0,999.0,999.0,113.337,114.353,3.5231,114.354,115.104
22,22,3,0.750000,3,6,3,1.0,21.0,115.3,3.0,116.472,1.17197,9.0,117.817,118.837,3.53699,118.837,119.591
23,23,3,0.750000,3,6,3,1.0,22.0,119.787,0.0,999.0,999.0,999.0,122.294,123.311,3.52319,123.311,124.061
24,24,2,10,3,6,3,1.0,23.0,124.263,3.0,125.863,1.59986,5.0,126.78,127.805,3.54196,127.805,137.806
25,25,3,0.750000,1,2,4,1.0,24.0,137.826,3.0,139.725,1.89892,9.0,140.353,141.372,3.54631,141.372,142.126
26,26,3,0.750000,1,2,4,1.0,25.0,142.129,3.0,143.628,1.49892,7.0,144.648,145.668,3.53872,145.668,146.43
27,27,1,0.750000,1,2,4,1.0,26.0,146.432,3.0,147.214,0.781913,3.0,148.963,149.976,3.54334,149.976,150.733
28,28,3,0.750000,1,2,4,1.0,27.0,150.736,0.0,999.0,999.0,999.0,153.252,154.274,3.53819,154.274,155.037
29,29,1,0.750000,1,2,4,1.0,28.0,155.04,0.0,999.0,999.0,999.0,157.556,158.586,3.54613,158.586,159.34
30,30,3,0.750000,1,2,4,1.0,29.0,159.343,0.0,999.0,999.0,999.0,161.859,162.876,3.53323,162.876,163.627
31,31,3,0.750000,1,2,4,1.0,30.0,163.63,0.0,999.0,999.0,999.0,166.146,167.163,3.53261,167.163,167.914
32,32,3,12,1,2,4,1.0,31.0,167.917,0.0,999.0,999.0,999.0,170.433,171.462,3.54578,171.463,183.477
33,33,1,0.750000,2,3,5,1.0,32.0,183.711,3.0,186.029,2.3183,3.0,186.228,187.25,3.53859,187.25,188.014
34,34,1,0.750000,2,3,5,1.0,33.0,188.252,0.0,999.0,999.0,999.0,190.767,191.79,3.5378,191.79,192.551
35,35,3,0.750000,2,3,5,1.0,34.0,192.753,0.0,999.0,999.0,999.0,195.254,196.27,3.51769,196.271,197.021
36,36,1,0.750000,2,3,5,1.0,35.0,197.222,0.0,999.0,999.0,999.0,199.724,200.744,3.52215,200.744,201.509
37,37,2,0.750000,2,3,5,1.0,36.0,201.709,0.0,999.0,999.0,999.0,204.211,205.232,3.52317,205.233,205.995
38,38,1,0.750000,2,3,5,1.0,37.0,206.198,0.0,999.0,999.0,999.0,208.698,209.73,3.53194,209.73,210.482
39,39,1,0.750000,2,3,5,1.0,38.0,210.683,0.0,999.0,999.0,999.0,213.185,214.204,3.52082,214.204,214.97
