TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,0,1,2,8,5.000000e-01,4,1.0,0.0,4.0298,3.0,4,6.51556,low,2.48576,0.514236,7.05505,9.28418,9.29806,11.3081,7.27828,11.3085,13.2801
2,2,0,2,6,4,5.000000e-01,2,1.0,1.0,13.5376,3.0,2,15.3731,low,1.83552,1.16448,15.9086,18.7995,18.8129,20.8246,7.28695,20.8249,26.7991
3,3,0,1,2,8,5.000000e-01,2,1.0,2.0,26.8141,3.0,2,28.7505,low,1.93637,1.06363,29.281,32.0655,32.0794,34.0902,7.27611,34.0905,36.0759
4,4,1,2,4,8,3.500000e+00,4,1.0,3.0,36.3221,3.0,4,38.5424,low,2.22027,0.779725,39.0723,44.5802,44.5943,46.6108,10.2887,46.6111,50.5858
5,5,1,2,2,4,5.000000e-01,2,1.0,4.0,50.8377,3.0,2,52.8204,low,1.98267,1.01733,53.3558,56.1019,56.1021,58.1092,7.27144,58.1095,60.0881
6,6,1,1,4,4,5.000000e-01,8,1.0,5.0,60.1021,2.0,4,62.4453,low,2.34319,0.656811,62.9826,65.3549,65.3705,67.3885,7.28642,67.3888,71.359
7,7,0,2,4,0,5.000000e-01,8,1.0,6.0,71.6074,2.0,0,74.0047,low,2.39735,0.60265,74.5374,76.8598,76.8599,78.8687,7.2613,78.8689,82.8698
8,8,1,1,6,8,3.500000e+00,2,1.0,7.0,82.8909,3.0,2,84.7465,low,1.85562,1.14438,85.2793,91.1454,91.1456,93.1521,10.2612,93.1524,99.1414
9,9,0,1,2,0,2,8,1.0,8.0,99.1593,999.0,999,102.161,999,0.0,0.0,102.178,105.916,999.0,999.0,899.841,107.94,109.918
10,10,0,2,6,4,5.000000e-01,8,1.0,9.0,110.189,999.0,999,113.203,999,0.0,0.0,113.218,115.441,999.0,999.0,888.811,117.459,123.443
11,11,1,1,2,0,2,4,1.0,10.0,123.465,999.0,999,126.481,999,0.0,0.0,126.495,130.22,999.0,999.0,875.535,132.23,134.221
12,12,1,2,8,0,5.000000e-01,4,1.0,11.0,134.426,2.0,0,137.207,low,2.78102,0.218976,137.737,139.678,139.678,141.686,7.26018,141.686,149.681
13,13,1,3,2,4,2,2,1.0,12.0,149.953,2.0,4,151.735,high,1.78177,1.21823,152.267,156.704,156.718,158.729,8.7759,158.73,160.703
