TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,0,2,4,2,5.000000e-01,4,1.0,0.0,4.26394,2.0,2,6.06864,low,1.8047,1.1953,6.60551,9.50761,9.52453,11.539,7.27501,11.5394,15.5238
2,2,0,1,2,0,5.000000e-01,2,1.0,1.0,15.5577,2.0,0,17.6255,low,2.06786,0.932136,18.1672,20.8213,20.8216,22.8372,7.2795,22.8375,24.8217
3,3,1,1,6,8,5.000000e-01,4,1.0,2.0,24.8422,3.0,4,27.0013,low,2.15909,0.840913,27.5425,30.1034,30.1244,32.135,7.29282,32.1354,38.1044
4,4,0,3,4,8,5.000000e-01,4,1.0,3.0,38.3491,2.0,8,39.9908,high,1.64166,1.35834,40.529,43.605,43.6231,45.6363,7.28717,45.6367,49.6056
5,5,1,2,2,4,5.000000e-01,0,1.0,4.0,49.8774,3.0,0,51.3982,low,1.52078,1.47922,51.9358,55.1375,55.1377,57.1533,7.27591,57.1537,59.1379
6,6,1,1,2,0,5.000000e-01,2,1.0,5.0,59.1711,2.0,0,60.9564,low,1.78529,1.21471,61.4997,64.4352,64.4354,66.4512,7.28003,66.4515,68.4358
7,7,0,3,4,4,2,0,1.0,6.0,68.6767,2.0,4,70.199,high,1.52229,1.47771,70.7359,75.4364,75.4366,77.4366,8.75986,77.4369,81.4371
8,8,0,3,4,4,5.000000e-01,2,1.0,7.0,81.6451,2.0,4,83.2549,high,1.60979,1.39021,83.7995,86.9065,86.9067,88.9222,7.27708,88.9225,92.8914
9,9,1,2,2,4,2,8,1.0,8.0,93.206,2.0,4,94.9121,low,1.70609,1.29391,95.4564,99.9703,99.9883,102.002,8.79588,102.002,103.955
10,10,0,1,2,2,3.500000e+00,8,1.0,9.0,103.978,2.0,2,105.653,low,1.67481,1.32519,106.199,112.237,112.256,114.269,10.2903,114.269,116.238
11,11,0,2,6,0,3.500000e+00,4,1.0,10.0,116.481,2.0,0,118.26,low,1.77851,1.22149,118.803,124.723,124.723,126.739,10.2573,126.739,132.74
12,12,0,1,2,4,5.000000e-01,2,1.0,11.0,132.773,3.0,2,134.346,low,1.57343,1.42657,134.882,138.037,138.037,140.053,7.28001,140.053,142.037
13,13,0,2,2,0,5.000000e-01,8,1.0,12.0,142.277,2.0,0,143.889,low,1.61233,1.38767,144.43,147.522,147.523,149.538,7.26151,149.538,151.538
14,14,0,1,2,0,3.500000e+00,8,1.0,13.0,151.555,2.0,0,153.181,low,1.62571,1.37429,153.714,159.805,159.805,161.821,10.2658,161.821,163.805
15,15,1,2,4,2,5.000000e-01,0,1.0,14.0,164.033,3.0,0,166.587,low,2.55322,0.446778,167.12,169.29,169.29,171.306,7.27266,171.306,175.291
16,16,0,3,2,8,2,2,1.0,15.0,175.512,2.0,8,177.144,high,1.6318,1.3682,177.684,182.276,182.299,184.307,8.79501,184.308,186.261
17,17,1,1,2,4,5.000000e-01,0,1.0,16.0,186.293,3.0,0,187.902,low,1.60963,1.39037,188.435,191.542,191.543,193.558,7.26565,193.559,195.543
18,18,1,2,2,8,2,0,1.0,17.0,195.764,3.0,0,197.628,low,1.86355,1.13645,198.172,202.512,202.513,204.528,8.76392,204.529,206.529
19,19,1,3,2,4,5.000000e-01,8,1.0,18.0,206.747,3.0,8,208.352,high,1.60551,1.39449,208.891,211.998,212.017,214.029,7.28278,214.03,215.998
20,20,0,2,4,0,5.000000e-01,2,1.0,19.0,216.226,3.0,2,218.211,high,1.98445,1.01555,218.751,221.483,221.5,223.515,7.28832,223.515,227.484
