TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,1,3,4,8,2,0,1.0,0.0,4.33452,999.0,999.0,7.33905,999.0,0.0,0.0,7.35828,11.0783,999.0,999.0,994.665,13.1102,17.0945
2,2,0,1,2,8,3.500000e+00,4,1.0,1.0,17.1351,3.0,4,19.3632,low,2.22808,0.771918,19.9088,25.3767,25.3947,27.4081,10.273,27.4085,29.3927
3,3,1,1,2,4,3.500000e+00,2,1.0,2.0,29.4154,2.0,4,31.6693,high,2.25392,0.746082,32.2069,37.6749,37.6958,39.7063,10.291,39.7067,41.6753
4,4,0,3,4,4,5.000000e-01,0,1.0,3.0,41.9651,2.0,4,44.3255,high,2.36045,0.639555,44.865,47.207,47.2239,49.2386,7.27351,49.2389,53.2233
5,5,1,2,2,4,5.000000e-01,2,1.0,4.0,53.5323,2.0,4,56.0665,high,2.53421,0.465789,56.6015,58.7709,58.7887,60.8023,7.27,60.8027,62.7869
6,6,1,1,8,0,5.000000e-01,8,1.0,5.0,62.8198,3.0,8,65.0751,high,2.25532,0.744679,65.6167,68.0844,68.1035,70.1158,7.29601,70.1161,78.0698
7,7,0,2,6,4,2,8,1.0,6.0,78.3604,3.0,8,80.879,high,2.51862,0.481381,81.417,85.1018,85.1185,87.1333,8.77297,87.1338,93.1182
8,8,1,2,2,2,3.500000e+00,0,1.0,7.0,93.4048,3.0,0,95.9002,low,2.49545,0.504552,96.4333,101.666,101.666,103.682,10.2771,103.682,105.666
9,9,1,3,6,4,5.000000e-01,8,1.0,8.0,105.928,3.0,8,108.19,high,2.26228,0.737721,108.731,111.183,111.203,113.214,7.2864,113.214,119.183
10,10,0,2,2,4,5.000000e-01,0,1.0,9.0,119.472,3.0,0,121.762,low,2.29033,0.709674,122.296,124.731,124.731,126.747,7.2749,126.747,128.731
11,11,0,3,2,4,5.000000e-01,2,1.0,10.0,128.975,2.0,4,131.271,high,2.29564,0.704361,131.813,134.232,134.249,136.263,7.28832,136.264,138.232
12,12,1,2,2,4,5.000000e-01,8,1.0,11.0,138.472,2.0,4,140.913,low,2.44125,0.558753,141.453,143.733,143.751,145.764,7.29272,145.765,147.733
13,13,1,3,2,2,3.500000e+00,4,1.0,12.0,147.992,3.0,4,150.339,high,2.34683,0.65317,150.877,156.25,156.268,158.281,10.2896,158.282,160.25
14,14,0,3,4,4,2,8,1.0,13.0,160.502,3.0,8,162.195,high,1.6937,1.3063,162.737,167.251,167.268,169.283,8.78085,169.283,173.252
15,15,0,2,2,0,2,8,1.0,14.0,173.553,999.0,999,176.567,999,0.0,0.0,176.608,180.299,999.0,999.0,825.448,182.331,184.315
16,16,0,1,4,8,5.000000e-01,2,1.0,15.0,184.349,2.0,8,186.393,high,2.04349,0.956505,186.929,189.613,189.631,191.644,7.29517,191.645,195.614
17,17,0,1,4,8,5.000000e-01,0,1.0,16.0,195.626,3.0,0,198.083,low,2.45666,0.543337,198.617,200.864,200.864,202.88,7.25395,202.88,206.88
18,18,1,2,2,0,5.000000e-01,4,1.0,17.0,207.175,2.0,0,209.573,low,2.39834,0.601661,210.117,212.412,212.412,214.428,7.2529,214.428,216.428
19,19,0,2,6,2,5.000000e-01,4,1.0,18.0,216.672,3.0,4,218.25,high,1.57722,1.42278,218.79,221.929,221.945,223.96,7.28796,223.961,229.93
20,20,1,3,2,0,3.500000e+00,2,1.0,19.0,230.227,3.0,2,232.072,high,1.84539,1.15461,232.606,238.477,238.496,240.509,10.282,240.509,242.478
21,21,1,1,4,2,5.000000e-01,0,1.0,20.0,242.511,3.0,0,245.144,low,2.63309,0.366906,245.684,247.775,247.775,249.791,7.28024,249.791,253.76
22,22,1,2,4,8,2,0,1.0,21.0,254.042,3.0,0,256.951,low,2.90866,0.0913429,257.499,260.777,260.777,262.792,8.7503,262.793,266.793
23,23,0,1,2,4,5.000000e-01,2,1.0,22.0,266.828,3.0,2,269.258,low,2.42993,0.570068,269.796,272.09,272.108,274.122,7.29409,274.122,276.091
24,24,1,3,2,4,5.000000e-01,0,1.0,23.0,276.335,2.0,4,278.75,high,2.41472,0.58528,279.28,281.591,281.61,283.623,7.28809,283.623,285.592
