Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,4,2,3,1,5.000000e-01,4
2,0,8,2,1,3.500000e+00,2
3,8,4,1,0,5.000000e-01,2
4,0,2,1,0,5.000000e-01,2
5,2,8,1,1,3.500000e+00,8
6,0,2,1,1,2,4
7,8,4,3,1,2,2
8,0,8,1,0,5.000000e-01,8
9,4,8,2,0,2,2
10,2,8,2,0,5.000000e-01,2
11,8,4,1,1,5.000000e-01,6
12,2,0,3,1,5.000000e-01,4
13,4,8,3,0,2,2
14,2,0,2,1,3.500000e+00,2
15,4,2,2,1,2,2
16,4,2,1,1,5.000000e-01,2
17,0,8,3,1,2,2
18,0,8,1,1,5.000000e-01,6
19,2,4,3,0,2,4
20,0,2,2,0,3.500000e+00,4
21,0,8,3,0,3.500000e+00,2
22,0,8,2,0,5.000000e-01,2
23,4,2,2,0,3.500000e+00,6
24,4,0,3,1,2,4
25,4,0,2,0,5.000000e-01,2
26,8,2,3,0,5.000000e-01,6
27,0,4,3,0,5.000000e-01,4
28,0,2,3,0,5.000000e-01,2
29,4,0,1,0,5.000000e-01,6
30,8,2,2,1,5.000000e-01,2
31,0,4,1,1,5.000000e-01,2
32,2,8,1,0,2,4
33,4,0,2,1,5.000000e-01,4
34,8,2,3,1,5.000000e-01,4
35,4,2,1,0,5.000000e-01,2
36,8,4,2,1,2,8
