TrialNumber,Trialn,Feedback,ITI,Partner,BlockType,Blockn,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,0.750000,3,5,1,1.0,0.0,4.25736,3.0,4.96373,0.706371,1.0,6.76715,7.78252,3.52516,7.78276,8.53298
2,2,2,0.750000,3,5,1,1.0,1.0,8.75704,3.0,9.16701,0.409965,5.0,11.272,12.2874,3.53034,12.2876,13.0532
3,3,3,0.750000,3,5,1,1.0,2.0,13.2364,2.0,13.6207,0.384234,3.0,15.7436,16.759,3.52254,16.7592,17.5237
4,4,1,0.750000,3,5,1,1.0,3.0,17.705,2.0,18.0578,0.352837,7.0,20.214,21.2293,3.52436,21.2295,21.9939
5,5,1,0.750000,3,5,1,1.0,4.0,22.1749,3.0,22.5782,0.403366,4.0,24.7008,25.7163,3.54141,25.7165,26.4808
6,6,1,0.750000,3,5,1,1.0,5.0,26.6648,3.0,27.0818,0.417031,1.0,29.1878,30.2032,3.53844,30.2034,30.9679
7,7,1,0.750000,3,5,1,1.0,6.0,31.1458,2.0,31.6022,0.456418,7.0,33.658,34.6734,3.52761,34.6736,35.4383
8,8,1,12,3,5,1,1.0,7.0,35.6146,2.0,36.0059,0.391266,7.0,38.1306,39.146,3.53134,39.1462,51.1511
9,9,3,0.750000,2,4,2,1.0,8.0,51.3692,3.0,52.0019,0.632697,6.0,53.8904,54.9058,3.53666,54.906,55.6715
10,10,3,0.750000,2,4,2,1.0,9.0,55.8478,3.0,56.3725,0.524746,6.0,58.3638,59.3792,3.53144,59.3794,60.1418
11,11,3,0.750000,2,4,2,1.0,10.0,60.321,3.0,61.4601,1.13916,7.0,62.8432,63.8586,3.53764,63.8588,64.6122
12,12,1,0.750000,2,4,2,1.0,11.0,64.7938,3.0,65.3963,0.602522,2.0,67.3137,68.3291,3.53535,68.3293,69.0826
13,13,3,0.750000,2,4,2,1.0,12.0,69.2646,2.0,70.0004,0.735812,2.0,71.7852,72.8006,3.53598,72.8007,73.5528
14,14,3,0.750000,2,4,2,1.0,13.0,73.7279,3.0,74.2372,0.50933,8.0,76.2412,77.2565,3.52863,77.2567,78.0231
15,15,2,0.750000,2,4,2,1.0,14.0,78.1967,2.0,78.991,0.794327,5.0,80.7133,81.7287,3.53196,81.7288,82.4936
16,16,3,10,2,4,2,1.0,15.0,82.705,3.0,83.4615,0.756592,6.0,85.215,86.2305,3.5255,86.2306,96.2381
17,17,1,0.750000,3,6,3,1.0,16.0,96.4504,2.0,97.2056,0.75522,6.0,98.9669,99.9823,3.53194,99.9825,100.742
