TrialNumber,IsFairBlock,Trialn,Offer,Partner,ITI,Blockn,ran,order,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,0,1,2,1,0.750000,1,1.0,0.0,4.00483,2.0,1.31765,5.32248,7.51699,3.51265,7.51763,8.28256
2,0,2,1,1,0.750000,1,1.0,1.0,8.28486,2.0,1.02398,9.30884,11.7979,3.51342,11.7984,12.5635
3,0,3,2,1,0.750000,1,1.0,2.0,12.5658,2.0,1.03001,13.5958,16.0789,3.51346,16.0794,16.8444
4,0,4,5,1,0.750000,1,1.0,3.0,16.8468,3.0,1.01912,17.8659,20.3598,3.51338,20.3603,21.1254
5,0,5,3,1,0.750000,1,1.0,4.0,21.1277,2.0,1.02525,22.153,24.6407,3.51337,24.6412,25.4063
6,0,6,3,1,0.750000,1,1.0,5.0,25.4086,2.0,1.36483,26.7734,28.9216,3.51343,28.9221,29.6872
7,0,7,3,1,0.750000,1,1.0,6.0,29.6895,2.0,1.3706,31.0601,33.2026,3.51341,33.2031,33.9682
8,0,8,7,1,8,1,1.0,7.0,33.9705,3.0,1.02653,34.9971,37.4835,3.51335,37.484,45.4986
9,0,9,6,2,0.750000,2,1.0,8.0,45.5022,3.0,1.02068,46.5229,49.0139,3.51209,49.0144,49.7795
10,0,10,2,2,0.750000,2,1.0,9.0,49.7832,2.0,1.02629,50.8095,53.2948,3.51198,53.2953,54.0604
11,0,11,3,2,0.750000,2,1.0,10.0,54.0629,2.0,1.10039,55.1633,57.5758,3.51324,57.5763,58.3414
12,0,12,7,2,0.750000,2,1.0,11.0,58.3438,3.0,1.02286,59.3666,61.8567,3.51332,61.8572,62.6223
13,0,13,1,2,0.750000,2,1.0,12.0,62.6246,2.0,1.02874,63.6534,66.1376,3.51337,66.1381,66.9032
14,0,14,4,2,0.750000,2,1.0,13.0,66.9056,3.0,1.01809,67.9237,70.4186,3.51328,70.419,71.1842
15,0,15,4,2,0.750000,2,1.0,14.0,71.1865,3.0,1.04084,72.2274,74.6995,3.51334,74.7,75.4651
16,0,16,1,2,12,2,1.0,15.0,75.4675,2.0,1.02966,76.4972,78.9804,3.51324,78.9809,90.9952
17,1,17,8,1,0.750000,3,1.0,16.0,90.9983,3.0,1.32926,92.3276,94.5262,3.5282,94.5266,95.2917
18,1,18,10,1,0.750000,3,1.0,17.0,95.294,3.0,1.01958,96.3136,98.8071,3.51343,98.8076,99.5727
19,1,19,8,1,0.750000,3,1.0,18.0,99.575,3.0,1.10918,100.684,103.088,3.51348,103.089,103.854
20,1,20,9,1,0.750000,3,1.0,19.0,103.856,3.0,1.03123,104.887,107.385,3.52897,107.385,108.15
21,1,21,7,1,0.750000,3,1.0,20.0,108.152,3.0,1.02162,109.174,111.666,3.51344,111.666,112.431
22,1,22,9,1,0.750000,3,1.0,21.0,112.433,3.0,1.02752,113.461,115.946,3.51343,115.947,116.712
23,1,23,1,1,0.750000,3,1.0,22.0,116.714,2.0,1.01682,117.731,120.243,3.5291,120.243,121.009
24,1,24,5,1,10,3,1.0,23.0,121.011,3.0,1.02387,122.035,124.524,3.51346,124.524,134.539
25,1,25,7,3,0.750000,4,1.0,24.0,134.542,3.0,1.01988,135.562,138.054,3.51209,138.055,138.82
26,1,26,10,3,0.750000,4,1.0,25.0,138.824,3.0,1.02555,139.849,142.335,3.51184,142.336,143.101
27,1,27,8,3,0.750000,4,1.0,26.0,143.103,3.0,1.03286,144.136,146.632,3.52888,146.632,147.397
28,1,28,2,3,0.750000,4,1.0,27.0,147.4,2.0,1.0232,148.423,150.913,3.51327,150.913,151.678
29,1,29,9,3,0.750000,4,1.0,28.0,151.681,3.0,1.19617,152.877,155.193,3.5132,155.194,155.959
30,1,30,9,3,0.750000,4,1.0,29.0,155.961,3.0,1.0185,156.98,159.474,3.51335,159.475,160.24
31,1,31,6,3,0.750000,4,1.0,30.0,160.242,3.0,1.32484,161.567,163.755,3.51333,163.756,164.521
32,1,32,7,3,8,4,1.0,31.0,164.523,3.0,1.03021,165.554,168.036,3.51332,168.037,176.051
33,1,33,10,2,0.750000,5,1.0,32.0,176.055,3.0,1.02469,177.08,179.567,3.51202,179.567,180.332
34,1,34,2,2,0.750000,5,1.0,33.0,180.335,2.0,1.03185,181.367,183.863,3.52889,183.864,184.629
35,1,35,5,2,0.750000,5,1.0,34.0,184.631,3.0,1.02205,185.653,188.144,3.51325,188.145,188.91
36,1,36,8,2,0.750000,5,1.0,35.0,188.912,3.0,1.0283,189.941,192.425,3.51329,192.426,193.191
37,1,37,8,2,0.750000,5,1.0,36.0,193.193,3.0,1.23435,194.428,196.722,3.52887,196.722,197.487
38,1,38,8,2,0.750000,5,1.0,37.0,197.49,3.0,1.02448,198.514,201.003,3.51334,201.003,201.768
39,1,39,7,2,0.750000,5,1.0,38.0,201.771,3.0,1.03017,202.801,205.284,3.51332,205.284,206.049
40,1,40,7,2,12,5,1.0,39.0,206.052,3.0,1.01946,207.071,209.564,3.51333,209.565,221.579
41,1,41,9,1,0.750000,6,1.0,40.0,221.583,3.0,1.25162,222.834,225.11,3.52792,225.111,225.876
42,1,42,6,1,0.750000,6,1.0,41.0,225.878,3.0,1.14268,227.021,229.407,3.52898,229.407,230.172
43,1,43,3,1,0.750000,6,1.0,42.0,230.175,2.0,1.03271,231.207,233.703,3.529,233.704,234.469
44,1,44,8,1,0.750000,6,1.0,43.0,234.471,3.0,1.02311,235.494,237.984,3.51341,237.985,238.75
45,1,45,10,1,0.750000,6,1.0,44.0,238.752,3.0,1.02901,239.781,242.265,3.51342,242.266,243.031
46,1,46,8,1,0.750000,6,1.0,45.0,243.033,3.0,1.01829,244.051,246.546,3.51347,246.547,247.312
47,1,47,9,1,0.750000,6,1.0,46.0,247.314,3.0,1.02411,248.338,250.827,3.51337,250.828,251.593
48,1,48,8,1,8,6,1.0,47.0,251.595,3.0,1.24685,252.842,255.108,3.51349,255.108,263.123
