TrialNumber,IsFairBlock,Trialn,Offer,Partner,ITI,Blockn,ran,order,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,0,1,3,1,0.750000,1,1.0,0.0,4.00703,2.0,2.94424,6.95127,7.52002,3.51363,7.52084,8.27009
2,0,2,3,1,0.750000,1,1.0,1.0,8.2733,2.0,1.60885,9.88215,11.8018,3.52895,11.8024,12.5518
3,0,3,5,1,0.750000,1,1.0,2.0,12.5546,2.0,2.30744,14.862,16.0678,3.5137,16.0684,16.8179
4,0,4,10,1,0.750000,1,1.0,3.0,16.8207,3.0,1.65422,18.4749,20.3339,3.51366,20.3345,21.084
5,0,5,4,1,0.750000,1,1.0,4.0,21.0868,2.0,1.08522,22.1721,24.5999,3.51404,24.6012,25.3657
6,0,6,1,1,0.750000,1,1.0,5.0,25.3685,2.0,1.23324,26.6018,28.8817,3.51359,28.8823,29.6317
7,0,7,4,1,0.750000,1,1.0,6.0,29.6345,2.0,1.63016,31.2647,33.1477,3.51368,33.1483,33.8978
8,0,8,1,1,12,1,1.0,7.0,33.9006,2.0,1.54469,35.4453,37.4138,3.51365,37.4144,49.4151
9,0,9,4,2,0.750000,2,1.0,8.0,49.4192,999.0,999.0,999.0,52.4305,3.52752,52.9469,53.6968
10,0,10,2,2,0.750000,2,1.0,9.0,53.7002,2.0,1.11201,54.8122,57.2128,3.51311,57.2134,57.9629
11,0,11,3,2,0.750000,2,1.0,10.0,57.9662,2.0,1.35943,59.3256,61.4945,3.52883,61.4952,62.2446
12,0,12,2,2,0.750000,2,1.0,11.0,62.2478,2.0,2.38937,64.6372,65.7606,3.51323,65.7612,66.5107
13,0,13,5,2,0.750000,2,1.0,12.0,66.5139,3.0,1.02061,67.5346,70.0267,3.51319,70.0273,70.7767
14,0,14,3,2,0.750000,2,1.0,13.0,70.7801,3.0,1.01767,71.7978,74.3084,3.52873,74.309,75.0584
