filename	operator	randstr
anat/sub-117_T2w.nii.gz		05723543
anat/sub-117_T1w.nii.gz		50a2ff69
fmap/sub-117_magnitude1.nii.gz		68dd1835
fmap/sub-117_magnitude2.nii.gz		68dd1835
fmap/sub-117_phasediff.nii.gz		20965def
func/sub-117_task-trust_run-01_bold.nii.gz		9bfecd58
func/sub-117_task-trust_run-02_bold.nii.gz		406b2cf8
func/sub-117_task-trust_run-03_bold.nii.gz		766604c7
func/sub-117_task-trust_run-04_bold.nii.gz		fe677ce5
func/sub-117_task-trust_run-05_bold.nii.gz		52f96a16
