TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,1,1,2,2,5.000000e-01,0,1.0,0.0,4.01914,3.0,0,6.54039,low,2.52125,0.47875,7.07451,9.27003,9.27022,11.2758,7.25664,11.2761,13.2681
2,2,0,2,6,4,2,0,1.0,1.0,13.3367,2.0,4,15.5637,high,2.22705,0.772946,16.0923,20.0996,20.1138,22.1161,8.7794,22.1163,28.0899
3,3,0,1,2,0,5.000000e-01,4,1.0,2.0,28.1107,2.0,0,29.8059,low,1.69523,1.30477,30.3389,33.3661,33.3663,35.3777,7.26704,35.378,37.3622
4,4,0,1,2,8,2,2,1.0,3.0,37.3764,3.0,2,39.0299,low,1.65346,1.34654,39.5619,44.1301,44.1453,46.1376,8.76118,46.1379,48.135
5,5,0,1,2,4,5.000000e-01,2,1.0,4.0,48.1432,3.0,2,49.8534,low,1.71019,1.28981,50.3847,53.3922,53.3924,55.4084,7.26518,55.4087,57.3936
6,6,1,2,6,8,5.000000e-01,2,1.0,5.0,57.4687,3.0,2,59.1938,low,1.72509,1.27491,59.7314,62.7339,62.7496,64.7604,7.29167,64.7606,70.723
7,7,0,2,2,4,2,2,1.0,6.0,70.8013,3.0,2,72.604,low,1.80264,1.19736,73.1393,77.5571,77.5715,79.572,8.77064,79.5723,81.5541
8,8,0,3,8,0,5.000000e-01,2,1.0,7.0,81.6227,3.0,2,83.2615,high,1.6388,1.3612,83.7807,86.8867,86.9019,88.9006,7.27786,88.9008,96.8821
9,9,1,3,4,4,5.000000e-01,0,1.0,8.0,96.9681,2.0,4,98.8226,high,1.85453,1.14547,99.3548,102.224,102.24,104.252,7.28387,104.252,108.22
10,10,1,3,4,0,2,2,1.0,9.0,108.289,3.0,2,109.865,high,1.57545,1.42455,110.396,115.039,115.039,117.049,8.75933,117.049,121.044
11,11,0,3,6,8,2,2,1.0,10.0,121.109,2.0,8,123.423,high,2.31442,0.685584,123.959,127.857,127.872,129.876,8.76711,129.876,135.858
12,12,0,1,2,8,2,0,1.0,11.0,135.876,3.0,0,137.317,low,1.44169,1.55831,137.851,142.639,142.639,144.651,8.7747,144.651,146.629
13,13,1,2,4,8,3.500000e+00,0,1.0,12.0,146.69,3.0,0,148.858,low,2.16818,0.831824,149.374,154.94,154.94,156.943,10.2535,156.943,160.943
14,14,1,1,2,0,5.000000e-01,4,1.0,13.0,160.965,2.0,0,162.634,low,1.66908,1.33092,163.164,166.223,166.223,168.23,7.26509,168.23,170.218
15,15,1,2,4,4,5.000000e-01,2,1.0,14.0,170.291,3.0,2,172.575,low,2.28389,0.716107,173.104,175.552,175.565,177.558,7.26681,177.558,181.54
16,16,0,3,2,4,3.500000e+00,8,1.0,15.0,181.61,2.0,4,183.366,low,1.75622,1.24378,183.889,189.86,189.875,191.885,10.2757,191.885,193.864
17,17,0,2,4,0,3.500000e+00,8,1.0,16.0,193.933,2.0,0,195.858,low,1.9243,1.0757,196.386,202.196,202.196,204.198,10.2642,204.198,208.182
18,18,1,2,4,4,5.000000e-01,0,1.0,17.0,208.253,999.0,999,211.269,999,0.0,0.0,211.283,213.506,999.0,999.0,790.747,215.529,219.51
19,19,0,1,2,8,2,4,1.0,18.0,219.531,3.0,4,221.142,low,1.61088,1.38912,221.665,226.286,226.299,228.304,8.77248,228.304,230.276
20,20,0,3,4,0,2,4,1.0,19.0,230.344,3.0,4,231.782,high,1.43829,1.56171,232.312,237.103,237.118,239.112,8.76758,239.112,243.098
21,21,1,1,2,8,3.500000e+00,4,1.0,20.0,243.114,3.0,4,245.628,low,2.51466,0.485337,246.156,251.377,251.393,253.408,10.2944,253.408,255.362
22,22,1,2,4,8,3.500000e+00,4,1.0,21.0,255.423,3.0,4,257.118,low,1.69439,1.30561,257.644,263.666,263.681,265.685,10.2616,265.685,269.675
23,23,1,3,4,2,5.000000e-01,8,1.0,22.0,269.753,3.0,8,272.212,high,2.45934,0.540661,272.741,275.016,275.032,277.041,7.28829,277.041,281.015
24,24,1,3,2,4,5.000000e-01,8,1.0,23.0,281.079,2.0,4,283.02,low,1.94124,1.05876,283.544,286.342,286.342,288.346,7.26726,288.346,290.323
25,25,0,1,2,0,5.000000e-01,2,1.0,24.0,290.344,2.0,0,292.727,low,2.38253,0.617472,293.26,295.596,295.597,297.612,7.26721,297.612,299.593
26,26,0,2,2,4,5.000000e-01,8,1.0,25.0,299.667,2.0,4,301.2,low,1.53254,1.46746,301.742,304.917,304.931,306.922,7.2548,306.922,308.927
27,27,0,2,2,0,2,2,1.0,26.0,308.998,3.0,2,310.956,high,1.95762,1.04238,311.499,315.738,315.738,317.743,8.74418,317.743,319.748
28,28,0,3,8,8,5.000000e-01,0,1.0,27.0,319.822,2.0,8,321.631,high,1.80818,1.19182,322.169,325.077,325.092,327.095,7.27261,327.095,335.082
29,29,1,3,2,2,5.000000e-01,4,1.0,28.0,335.169,3.0,4,336.691,high,1.52195,1.47805,337.223,340.432,340.448,342.457,7.28799,342.457,344.432
