TrialNumber,IsFairBlock,Trialn,Offer,Partner,ITI,Blockn,ran,order,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,0,1,3,1,0.750000,1,1.0,0.0,4.00588,2.0,2.75204,6.75792,7.53279,3.52766,7.53372,8.29984
2,0,2,8,1,0.750000,1,1.0,1.0,8.30322,3.0,2.46767,10.7709,11.8153,3.51274,11.8161,12.5822
3,0,3,3,1,0.750000,1,1.0,2.0,12.5852,2.0,2.0662,14.6514,16.112,3.52734,16.1127,16.8632
4,0,4,5,1,0.750000,1,1.0,3.0,16.8661,2.0,2.24822,19.1143,20.3791,3.51349,20.3797,21.1449
5,0,5,4,1,0.750000,1,1.0,4.0,21.148,2.0,2.74558,23.8936,24.66,3.51255,24.6607,25.4244
6,0,6,3,1,0.750000,1,1.0,5.0,25.4272,3.0,2.44618,27.8734,28.9459,3.51915,28.9465,29.7048
7,0,7,4,1,0.750000,1,1.0,6.0,29.7077,3.0,1.79601,31.5037,33.2211,3.51392,33.2218,33.9868
8,0,8,3,1,8,1,1.0,7.0,33.9899,2.0,1.71037,35.7002,37.5127,3.52333,37.5133,45.519
9,1,9,9,1,0.750000,2,1.0,8.0,45.5221,3.0,1.93549,47.4576,49.0431,3.52147,49.0437,49.8008
10,1,10,7,1,0.750000,2,1.0,9.0,49.8037,2.0,1.53393,51.3376,53.3303,3.5271,53.3309,54.096
11,1,11,10,1,0.750000,2,1.0,10.0,54.099,3.0,1.53527,55.6343,57.613,3.51447,57.6136,58.3803
12,1,12,9,1,0.750000,2,1.0,11.0,58.3831,2.0,2.04747,60.4306,61.9086,3.526,61.9092,62.6758
13,1,13,3,1,0.750000,2,1.0,12.0,62.6786,2.0,1.0655,63.7441,66.1914,3.51322,66.192,66.9571
14,1,14,7,1,0.750000,2,1.0,13.0,66.9601,3.0,2.16286,69.1229,70.487,3.52741,70.4876,71.254
15,1,15,9,1,0.750000,2,1.0,14.0,71.2568,3.0,1.57977,72.8366,74.7707,3.51434,74.7713,75.5388
