TrialNumber,IsFairBlock,Trialn,Offer,Partner,ITI,Blockn,ran,order,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,1,6,1,0.750000,1,1.0,0.0,4.00768,999.0,999.0,999.0,7.01942,3.54381,7.55194,8.31714
2,1,2,9,1,0.750000,1,1.0,1.0,8.32057,3.0,1.39693,9.71749,11.8331,3.51312,11.8338,12.5988
3,1,3,8,1,0.750000,1,1.0,2.0,12.6019,3.0,1.02869,13.6306,16.1148,3.51335,16.1154,16.8805
4,1,4,10,1,0.750000,1,1.0,3.0,16.8834,3.0,1.02699,17.9104,20.3965,3.51361,20.3971,21.1623
5,1,5,7,1,0.750000,1,1.0,4.0,21.1651,2.0,1.02521,22.1903,24.6782,3.51355,24.6788,25.444
6,1,6,4,1,0.750000,1,1.0,5.0,25.4468,2.0,1.02333,26.4701,28.9599,3.5136,28.9605,29.7257
7,1,7,7,1,0.750000,1,1.0,6.0,29.7285,2.0,1.1883,30.9168,33.2573,3.52926,33.2579,34.023
8,1,8,7,1,8,1,1.0,7.0,34.0259,2.0,1.02047,35.0463,37.539,3.5136,37.5396,45.5555
9,0,9,1,2,0.750000,2,1.0,8.0,45.5597,2.0,1.31051,46.8702,49.0715,3.51221,49.0721,49.8372
10,0,10,3,2,0.750000,2,1.0,9.0,49.8408,2.0,1.02602,50.8668,53.3532,3.51285,53.3538,54.1189
11,0,11,5,2,0.750000,2,1.0,10.0,54.1223,2.0,1.02414,55.1464,57.6349,3.51307,57.6355,58.4006
12,0,12,2,2,0.750000,2,1.0,11.0,58.404,2.0,1.03979,59.4437,61.9166,3.51309,61.9172,62.6823
13,0,13,4,2,0.750000,2,1.0,12.0,62.6856,2.0,1.02097,63.7066,66.1983,3.51312,66.1989,66.964
14,0,14,3,2,0.750000,2,1.0,13.0,66.9676,2.0,1.01947,67.9871,70.4799,3.5127,70.4805,71.2457
15,0,15,1,2,0.750000,2,1.0,14.0,71.2491,2.0,1.01687,72.2659,74.7773,3.52873,74.7779,75.543
16,0,16,10,2,10,2,1.0,15.0,75.5464,3.0,1.81566,77.3621,79.059,3.51315,79.0597,89.0756
17,1,17,7,3,0.750000,3,1.0,16.0,89.0804,2.0,1.754,90.8344,92.5916,3.51166,92.5922,93.3574
18,1,18,7,3,0.750000,3,1.0,17.0,93.3614,2.0,1.01962,94.381,96.8734,3.5125,96.874,97.6391
19,1,19,9,3,0.750000,3,1.0,18.0,97.643,3.0,1.25137,98.8943,101.171,3.52842,101.172,101.937
20,1,20,6,3,0.750000,3,1.0,19.0,101.94,2.0,1.01696,102.957,105.468,3.52834,105.469,106.234
21,1,21,9,3,0.750000,3,1.0,20.0,106.238,3.0,1.03293,107.271,109.765,3.52817,109.766,110.531
22,1,22,2,3,0.750000,3,1.0,21.0,110.535,2.0,1.03195,111.567,114.063,3.52833,114.063,114.828
23,1,23,10,3,0.750000,3,1.0,22.0,114.833,3.0,1.03066,115.863,118.36,3.52794,118.361,119.126
24,1,24,10,3,8,3,1.0,23.0,119.129,3.0,1.03033,120.16,122.657,3.52855,122.658,130.674
25,0,25,4,1,0.750000,4,1.0,24.0,130.678,2.0,1.42289,132.101,134.206,3.52856,134.206,134.971
26,0,26,5,1,0.750000,4,1.0,25.0,134.974,2.0,1.33905,136.313,138.487,3.51345,138.488,139.253
27,0,27,1,1,0.750000,4,1.0,26.0,139.256,2.0,1.02077,140.277,142.769,3.5136,142.77,143.535
28,0,28,3,1,0.750000,4,1.0,27.0,143.538,2.0,1.01849,144.556,147.051,3.51319,147.051,147.816
29,0,29,2,1,0.750000,4,1.0,28.0,147.819,2.0,1.01726,148.836,151.348,3.52932,151.349,152.114
30,0,30,3,1,0.750000,4,1.0,29.0,152.117,2.0,1.11637,153.233,155.63,3.5136,155.63,156.395
31,0,31,8,1,0.750000,4,1.0,30.0,156.399,3.0,2.0801,158.479,159.927,3.52887,159.928,160.693
32,0,32,1,1,12,4,1.0,31.0,160.696,2.0,1.02994,161.726,164.209,3.51338,164.209,176.226
33,0,33,7,3,0.750000,5,1.0,32.0,176.23,3.0,1.6493,177.879,179.742,3.5119,179.742,180.508
34,0,34,2,3,0.750000,5,1.0,33.0,180.511,2.0,1.03137,181.543,184.039,3.52824,184.04,184.805
35,0,35,4,3,0.750000,5,1.0,34.0,184.808,2.0,1.08129,185.889,188.321,3.51294,188.321,189.086
36,0,36,6,3,0.750000,5,1.0,35.0,189.09,2.0,1.24558,190.336,192.602,3.5125,192.603,193.368
37,0,37,1,3,0.750000,5,1.0,36.0,193.372,2.0,1.027,194.399,196.884,3.51275,196.885,197.65
38,0,38,3,3,0.750000,5,1.0,37.0,197.653,2.0,1.02511,198.679,201.166,3.51281,201.166,201.931
39,0,39,1,3,0.750000,5,1.0,38.0,201.935,2.0,1.02347,202.959,205.448,3.51281,205.448,206.213
40,0,40,2,3,12,5,1.0,39.0,206.217,2.0,1.02162,207.238,209.729,3.5128,209.73,221.746
41,1,41,10,1,0.750000,6,1.0,40.0,221.75,3.0,1.30866,223.059,225.262,3.51261,225.263,226.028
42,1,42,8,1,0.750000,6,1.0,41.0,226.031,3.0,1.30759,227.338,229.544,3.51323,229.544,230.31
43,1,43,10,1,0.750000,6,1.0,42.0,230.312,3.0,1.20634,231.519,233.826,3.51357,233.826,234.591
44,1,44,6,1,0.750000,6,1.0,43.0,234.594,2.0,1.98727,236.581,238.107,3.51351,238.108,238.873
45,1,45,9,1,0.750000,6,1.0,44.0,238.876,3.0,1.40226,240.278,242.389,3.51327,242.389,243.155
46,1,46,9,1,0.750000,6,1.0,45.0,243.158,3.0,1.01707,244.175,246.686,3.5292,246.687,247.452
47,1,47,7,1,0.750000,6,1.0,46.0,247.455,2.0,1.74935,249.204,250.968,3.51341,250.968,251.734
48,1,48,2,1,10,6,1.0,47.0,251.737,2.0,1.46339,253.201,255.25,3.51288,255.25,265.266
49,0,49,1,1,0.750000,7,1.0,48.0,265.269,2.0,1.05453,266.324,268.782,3.51354,268.783,269.548
50,0,50,2,1,0.750000,7,1.0,49.0,269.551,2.0,1.48474,271.036,273.08,3.52915,273.08,273.845
51,0,51,1,1,0.750000,7,1.0,50.0,273.848,2.0,1.23429,275.083,277.377,3.52903,277.378,278.143
52,0,52,2,1,0.750000,7,1.0,51.0,278.145,2.0,1.60015,279.746,281.659,3.5138,281.659,282.424
53,0,53,8,1,0.750000,7,1.0,52.0,282.427,3.0,2.09773,284.525,285.94,3.51332,285.941,286.706
54,0,54,3,1,0.750000,7,1.0,53.0,286.709,2.0,1.02966,287.739,290.222,3.51366,290.223,290.988
55,0,55,3,1,0.750000,7,1.0,54.0,290.991,2.0,1.02768,292.018,294.504,3.51355,294.504,295.27
56,0,56,5,1,10,7,1.0,55.0,295.272,2.0,1.16057,296.433,298.786,3.5136,298.786,308.802
57,0,57,1,2,0.750000,8,1.0,56.0,308.807,2.0,1.2142,310.021,312.318,3.51206,312.319,313.084
58,0,58,3,2,0.750000,8,1.0,57.0,313.088,2.0,1.0295,314.117,316.6,3.51287,316.601,317.366
59,0,59,4,2,0.750000,8,1.0,58.0,317.369,2.0,1.02802,318.397,320.882,3.51322,320.882,321.647
60,0,60,3,2,0.750000,8,1.0,59.0,321.651,2.0,1.0262,322.677,325.163,3.51333,325.164,325.929
61,0,61,9,2,0.750000,8,1.0,60.0,325.933,999.0,999.0,999.0,328.938,3.52771,329.461,330.226
62,0,62,4,2,0.750000,8,1.0,61.0,330.23,2.0,1.0235,331.253,333.742,3.5134,333.743,334.508
63,0,63,6,2,0.750000,8,1.0,62.0,334.512,2.0,1.40447,335.916,338.024,3.51308,338.025,338.79
64,0,64,4,2,8,8,1.0,63.0,338.793,2.0,1.25288,340.046,342.306,3.51285,342.306,350.322
65,1,65,10,2,0.750000,9,1.0,64.0,350.326,999.0,999.0,999.0,353.335,3.5283,353.854,354.604
66,1,66,10,2,0.750000,9,1.0,65.0,354.608,999.0,999.0,999.0,357.615,3.52817,358.136,358.901
67,1,67,2,2,0.750000,9,1.0,66.0,358.904,2.0,1.02515,359.93,362.417,3.5133,362.418,363.183
68,1,68,8,2,0.750000,9,1.0,67.0,363.187,999.0,999.0,999.0,366.191,3.5279,366.715,367.48
69,1,69,9,2,0.750000,9,1.0,68.0,367.484,3.0,1.65494,369.139,370.996,3.51315,370.997,371.762
70,1,70,5,2,0.750000,9,1.0,69.0,371.766,2.0,2.45254,374.218,375.294,3.52869,375.294,376.06
71,1,71,10,2,0.750000,9,1.0,70.0,376.063,3.0,1.15244,377.215,379.575,3.51306,379.576,380.341
72,1,72,9,2,12,9,1.0,71.0,380.345,3.0,1.06759,381.412,383.857,3.51291,383.858,395.874
TrialNumber,IsFairBlock,Trialn,Offer,Partner,ITI,Blockn,ran,order,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,1,6,1,0.750000,1,1.0,0.0,4.00696,2.0,1.27057,5.27753,7.51966,3.51339,7.52053,8.28535
2,1,2,9,1,0.750000,1,1.0,1.0,8.28859,3.0,1.50186,9.79046,11.817,3.5289,11.8176,12.5671
3,1,3,8,1,0.750000,1,1.0,2.0,12.5701,3.0,1.01698,13.5871,16.0986,3.52892,16.0992,16.8488
4,1,4,10,1,0.750000,1,1.0,3.0,16.8517,3.0,1.03208,17.8838,20.3804,3.52919,20.381,21.1305
5,1,5,7,1,0.750000,1,1.0,4.0,21.1334,2.0,1.0301,22.1635,24.6465,3.51356,24.6473,25.4122
6,1,6,4,1,0.750000,1,1.0,5.0,25.415,2.0,1.02828,26.4433,28.9281,3.51351,28.9287,29.6783
7,1,7,7,1,0.750000,1,1.0,6.0,29.6812,2.0,1.02508,30.7063,33.1943,3.51354,33.1949,33.9442
8,1,8,7,1,8,1,1.0,7.0,33.9476,2.0,1.0219,34.9695,37.4603,3.51322,37.4609,45.4612
9,0,9,1,2,0.750000,2,1.0,8.0,45.4651,2.0,1.02812,46.4933,48.9771,3.51239,48.9777,49.7273
10,0,10,3,2,0.750000,2,1.0,9.0,49.7307,2.0,1.02586,50.7565,53.2433,3.51311,53.2439,53.9932
11,0,11,5,2,0.750000,2,1.0,10.0,53.9968,2.0,1.02284,55.0197,57.5093,3.51299,57.51,58.2594
12,0,12,2,2,0.750000,2,1.0,11.0,58.2631,2.0,1.01976,59.2828,61.7754,3.51284,61.7761,62.5255
13,0,13,4,2,0.750000,2,1.0,12.0,62.5288,2.0,1.40053,63.9293,66.0415,3.51324,66.0421,66.8071
14,0,14,3,2,0.750000,2,1.0,13.0,66.8103,2.0,1.03209,67.8424,70.3388,3.52899,70.3395,71.0888
