TrialNumber,Trialn,Feedback,ITI,Partner,BlockType,Blockn,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,3,0.750000,1,1,1,1.0,0.0,4.01708,0.0,999.0,999.0,999.0,6.51867,7.54859,3.53152,7.54883,8.30292
2,2,1,0.750000,1,1,1,1.0,1.0,8.30679,0.0,999.0,999.0,999.0,10.8222,11.8461,3.53928,11.8463,12.6065
3,3,1,0.750000,1,1,1,1.0,2.0,12.6091,0.0,999.0,999.0,999.0,15.1258,16.1286,3.51952,16.1288,16.8933
4,4,1,0.750000,1,1,1,1.0,3.0,16.896,3.0,19.1957,2.29976,1.0,19.4123,20.424,3.52804,20.4242,21.1802
5,5,2,0.750000,1,1,1,1.0,4.0,21.1829,2.0,22.6483,1.46547,5.0,23.7003,24.7044,3.52152,24.7046,25.4675
6,6,1,0.750000,1,1,1,1.0,5.0,25.4702,2.0,27.0692,1.59904,9.0,27.9967,29.0005,3.53036,29.0007,29.754
7,7,1,0.750000,1,1,1,1.0,6.0,29.7568,3.0,30.7553,0.998528,4.0,32.2761,33.2807,3.52392,33.2809,34.041
8,8,1,8,1,1,1,1.0,7.0,34.0437,3.0,34.7919,0.748228,1.0,36.5576,37.5613,3.51761,37.5615,45.567
9,9,1,0.750000,3,5,2,1.0,8.0,45.8074,3.0,47.4687,1.66137,4.0,48.3185,49.336,3.52869,49.3364,50.0872
10,10,1,0.750000,3,5,2,1.0,9.0,50.3202,2.0,51.3056,0.98542,6.0,52.8331,53.8382,3.518,53.8384,54.591
11,11,1,0.750000,3,5,2,1.0,10.0,54.7906,3.0,55.5922,0.80161,2.0,57.3027,58.3199,3.52925,58.3201,59.0782
12,12,1,0.750000,3,5,2,1.0,11.0,59.2729,3.0,60.6131,1.34013,3.0,61.7879,62.7911,3.51813,62.7913,63.5487
13,13,1,0.750000,3,5,2,1.0,12.0,63.7437,2.0,64.3829,0.63921,9.0,66.2555,67.2751,3.53139,67.2753,68.0355
14,14,3,0.750000,3,5,2,1.0,13.0,68.2293,2.0,69.7537,1.52447,4.0,70.7308,71.7419,3.5126,71.7421,72.5058
15,15,2,0.750000,3,5,2,1.0,14.0,72.705,2.0,73.5399,0.834913,5.0,75.2242,76.2273,3.5223,76.2275,76.9928
16,16,1,10,3,5,2,1.0,15.0,77.1876,3.0,78.0938,0.906283,2.0,79.7067,80.713,3.52539,80.7131,90.7209
17,17,3,0.750000,3,6,3,1.0,16.0,90.9829,2.0,91.722,0.739147,2.0,93.4989,94.5094,3.52647,94.5096,95.2745
18,18,3,0.750000,3,6,3,1.0,17.0,95.4769,2.0,96.7928,1.31593,4.0,97.9911,98.9958,3.51887,98.9959,99.7616
19,19,3,0.750000,3,6,3,1.0,18.0,99.9574,2.0,100.629,0.671735,2.0,102.476,103.493,3.53591,103.494,104.249
20,20,3,0.750000,3,6,3,1.0,19.0,104.459,2.0,104.999,0.540511,3.0,106.977,107.995,3.53574,107.995,108.752
21,21,3,0.750000,3,6,3,1.0,20.0,108.946,2.0,109.536,0.590411,3.0,111.475,112.494,3.5478,112.494,113.256
22,22,3,0.750000,3,6,3,1.0,21.0,113.451,3.0,114.324,0.872668,6.0,115.961,116.964,3.51246,116.964,117.726
23,23,1,0.750000,3,6,3,1.0,22.0,117.92,3.0,118.477,0.556776,1.0,120.443,121.464,3.54335,121.464,122.214
24,24,1,12,3,6,3,1.0,23.0,122.425,2.0,122.899,0.473378,9.0,124.946,125.95,3.52445,125.95,137.96
25,25,1,0.750000,2,3,4,1.0,24.0,138.236,2.0,139.611,1.37548,6.0,140.753,141.756,3.52021,141.756,142.513
26,26,1,0.750000,2,3,4,1.0,25.0,142.724,3.0,143.348,0.623259,4.0,145.234,146.254,3.52916,146.254,147.017
27,27,2,0.750000,2,3,4,1.0,26.0,147.222,2.0,147.685,0.462774,5.0,149.751,150.755,3.53354,150.756,151.521
28,28,3,0.750000,2,3,4,1.0,27.0,151.724,2.0,152.355,0.631181,4.0,154.234,155.254,3.53025,155.254,156.008
29,29,1,0.750000,2,3,4,1.0,28.0,156.219,2.0,156.742,0.522935,7.0,158.736,159.739,3.52035,159.74,160.495
30,30,1,0.750000,2,3,4,1.0,29.0,160.698,2.0,161.546,0.848085,7.0,163.22,164.223,3.52479,164.223,164.982
31,31,1,0.750000,2,3,4,1.0,30.0,165.188,3.0,165.799,0.611764,2.0,167.7,168.708,3.52082,168.709,169.469
32,32,1,12,2,3,4,1.0,31.0,169.675,3.0,170.137,0.461796,3.0,172.205,173.223,3.5482,173.223,185.232
33,33,3,0.750000,2,4,5,1.0,32.0,185.503,2.0,186.316,0.813029,3.0,188.01,189.013,3.51017,189.014,189.769
34,34,1,0.750000,2,4,5,1.0,33.0,189.971,2.0,190.821,0.849123,7.0,192.493,193.512,3.54078,193.512,194.273
35,35,3,0.750000,2,4,5,1.0,34.0,194.481,2.0,195.14,0.659697,3.0,196.996,197.998,3.51771,197.999,198.76
36,36,3,0.750000,2,4,5,1.0,35.0,198.967,2.0,199.544,0.577299,4.0,201.478,202.497,3.5305,202.497,203.263
37,37,3,0.750000,2,4,5,1.0,36.0,203.466,2.0,204.098,0.63136,4.0,205.979,206.983,3.5163,206.983,207.733
38,38,3,0.750000,2,4,5,1.0,37.0,207.939,2.0,208.551,0.612147,3.0,210.448,211.451,3.51238,211.452,212.204
39,39,1,0.750000,2,4,5,1.0,38.0,212.406,2.0,212.922,0.51548,7.0,214.917,215.92,3.51405,215.92,216.674
40,40,3,10,2,4,5,1.0,39.0,216.877,2.0,217.442,0.564679,1.0,219.386,220.389,3.51204,220.389,230.402
41,41,1,0.750000,3,5,6,1.0,40.0,230.67,2.0,231.871,1.2007,6.0,233.198,234.218,3.548,234.218,234.973
42,42,1,0.750000,3,5,6,1.0,41.0,235.168,2.0,235.74,0.572834,9.0,237.669,238.686,3.51868,238.686,239.443
43,43,1,0.750000,3,5,6,1.0,42.0,239.638,3.0,240.344,0.706528,3.0,242.152,243.156,3.51859,243.156,243.913
44,44,2,0.750000,3,5,6,1.0,43.0,244.109,2.0,244.681,0.571864,5.0,246.635,247.702,3.5926,247.702,248.467
45,45,1,0.750000,3,5,6,1.0,44.0,248.694,2.0,249.301,0.607943,7.0,251.199,252.203,3.50935,252.203,252.954
46,46,1,0.750000,3,5,6,1.0,45.0,253.147,3.0,253.955,0.808151,2.0,255.667,256.687,3.54027,256.688,257.441
47,47,1,0.750000,3,5,6,1.0,46.0,257.635,2.0,258.142,0.507197,8.0,260.153,261.157,3.52141,261.157,261.911
48,48,3,10,3,5,6,1.0,47.0,262.106,2.0,262.862,0.756504,3.0,264.62,265.639,3.53273,265.639,275.64
49,49,3,0.750000,1,2,7,1.0,48.0,275.65,2.0,276.507,0.85741,2.0,278.153,279.157,3.50737,279.157,279.909
50,50,3,0.750000,1,2,7,1.0,49.0,279.912,2.0,280.578,0.665359,2.0,282.434,283.438,3.5256,283.438,284.197
51,51,1,0.750000,1,2,7,1.0,50.0,284.199,2.0,284.714,0.514561,8.0,286.715,287.733,3.53372,287.733,288.483
52,52,3,0.750000,1,2,7,1.0,51.0,288.486,3.0,289.284,0.798535,8.0,290.995,292.013,3.52744,292.013,292.77
53,53,3,0.750000,1,2,7,1.0,52.0,292.773,3.0,293.371,0.598154,7.0,295.291,296.311,3.53775,296.311,297.074
54,54,3,0.750000,1,2,7,1.0,53.0,297.076,3.0,297.624,0.548079,7.0,299.587,300.605,3.52904,300.606,301.361
55,55,2,0.750000,1,2,7,1.0,54.0,301.363,3.0,302.145,0.781805,5.0,303.883,304.902,3.53829,304.902,305.664
56,56,3,8,1,2,7,1.0,55.0,305.667,3.0,306.248,0.581329,7.0,308.172,309.183,3.51565,309.183,317.19
57,57,3,0.750000,3,6,8,1.0,56.0,317.455,3.0,318.492,1.03694,7.0,319.972,320.977,3.52132,320.977,321.727
58,58,3,0.750000,3,6,8,1.0,57.0,321.982,3.0,322.629,0.646983,6.0,324.501,325.522,3.54014,325.522,326.281
59,59,3,0.750000,3,6,8,1.0,58.0,326.474,3.0,327.082,0.608089,6.0,328.988,329.991,3.51751,329.992,330.752
60,60,3,0.750000,3,6,8,1.0,59.0,330.957,3.0,331.602,0.645374,8.0,333.472,334.491,3.53398,334.491,335.255
61,61,3,0.750000,3,6,8,1.0,60.0,335.449,3.0,336.123,0.674307,7.0,337.957,338.975,3.52683,338.976,339.743
62,62,1,0.750000,3,6,8,1.0,61.0,339.939,3.0,340.41,0.470701,4.0,342.457,343.475,3.53599,343.475,344.229
63,63,1,0.750000,3,6,8,1.0,62.0,344.421,2.0,345.064,0.643145,7.0,346.942,347.945,3.52416,347.945,348.699
64,64,3,12,3,6,8,1.0,63.0,348.89,3.0,349.384,0.494104,9.0,351.409,352.429,3.53906,352.429,364.429
65,65,3,0.750000,2,4,9,1.0,64.0,364.711,3.0,365.847,1.13669,8.0,367.23,368.233,3.52281,368.234,368.999
66,66,3,0.750000,2,4,9,1.0,65.0,369.193,3.0,369.851,0.657351,6.0,371.699,372.717,3.52412,372.718,373.47
67,67,3,0.750000,2,4,9,1.0,66.0,373.666,3.0,374.388,0.72161,8.0,376.184,377.203,3.53646,377.203,377.957
68,68,3,0.750000,2,4,9,1.0,67.0,378.156,3.0,378.858,0.702041,9.0,380.668,381.673,3.51665,381.673,382.427
69,69,2,0.750000,2,4,9,1.0,68.0,382.63,3.0,383.328,0.69851,5.0,385.153,386.157,3.5272,386.157,386.915
70,70,3,0.750000,2,4,9,1.0,69.0,387.111,3.0,388.082,0.970906,6.0,389.622,390.626,3.51413,390.626,391.384
71,71,3,0.750000,2,4,9,1.0,70.0,391.581,3.0,392.469,0.888628,9.0,394.091,395.095,3.51412,395.095,395.855
72,72,1,8,2,4,9,1.0,71.0,396.058,3.0,396.856,0.798404,1.0,398.576,399.594,3.53661,399.595,407.598
