TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,0,2,2,8,5.000000e-01,0,1.0,0.0,4.23945,2.0,8,6.16656,high,1.92711,1.07289,6.71016,9.50147,9.51422,11.5087,7.26928,11.5091,13.4993
2,2,1,3,8,8,2,4,1.0,1.0,13.749,2.0,8,15.4414,high,1.69241,1.30759,15.9764,20.5093,20.5232,22.5133,8.7643,22.5136,30.4835
3,3,1,3,2,0,2,4,1.0,2.0,30.7357,3.0,4,32.5381,high,1.80247,1.19753,33.0674,37.4918,37.492,39.4953,8.75964,39.4956,41.473
4,4,0,1,6,0,5.000000e-01,2,1.0,3.0,41.4868,2.0,0,43.9477,low,2.46093,0.539074,44.4819,46.7397,46.7398,48.7316,7.24487,48.7319,54.737
5,5,1,3,2,8,5.000000e-01,0,1.0,4.0,54.9607,2.0,8,56.5914,high,1.6307,1.3693,57.135,60.2114,60.2116,62.216,7.25524,62.2163,64.2243
6,6,0,1,6,0,5.000000e-01,8,1.0,5.0,64.244,3.0,8,66.3662,high,2.12221,0.877793,66.9047,69.4922,69.506,71.5154,7.27147,71.5157,77.5042
7,7,1,2,4,8,3.500000e+00,0,1.0,6.0,77.7415,2.0,8,79.2768,high,1.53524,1.46476,79.7958,86.003,86.0164,88.0111,10.2695,88.0114,91.9941
8,8,1,3,4,2,5.000000e-01,8,1.0,7.0,92.2612,3.0,8,94.4228,high,2.16162,0.838377,94.9548,97.5123,97.526,99.5204,7.25923,99.5207,103.517
9,9,0,3,2,4,5.000000e-01,2,1.0,8.0,103.756,2.0,4,105.95,high,2.19367,0.80633,106.481,109.008,109.021,111.013,7.25673,111.013,113.02
10,10,0,1,2,4,5.000000e-01,0,1.0,9.0,113.034,2.0,4,115.006,high,1.97244,1.02756,115.542,118.287,118.301,120.296,7.26194,120.296,122.287
11,11,0,1,6,2,5.000000e-01,4,1.0,10.0,122.303,3.0,4,124.48,high,2.17777,0.822227,125.014,127.557,127.557,129.562,7.2595,129.562,135.538
12,12,1,1,2,4,5.000000e-01,8,1.0,11.0,135.555,999.0,999,138.558,999,0.0,0.0,138.572,140.807,999.0,999.0,863.445,142.826,144.802
13,13,1,3,2,4,2,2,1.0,12.0,145.012,2.0,4,146.832,high,1.81986,1.18014,147.374,151.765,151.779,153.772,8.75995,153.773,155.764
14,14,1,1,2,2,3.500000e+00,8,1.0,13.0,155.785,3.0,8,158.158,high,2.37288,0.627117,158.692,164.034,164.049,166.05,10.2648,166.05,168.041
15,15,0,2,4,8,5.000000e-01,2,1.0,14.0,168.284,2.0,8,170.218,high,1.93459,1.06541,170.753,173.528,173.542,175.536,7.25272,175.537,179.535
16,16,1,2,4,8,3.500000e+00,4,1.0,15.0,179.805,2.0,8,181.411,high,1.60583,1.39417,181.948,188.064,188.077,190.071,10.266,190.071,194.053
17,17,1,2,4,0,2,2,1.0,16.0,194.315,3.0,2,196.256,high,1.9414,1.0586,196.795,201.077,201.078,203.069,8.75396,203.069,207.068
18,18,0,3,2,8,5.000000e-01,2,1.0,17.0,207.292,2.0,8,209.651,high,2.3588,0.6412,210.173,212.557,212.569,214.564,7.27177,214.564,216.555
19,19,1,2,4,0,2,4,1.0,18.0,216.823,3.0,4,219.242,high,2.41879,0.581207,219.783,223.58,223.593,225.587,8.76399,225.587,229.584
20,20,0,2,2,0,5.000000e-01,4,1.0,19.0,229.83,3.0,4,231.919,high,2.08848,0.911516,232.453,235.078,235.09,237.096,7.26602,237.097,239.086
21,21,1,1,2,0,2,2,1.0,20.0,239.1,3.0,2,242.094,high,2.99346,0.00654188,242.628,245.86,245.875,247.884,8.784,247.885,249.858
22,22,0,1,2,8,5.000000e-01,2,1.0,21.0,249.867,3.0,2,252.219,low,2.35229,0.647713,252.757,255.11,255.123,257.119,7.25214,257.119,259.126
23,23,0,3,6,0,5.000000e-01,2,1.0,22.0,259.343,2.0,0,261.543,low,2.19985,0.800153,262.072,264.598,264.598,266.605,7.26171,266.605,272.595
24,24,0,3,6,4,5.000000e-01,0,1.0,23.0,272.826,2.0,4,275.655,high,2.8292,0.170803,276.199,278.082,278.095,280.088,7.26216,280.088,286.064
25,25,0,2,4,0,5.000000e-01,2,1.0,24.0,286.343,2.0,0,289.283,low,2.93929,0.0607054,289.826,291.599,291.599,293.605,7.26175,293.605,297.591
26,26,0,2,2,2,3.500000e+00,4,1.0,25.0,297.829,3.0,4,299.924,high,2.09598,0.904024,300.455,306.077,306.089,308.093,10.2647,308.094,310.084
27,27,1,1,2,2,2,4,1.0,26.0,310.094,3.0,4,312.285,high,2.19136,0.808642,312.826,316.844,316.859,318.865,8.7717,318.866,320.857
28,28,1,1,2,0,5.000000e-01,4,1.0,27.0,320.866,2.0,0,323.844,low,2.97848,0.0215241,324.368,326.111,326.111,328.118,7.25194,328.118,330.125
29,29,1,1,2,8,5.000000e-01,0,1.0,28.0,330.14,2.0,8,332.218,high,2.07806,0.921943,332.756,335.393,335.394,337.4,7.2599,337.4,339.391
30,30,1,3,2,2,3.500000e+00,0,1.0,29.0,339.604,999.0,999,342.61,999,0.0,0.0,342.624,347.856,999.0,999.0,659.396,349.865,351.857
31,31,1,2,4,4,3.500000e+00,2,1.0,30.0,352.126,2.0,4,354.186,high,2.05985,0.940152,354.723,360.387,360.4,362.394,10.2679,362.395,366.375
