TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,1,2,8,4,2,0,1.0,0.0,4.28887,2.0,4,5.64021,high,1.35134,1.64866,6.18539,11.0274,11.0461,13.0589,8.76998,13.0593,21.0441
2,2,0,1,2,8,5.000000e-01,0,1.0,1.0,21.069,3.0,0,22.8091,low,1.74014,1.25986,23.3424,26.3259,26.3261,28.3417,7.27275,28.3421,30.3263
3,3,1,1,4,8,3.500000e+00,0,1.0,2.0,30.3298,2.0,8,31.952,high,1.62219,1.37781,32.4844,38.5772,38.5968,40.6086,10.2788,40.609,44.5935
4,4,1,1,4,0,2,2,1.0,3.0,44.6138,3.0,2,45.9737,high,1.3599,1.6401,46.517,51.3598,51.36,53.3757,8.76189,53.376,57.3761
5,5,0,3,2,2,3.500000e+00,0,1.0,4.0,57.6771,2.0,2,58.8965,high,1.21941,1.78059,59.441,65.9239,65.9414,67.9553,10.2783,67.9557,69.9399
6,6,0,1,2,0,5.000000e-01,2,1.0,5.0,69.9733,3.0,2,71.1703,high,1.19703,1.80297,71.7069,75.2374,75.2549,77.2688,7.29554,77.2692,79.2378
7,7,1,2,2,2,2,0,1.0,6.0,79.4819,2.0,2,80.7958,high,1.31392,1.68608,81.3329,86.2229,86.2406,88.2544,8.77248,88.2547,90.239
8,8,0,1,2,4,5.000000e-01,8,1.0,7.0,90.2716,2.0,4,92.0359,low,1.76424,1.23576,92.5687,95.5364,95.5539,97.5679,7.29623,97.5682,99.5212
9,9,1,2,2,2,3.500000e+00,8,1.0,8.0,99.7654,3.0,8,101.411,high,1.64595,1.35405,101.945,108.006,108.025,110.038,10.2725,110.038,112.023
10,10,1,3,4,0,2,4,1.0,9.0,112.264,3.0,4,113.451,high,1.18699,1.81301,113.993,119.023,119.042,121.055,8.79027,121.055,125.024
11,11,0,2,2,0,5.000000e-01,4,1.0,10.0,125.298,3.0,4,126.524,high,1.22634,1.77366,127.057,130.556,130.573,132.587,7.28946,132.588,134.556
12,12,1,3,8,8,5.000000e-01,0,1.0,11.0,134.806,2.0,8,136.583,high,1.77654,1.22346,137.121,140.057,140.077,142.088,7.28216,142.089,150.058
13,13,0,1,2,2,5.000000e-01,8,1.0,12.0,150.089,2.0,2,151.42,low,1.33177,1.66823,151.966,155.34,155.358,157.371,7.28242,157.371,159.34
14,14,1,3,2,4,2,2,1.0,13.0,159.6,3.0,2,161.512,low,1.91226,1.08774,162.045,166.341,166.362,168.372,8.77237,168.373,170.357
15,15,1,2,6,4,2,2,1.0,14.0,170.578,3.0,2,171.854,low,1.276,1.724,172.391,177.326,177.344,179.358,8.7802,179.358,185.327
16,16,0,2,4,2,2,4,1.0,15.0,185.617,2.0,2,187.074,low,1.45706,1.54294,187.611,192.375,192.392,194.406,8.78892,194.407,198.376
17,17,0,3,2,2,2,4,1.0,16.0,198.655,2.0,2,200.297,low,1.64156,1.35844,200.83,205.408,205.425,207.439,8.78358,207.439,209.408
18,18,0,1,6,0,2,4,1.0,17.0,209.431,2.0,0,211.271,low,1.8404,1.1596,211.816,216.19,216.19,218.206,8.77483,218.206,224.191
19,19,1,2,2,4,3.500000e+00,8,1.0,18.0,224.48,2.0,4,226.076,low,1.59589,1.40411,226.615,232.723,232.741,234.754,10.2746,234.755,236.739
20,20,1,1,4,4,5.000000e-01,0,1.0,19.0,236.764,3.0,0,238.133,low,1.36851,1.63149,238.678,242.021,242.021,244.037,7.27219,244.037,248.021
21,21,0,2,2,2,5.000000e-01,8,1.0,20.0,248.308,2.0,2,249.956,low,1.64773,1.35227,250.493,253.553,253.57,255.585,7.27635,255.585,257.569
22,22,0,3,2,8,5.000000e-01,0,1.0,21.0,257.857,2.0,8,259.582,high,1.72462,1.27538,260.118,263.117,263.134,265.148,7.2913,265.149,267.117
23,23,0,2,2,8,5.000000e-01,4,1.0,22.0,267.359,3.0,4,268.874,low,1.51578,1.48422,269.416,272.618,272.635,274.649,7.29077,274.65,276.618
24,24,1,1,2,8,5.000000e-01,2,1.0,23.0,276.641,3.0,2,278.15,low,1.50859,1.49141,278.683,281.9,281.92,283.932,7.29036,283.932,285.901
25,25,1,1,4,4,5.000000e-01,8,1.0,24.0,285.92,3.0,8,287.292,high,1.37186,1.62814,287.835,291.167,291.167,293.183,7.26218,293.183,297.183
26,26,1,3,6,0,2,2,1.0,25.0,297.494,3.0,2,298.782,high,1.28828,1.71172,299.335,304.23,304.258,306.262,8.76779,306.262,312.247
27,27,0,3,2,4,5.000000e-01,8,1.0,26.0,312.519,3.0,8,314.02,high,1.50091,1.49909,314.565,317.779,317.806,319.81,7.29115,319.811,321.779
28,28,0,3,6,2,5.000000e-01,8,1.0,27.0,322.013,2.0,2,323.913,low,1.90039,1.09961,324.505,327.264,327.265,329.28,7.26704,329.28,335.265
29,29,0,3,4,4,3.500000e+00,0,1.0,28.0,335.553,3.0,0,336.935,low,1.38121,1.61879,337.471,343.813,343.813,345.829,10.2753,345.829,349.814
