Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,4,8,2,0,2,8
2,8,4,1,1,5.000000e-01,4
3,2,0,1,0,3.500000e+00,8
4,2,4,1,1,2,2
5,4,8,2,1,2,2
6,0,8,3,1,5.000000e-01,2
7,0,8,2,0,2,4
8,4,2,2,1,5.000000e-01,2
9,8,2,2,0,5.000000e-01,2
10,0,2,1,1,2,4
11,2,4,1,0,2,6
12,4,0,2,0,5.000000e-01,4
13,8,2,3,0,5.000000e-01,2
14,8,4,1,0,5.000000e-01,2
15,0,4,1,0,5.000000e-01,2
16,2,4,3,1,5.000000e-01,2
17,0,4,3,0,5.000000e-01,2
18,0,2,2,1,3.500000e+00,2
19,4,0,1,1,3.500000e+00,4
20,2,8,3,1,5.000000e-01,2
21,2,8,1,0,5.000000e-01,4
22,4,2,2,0,3.500000e+00,2
23,0,4,3,1,5.000000e-01,6
24,0,2,3,0,2,6
25,2,8,1,1,5.000000e-01,4
26,2,0,2,0,5.000000e-01,2
27,8,0,1,0,3.500000e+00,2
28,4,2,3,0,5.000000e-01,4
29,4,8,3,1,5.000000e-01,6
30,0,8,3,0,5.000000e-01,2
31,8,0,2,1,2,2
32,8,4,3,0,2,6
33,8,0,1,1,2,8
34,0,2,3,1,5.000000e-01,4
35,2,8,2,1,5.000000e-01,2
36,0,4,2,1,3.500000e+00,4
