TrialNumber,Trialn,Feedback,ITI,Partner,BlockType,Blockn,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,0.750000,2,4,1,1.0,0.0,4.26666,0.0,999.0,999.0,999.0,6.76719,7.78051,3.51385,7.78075,8.53482
2,2,3,0.750000,2,4,1,1.0,1.0,8.73969,2.0,9.53608,0.796395,3.0,11.2678,12.2832,3.54353,12.2834,13.0387
3,3,3,0.750000,2,4,1,1.0,2.0,13.2494,3.0,14.6568,1.40743,8.0,15.7652,16.7806,3.53118,16.7808,17.5422
4,4,2,0.750000,2,4,1,1.0,3.0,17.7395,3.0,18.5768,0.837362,5.0,20.251,21.2664,3.5269,21.2666,22.0296
5,5,3,0.750000,2,4,1,1.0,4.0,22.2297,2.0,23.1972,0.967514,3.0,24.7538,25.7692,3.5396,25.7694,26.5329
6,6,3,0.750000,2,4,1,1.0,5.0,26.7299,3.0,27.4509,0.720939,9.0,29.2552,30.2706,3.54066,30.2708,31.0366
7,7,3,0.750000,2,4,1,1.0,6.0,31.2318,3.0,32.3047,1.07283,8.0,33.7411,34.7565,3.52465,34.7567,35.5069
8,8,3,10,2,4,1,1.0,7.0,35.7066,2.0,36.5582,0.851629,3.0,38.2126,39.228,3.52142,39.2282,49.2351
9,9,3,0.750000,1,2,2,1.0,8.0,49.2559,3.0,50.186,0.930079,6.0,51.7772,52.7926,3.53669,52.7928,53.5554
10,10,3,0.750000,1,2,2,1.0,9.0,53.5581,3.0,54.1561,0.598011,6.0,56.0755,57.0908,3.53277,57.091,57.8419
11,11,3,0.750000,1,2,2,1.0,10.0,57.8446,2.0,58.4595,0.614876,3.0,60.359,61.3744,3.52976,61.3746,62.1287
12,12,2,0.750000,1,2,2,1.0,11.0,62.1314,3.0,62.7631,0.631687,5.0,64.6457,65.6611,3.52978,65.6613,66.4157
13,13,3,0.750000,1,2,2,1.0,12.0,66.4183,3.0,66.5161,0.0977683,7.0,68.9226,69.938,3.51967,69.9382,70.7027
14,14,2,0.750000,1,2,2,1.0,13.0,70.7057,2.0,70.8865,0.180808,5.0,73.2239,74.2393,3.53365,74.2395,75.006
15,15,3,0.750000,1,2,2,1.0,14.0,75.0087,2.0,76.6911,1.68242,1.0,77.5242,78.5396,3.5309,78.5398,79.2928
