TrialNumber,IsFairBlock,Trialn,Offer,Partner,ITI,Blockn,ran,order,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,1,1,7,1,0.750000,1,1.0,0.0,4.01144,3.0,1.24114,5.25258,7.52481,3.51435,7.52604,8.27256
2,1,2,9,1,0.750000,1,1.0,1.0,8.27692,3.0,1.0221,9.29902,11.8005,3.52429,11.8014,12.5557
3,1,3,8,1,0.750000,1,1.0,2.0,12.5596,3.0,1.01916,13.5788,16.0706,3.51146,16.0712,16.8101
4,1,4,7,1,0.750000,1,1.0,3.0,16.8142,3.0,1.26144,18.0756,20.3355,3.52207,20.3364,21.1001
5,1,5,6,1,0.750000,1,1.0,4.0,21.1042,3.0,1.21705,22.3213,24.6091,3.50537,24.6097,25.3655
6,1,6,8,1,0.750000,1,1.0,5.0,25.3684,3.0,1.03313,26.4015,28.8913,3.52365,28.8922,29.6352
7,1,7,9,1,0.750000,1,1.0,6.0,29.6382,3.0,1.20977,30.848,33.1478,3.51005,33.1484,33.9068
8,1,8,1,1,12,1,1.0,7.0,33.9101,2.0,1.01755,34.9276,37.43,3.52063,37.4309,49.4445
9,0,9,3,2,0.750000,2,1.0,8.0,49.4489,2.0,1.39952,50.8485,52.9592,3.51078,52.9599,53.722
10,0,10,4,2,0.750000,2,1.0,9.0,53.7259,2.0,1.26938,54.9952,57.2557,3.53039,57.2564,58.0078
11,0,11,2,2,0.750000,2,1.0,10.0,58.013,2.0,1.11203,59.125,61.5241,3.51188,61.525,62.2726
12,0,12,3,2,0.750000,2,1.0,11.0,62.2773,2.0,1.17736,63.4546,65.7791,3.50249,65.78,66.5312
13,0,13,9,2,0.750000,2,1.0,12.0,66.5362,3.0,2.18022,68.7165,70.0542,3.51868,70.0551,70.8135
14,0,14,3,2,0.750000,2,1.0,13.0,70.8169,2.0,1.3973,72.2142,74.3255,3.50935,74.3264,75.0702
15,0,15,4,2,0.750000,2,1.0,14.0,75.075,2.0,1.10215,76.1772,78.587,3.51268,78.5878,79.3356
16,0,16,5,2,8,2,1.0,15.0,79.3397,3.0,1.28407,80.6237,82.8605,3.52157,82.8614,90.8588
17,0,17,1,1,0.750000,3,1.0,16.0,90.8628,2.0,1.31773,92.1805,94.3839,3.5216,94.3845,95.1453
18,0,18,4,1,0.750000,3,1.0,17.0,95.1482,2.0,2.04528,97.1935,98.6533,3.50551,98.6539,99.4013
19,0,19,2,1,0.750000,3,1.0,18.0,99.4044,2.0,1.01915,100.424,102.921,3.51748,102.922,103.673
20,0,20,3,1,0.750000,3,1.0,19.0,103.677,2.0,1.77599,105.453,107.195,3.51785,107.195,107.96
21,0,21,3,1,0.750000,3,1.0,20.0,107.963,2.0,1.887,109.85,111.478,3.51584,111.479,112.227
22,0,22,7,1,0.750000,3,1.0,21.0,112.23,3.0,1.06717,113.297,115.75,3.52035,115.751,116.503
23,0,23,5,1,0.750000,3,1.0,22.0,116.508,3.0,1.03597,117.544,120.022,3.51447,120.022,120.765
24,0,24,2,1,10,3,1.0,23.0,120.769,2.0,1.02059,121.789,124.275,3.50659,124.275,134.288
25,1,25,4,1,0.750000,4,1.0,24.0,134.291,2.0,2.11975,136.411,137.81,3.51933,137.811,138.569
26,1,26,8,1,0.750000,4,1.0,25.0,138.573,3.0,1.0191,139.592,142.085,3.51268,142.086,142.848
27,1,27,8,1,0.750000,4,1.0,26.0,142.852,3.0,1.0197,143.872,146.381,3.52971,146.382,147.131
28,1,28,9,1,0.750000,4,1.0,27.0,147.134,3.0,1.08428,148.218,150.661,3.52741,150.662,151.428
29,1,29,8,1,0.750000,4,1.0,28.0,151.432,3.0,1.03192,152.464,154.94,3.50852,154.941,155.687
30,1,30,8,1,0.750000,4,1.0,29.0,155.69,3.0,1.02045,156.711,159.209,3.51869,159.209,159.96
31,1,31,5,1,0.750000,4,1.0,30.0,159.964,3.0,1.94288,161.907,163.477,3.51316,163.477,164.23
32,1,32,9,1,12,4,1.0,31.0,164.232,3.0,1.02168,165.254,167.738,3.50586,167.739,179.753
33,1,33,7,2,0.750000,5,1.0,32.0,179.758,3.0,1.03238,180.791,183.273,3.5149,183.273,184.024
34,1,34,8,2,0.750000,5,1.0,33.0,184.028,3.0,1.09343,185.121,187.556,3.52878,187.557,188.305
35,1,35,9,2,0.750000,5,1.0,34.0,188.308,3.0,1.02592,189.334,191.816,3.50875,191.817,192.569
36,1,36,3,2,0.750000,5,1.0,35.0,192.573,2.0,1.02424,193.597,196.085,3.51285,196.086,196.844
37,1,37,5,2,0.750000,5,1.0,36.0,196.848,3.0,1.91214,198.76,200.365,3.51838,200.367,201.118
38,1,38,7,2,0.750000,5,1.0,37.0,201.122,3.0,1.01797,202.14,204.636,3.51425,204.637,205.388
39,1,39,10,2,0.750000,5,1.0,38.0,205.392,3.0,1.02794,206.42,208.907,3.51523,208.908,209.651
40,1,40,8,2,12,5,1.0,39.0,209.656,3.0,1.02774,210.683,213.167,3.51157,213.167,225.175
41,0,41,3,1,0.750000,6,1.0,40.0,225.18,2.0,1.79028,226.97,228.706,3.52624,228.706,229.461
42,0,42,5,1,0.750000,6,1.0,41.0,229.465,3.0,1.15255,230.617,232.976,3.51219,232.977,233.74
43,0,43,2,1,0.750000,6,1.0,42.0,233.742,2.0,1.37116,235.114,237.252,3.50964,237.252,238.001
44,0,44,3,1,0.750000,6,1.0,43.0,238.004,2.0,1.10606,239.11,241.527,3.52315,241.528,242.279
45,0,45,2,1,0.750000,6,1.0,44.0,242.282,2.0,1.02455,243.306,245.787,3.50557,245.788,246.527
46,0,46,4,1,0.750000,6,1.0,45.0,246.53,2.0,1.18894,247.719,250.056,3.52625,250.057,250.811
47,0,47,2,1,0.750000,6,1.0,46.0,250.814,2.0,1.10138,251.916,254.337,3.52312,254.338,255.089
48,0,48,9,1,8,6,1.0,47.0,255.092,3.0,1.0209,256.112,258.605,3.51374,258.605,266.601
49,0,49,3,3,0.750000,7,1.0,48.0,266.604,2.0,1.46529,268.07,270.124,3.51968,270.124,270.871
50,0,50,9,3,0.750000,7,1.0,49.0,270.876,3.0,1.02418,271.9,274.384,3.50924,274.385,275.148
