onset	duration	trial_type	response_time	trust_value	choice	cLow	cHigh
4.286780	1.674960	choice_friend	1.674960	2	high	0	2
11.058600	1.000000	outcome_friend_defect	1.674960	2	high	0	2
21.046500	1.928950	choice_computer	1.928950	8	high	0	8
26.315000	1.000000	outcome_computer_recip	1.928950	8	high	0	8
32.313100	2.205220	choice_computer	2.205220	2	low	2	4
37.568200	1.000000	outcome_computer_recip	2.205220	2	low	2	4
41.573800	2.285480	choice_computer	2.285480	4	high	0	4
49.846800	1.000000	outcome_computer_defect	2.285480	4	high	0	4
57.832600	1.989630	choice_computer	1.989630	0	low	0	4
70.331700	3.000000	missed_trial	3.000000	n/a	n/a	2	8
83.825300	1.601430	choice_stranger	1.601430	8	high	0	8
92.099500	1.000000	outcome_stranger_defect	1.601430	8	high	0	8
96.354700	1.682330	choice_stranger	1.682330	4	low	4	8
104.608000	1.000000	outcome_stranger_recip	1.682330	4	low	4	8
108.635000	1.978600	choice_computer	1.978600	8	high	4	8
115.407000	1.000000	outcome_computer_recip	1.978600	8	high	4	8
119.640000	1.983180	choice_friend	1.983180	8	high	0	8
124.904000	1.000000	outcome_friend_defect	1.983180	8	high	0	8
129.137000	3.000000	missed_trial	3.000000	n/a	n/a	0	8
138.665000	2.073550	choice_friend	2.073550	0	low	0	4
147.942000	2.137820	choice_computer	2.137820	0	low	0	2
164.713000	1.563460	choice_computer	1.563460	8	high	2	8
171.483000	1.000000	outcome_computer_defect	1.563460	8	high	2	8
177.730000	1.106790	choice_friend	1.106790	4	high	2	4
184.503000	1.000000	outcome_friend_defect	1.106790	4	high	2	4
190.730000	1.234170	choice_friend	1.234170	4	high	2	4
195.994000	1.000000	outcome_friend_recip	1.234170	4	high	2	4
200.005000	1.684340	choice_computer	1.684340	0	low	0	2
214.778000	1.355790	choice_computer	1.355790	2	low	2	4
221.542000	1.000000	outcome_computer_defect	1.355790	2	low	2	4
225.550000	1.443520	choice_computer	1.443520	8	high	0	8
232.309000	1.000000	outcome_computer_defect	1.443520	8	high	0	8
238.549000	1.505120	choice_stranger	1.505120	2	high	0	2
243.817000	1.000000	outcome_stranger_defect	1.505120	2	high	0	2
254.029000	1.387570	choice_stranger	1.387570	2	low	2	4
259.283000	1.000000	outcome_stranger_defect	1.387570	2	low	2	4
263.556000	1.835350	choice_friend	1.835350	8	high	4	8
268.831000	1.000000	outcome_friend_defect	1.835350	8	high	4	8
275.050000	1.833830	choice_stranger	1.833830	2	low	2	8
281.815000	1.000000	outcome_stranger_defect	1.833830	2	low	2	8
290.091000	1.872230	choice_friend	1.872230	0	low	0	8
299.533000	1.504100	choice_friend	1.504100	4	low	4	8
304.809000	1.000000	outcome_friend_recip	1.504100	4	low	4	8
309.067000	1.811100	choice_stranger	1.811100	2	low	2	4
314.342000	1.000000	outcome_stranger_recip	1.811100	2	low	2	4
320.554000	2.417490	choice_stranger	2.417490	2	high	0	2
325.799000	1.000000	outcome_stranger_recip	2.417490	2	high	0	2
329.991000	2.171640	choice_stranger	2.171640	4	high	0	4
338.246000	1.000000	outcome_stranger_recip	2.171640	4	high	0	4
342.266000	1.656700	choice_computer	1.656700	4	low	4	8
347.516000	1.000000	outcome_computer_defect	1.656700	4	low	4	8
353.761000	2.104740	choice_friend	2.104740	0	low	0	4
365.272000	2.504060	choice_stranger	2.504060	4	low	4	8
370.539000	1.000000	outcome_stranger_defect	2.504060	4	low	4	8
374.776000	1.589530	choice_stranger	1.589530	4	high	0	4
383.037000	1.000000	outcome_stranger_defect	1.589530	4	high	0	4
387.274000	1.668230	choice_friend	1.668230	0	low	0	2
396.714000	1.436440	choice_friend	1.436440	2	low	2	8
403.483000	1.000000	outcome_friend_defect	1.436440	2	low	2	8
411.491000	1.738150	choice_computer	1.738150	8	high	2	8
416.755000	1.000000	outcome_computer_recip	1.738150	8	high	2	8
423.019000	2.186540	choice_stranger	2.186540	8	high	2	8
428.286000	1.000000	outcome_stranger_recip	2.186540	8	high	2	8
