TrialNumber,IsFairBlock,Trialn,Offer,Partner,ITI,Blockn,ran,order,decision_onset,resp,rt,resp_onset,decision_offset,trialDuration,ITIonset,ITIoffset
1,0,1,4,2,0.750000,1,1.0,0.0,4.00808,3.0,2.38747,6.39555,7.53201,3.5246,7.53286,8.29428
2,0,2,1,2,0.750000,1,1.0,1.0,8.30026,2.0,2.37501,10.6753,11.8246,3.52506,11.8255,12.5732
3,0,3,5,2,0.750000,1,1.0,2.0,12.5765,2.0,2.56166,15.1382,16.0904,3.51437,16.091,16.8343
4,0,4,1,2,0.750000,1,1.0,3.0,16.8376,2.0,1.99737,18.835,20.3553,3.5181,20.3559,21.0985
5,0,5,3,2,0.750000,1,1.0,4.0,21.1022,2.0,2.36211,23.4643,24.6206,3.51886,24.6212,25.3875
6,0,6,7,2,0.750000,1,1.0,5.0,25.391,2.0,1.50428,26.8952,28.9033,3.51286,28.904,29.6663
7,0,7,2,2,0.750000,1,1.0,6.0,29.6696,2.0,1.17217,30.8418,33.175,3.50588,33.1756,33.9236
8,0,8,1,2,10,1,1.0,7.0,33.9268,2.0,1.07856,35.0054,37.4361,3.50998,37.437,47.4462
9,1,9,7,1,0.750000,2,1.0,8.0,47.4518,2.0,1.27528,48.7271,50.9792,3.52806,50.9801,51.7434
10,1,10,9,1,0.750000,2,1.0,9.0,51.7466,2.0,2.3096,54.0562,55.2751,3.52894,55.2757,56.0206
11,1,11,8,1,0.750000,2,1.0,10.0,56.0237,2.0,1.02996,57.0537,59.5406,3.51742,59.5413,60.2993
12,1,12,1,1,0.750000,2,1.0,11.0,60.3031,2.0,1.03004,61.3331,63.8159,3.51336,63.8166,64.5656
13,1,13,10,1,0.750000,2,1.0,12.0,64.5691,3.0,1.97659,66.5457,68.0998,3.53138,68.1006,68.8605
14,1,14,9,1,0.750000,2,1.0,13.0,68.8645,2.0,2.47754,71.342,72.3775,3.51352,72.3782,73.1246
15,1,15,8,1,0.750000,2,1.0,14.0,73.128,999.0,999.0,999.0,76.1381,3.56221,76.6905,77.4386
16,1,16,5,1,12,2,1.0,15.0,77.4423,2.0,1.02658,78.4689,80.9493,3.50765,80.9501,92.949
17,0,17,2,3,0.750000,3,1.0,16.0,92.9826,3.0,1.02398,94.0066,96.5096,3.52753,96.5103,97.2726
18,0,18,4,3,0.750000,3,1.0,17.0,97.2771,999.0,999.0,999.0,100.285,3.53282,100.81,101.559
19,0,19,3,3,0.750000,3,1.0,18.0,101.563,2.0,1.12017,102.683,105.082,3.52022,105.083,105.842
20,0,20,5,3,0.750000,3,1.0,19.0,105.846,2.0,1.21631,107.062,109.351,3.50566,109.352,110.114
21,0,21,4,3,0.750000,3,1.0,20.0,110.118,2.0,1.02376,111.142,113.63,3.51298,113.631,114.391
22,0,22,4,3,0.750000,3,1.0,21.0,114.394,2.0,1.92731,116.321,117.907,3.51335,117.908,118.668
