TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,0,3,2,2,5.000000e-01,0,1.0,0.0,4.32722,999.0,999.0,7.33783,999.0,0.0,0.0,7.36392,9.57353,999.0,999.0,994.673,11.6058,13.5896
2,2,0,3,2,4,5.000000e-01,0,1.0,1.0,13.8654,999.0,999.0,16.8804,999.0,0.0,0.0,16.9025,19.1221,999.0,999.0,985.135,21.1384,23.1225
3,3,1,1,2,2,5.000000e-01,4,1.0,2.0,23.1806,999.0,999.0,26.1893,999.0,0.0,0.0,26.2149,28.4199,999.0,999.0,975.819,30.4363,32.436
4,4,1,2,4,2,5.000000e-01,4,1.0,3.0,32.7516,3.0,4,34.8661,high,2.11453,0.885474,35.4091,37.9991,38.0271,40.0306,7.279,40.0311,44.0154
5,5,1,3,2,4,3.500000e+00,0,1.0,4.0,44.3392,2.0,4,46.5895,high,2.25033,0.749666,47.1315,52.5944,52.6146,54.6259,10.2866,54.6262,56.5792
6,6,1,1,6,4,5.000000e-01,0,1.0,5.0,56.5945,2.0,4,58.7293,high,2.13472,0.865275,59.2731,61.8454,61.8716,63.8768,7.28231,63.8773,69.8462
7,7,1,1,2,2,5.000000e-01,8,1.0,6.0,69.8679,3.0,8,72.0183,high,2.15043,0.849574,72.5551,75.1124,75.1126,77.1126,7.24478,77.113,79.1129
8,8,1,2,2,4,2,8,1.0,7.0,79.4249,3.0,8,81.4276,high,2.00274,0.99726,81.9636,86.1605,86.1849,88.1919,8.76704,88.1923,90.1766
9,9,1,1,8,4,5.000000e-01,8,1.0,8.0,90.196,3.0,8,92.9845,high,2.78847,0.211527,93.5249,95.4583,95.4789,97.4898,7.29378,97.4902,105.459
10,10,0,3,4,4,5.000000e-01,2,1.0,9.0,105.789,2.0,4,107.839,high,2.05004,0.949961,108.392,111.038,111.059,113.07,7.28085,113.07,117.039
11,11,1,3,2,8,3.500000e+00,2,1.0,10.0,117.315,2.0,8,119.363,high,2.04799,0.952009,119.901,125.571,125.592,127.602,10.2871,127.603,129.556
12,12,1,2,4,8,2,0,1.0,11.0,129.826,2.0,8,131.869,high,2.04265,0.95735,132.402,136.588,136.609,138.619,8.79319,138.62,142.588
13,13,0,3,8,2,5.000000e-01,8,1.0,12.0,142.92,3.0,8,144.758,high,1.83817,1.16183,145.294,148.183,148.202,150.214,7.29434,150.215,158.184
14,14,1,1,6,8,5.000000e-01,0,1.0,13.0,158.224,2.0,8,159.963,high,1.73945,1.26055,160.503,163.481,163.502,165.513,7.28912,165.513,171.466
15,15,0,1,6,8,2,4,1.0,14.0,171.479,2.0,8,173.152,high,1.67307,1.32693,173.694,178.217,178.239,180.249,8.76973,180.249,186.218
16,16,0,3,2,8,3.500000e+00,4,1.0,15.0,186.536,2.0,8,188.089,high,1.55322,1.44678,188.63,194.781,194.802,196.813,10.277,196.813,198.798
17,17,0,2,2,2,2,8,1.0,16.0,199.1,3.0,8,201.113,high,2.01277,0.987232,201.665,205.861,205.882,207.892,8.79239,207.893,209.846
18,18,0,2,4,8,2,0,1.0,17.0,210.129,999.0,999,213.135,999,0.0,0.0,213.156,216.878,999.0,999.0,788.871,218.925,222.878
19,19,1,3,2,4,2,2,1.0,18.0,223.186,2.0,4,225.092,high,1.9061,1.0939,225.635,229.941,229.962,231.973,8.78682,231.973,233.942
20,20,1,2,2,0,5.000000e-01,4,1.0,19.0,234.236,3.0,4,235.968,high,1.73185,1.26815,236.509,239.489,239.516,241.521,7.28498,241.521,243.474
21,21,1,3,4,2,3.500000e+00,0,1.0,20.0,243.792,2.0,2,245.775,high,1.98288,1.01712,246.321,252.053,252.073,254.085,10.2923,254.085,258.054
22,22,0,1,2,0,5.000000e-01,8,1.0,21.0,258.093,3.0,8,260.347,high,2.25454,0.745458,260.885,263.351,263.37,265.383,7.29023,265.383,267.336
23,23,0,1,6,2,3.500000e+00,0,1.0,22.0,267.358,2.0,2,270.072,high,2.71427,0.285727,270.606,275.603,275.603,277.603,10.2447,277.603,283.603
24,24,0,2,4,4,5.000000e-01,8,1.0,23.0,283.934,2.0,4,286.776,low,2.84184,0.158157,287.311,289.182,289.201,291.214,7.27983,291.214,295.183
25,25,1,2,4,8,5.000000e-01,2,1.0,24.0,295.464,999.0,999,298.465,999,0.0,0.0,298.485,300.715,999.0,999.0,703.536,302.747,306.715
26,26,1,3,2,0,2,8,1.0,25.0,307.022,999.0,999,310.023,999,0.0,0.0,310.044,313.779,999.0,999.0,691.978,315.795,317.779
27,27,1,2,2,0,5.000000e-01,2,1.0,26.0,318.092,3.0,2,319.748,high,1.65654,1.34346,320.287,323.342,323.366,325.374,7.28171,325.374,327.342
28,28,0,1,4,4,2,2,1.0,27.0,327.371,3.0,2,329.724,low,2.35204,0.647964,330.268,334.124,334.152,336.156,8.78448,336.156,340.125
29,29,0,1,2,4,5.000000e-01,0,1.0,28.0,340.139,3.0,0,342.579,low,2.44061,0.559388,343.112,345.376,345.376,347.376,7.23715,347.376,349.376
30,30,0,2,6,0,5.000000e-01,2,1.0,29.0,349.707,3.0,2,352.422,high,2.71441,0.285589,352.958,354.955,354.974,356.986,7.279,356.987,362.971
31,31,1,3,4,4,2,8,1.0,30.0,363.282,3.0,8,365.777,high,2.49549,0.504507,366.318,370.035,370.057,372.066,8.78405,372.066,376.02
32,32,0,2,8,0,3.500000e+00,4,1.0,31.0,376.326,3.0,4,378.466,high,2.14059,0.859413,379.007,384.583,384.602,386.614,10.2889,386.615,394.568
33,33,1,1,2,2,5.000000e-01,0,1.0,32.0,394.607,2.0,2,396.618,high,2.01148,0.988523,397.175,399.866,399.886,401.897,7.29035,401.898,403.866
34,34,0,3,2,8,5.000000e-01,0,1.0,33.0,404.156,2.0,8,406.028,high,1.87171,1.12829,406.573,409.398,409.417,411.43,7.27373,411.43,413.414
35,35,0,1,4,8,2,2,1.0,34.0,413.441,2.0,8,414.937,high,1.49616,1.50384,415.482,420.196,420.219,422.228,8.78691,422.228,426.181
36,36,0,2,2,4,5.000000e-01,2,1.0,35.0,426.482,2.0,4,428.325,high,1.84291,1.15709,428.872,431.729,431.753,433.76,7.27792,433.76,435.745
