TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,1,3,4,0,2,2,1.0,0.0,4.30764,999.0,999.0,7.31181,999.0,0.0,0.0,7.33364,11.0559,999.0,999.0,994.692,13.0879,17.0722
2,2,1,3,2,4,5.000000e-01,0,1.0,1.0,17.3362,2.0,4,20.1681,high,2.83187,0.16813,20.7168,22.5884,22.6093,24.6199,7.28361,24.6202,26.5732
3,3,1,1,4,2,3.500000e+00,8,1.0,2.0,26.6188,3.0,8,28.6613,high,2.04248,0.957521,29.2009,34.871,34.898,36.9024,10.2836,36.9027,40.8559
4,4,0,3,2,8,2,0,1.0,3.0,41.1222,2.0,8,42.8665,high,1.74425,1.25575,43.4104,47.8567,47.8748,49.8882,8.76593,49.8885,51.8728
5,5,0,2,6,4,5.000000e-01,0,1.0,4.0,52.1555,3.0,0,55.0738,low,2.91828,0.0817191,55.613,57.4202,57.4205,59.4361,7.28055,59.4365,65.3899
6,6,0,1,2,0,5.000000e-01,2,1.0,5.0,65.4236,3.0,2,67.0971,high,1.67349,1.32651,67.6483,70.6873,70.7066,72.7187,7.29511,72.7191,74.6721
7,7,0,2,6,2,5.000000e-01,4,1.0,6.0,74.9578,3.0,4,77.7219,high,2.7641,0.235897,78.2552,80.2039,80.2233,82.2354,7.27755,82.2358,88.2204
8,8,0,3,2,4,3.500000e+00,2,1.0,7.0,88.4909,2.0,4,90.711,high,2.22012,0.779883,91.2546,96.7525,96.772,98.784,10.2931,98.7844,100.737
9,9,0,1,4,8,2,4,1.0,8.0,100.776,2.0,8,103.367,high,2.59191,0.408086,103.916,107.535,107.554,109.566,8.79085,109.567,113.52
10,10,0,2,4,0,5.000000e-01,8,1.0,9.0,113.807,3.0,8,115.541,high,1.73355,1.26645,116.086,119.052,119.07,121.083,7.27631,121.084,125.068
11,11,1,1,6,2,2,4,1.0,10.0,125.102,3.0,4,126.815,high,1.71265,1.28735,127.357,131.866,131.888,133.897,8.79528,133.898,139.851
12,12,1,2,2,2,5.000000e-01,4,1.0,11.0,140.128,3.0,4,141.752,high,1.62486,1.37514,142.298,145.367,145.387,147.399,7.27106,147.399,149.383
13,13,1,1,6,8,3.500000e+00,0,1.0,12.0,149.422,2.0,8,151.028,high,1.60631,1.39369,151.579,157.681,157.71,159.712,10.2907,159.713,165.682
14,14,1,1,4,4,5.000000e-01,8,1.0,13.0,165.722,3.0,8,167.897,high,2.17503,0.824967,168.436,170.964,170.964,172.964,7.24167,172.964,176.965
15,15,0,2,8,2,2,0,1.0,14.0,177.265,2.0,2,179.472,high,2.20694,0.793059,180.014,184.012,184.03,186.043,8.77868,186.044,194.029
16,16,0,3,2,2,5.000000e-01,0,1.0,15.0,194.315,3.0,0,196.491,low,2.17557,0.824432,197.031,199.576,199.576,201.592,7.27652,201.592,203.561
17,17,1,3,2,2,3.500000e+00,4,1.0,16.0,203.815,3.0,4,205.682,high,1.86755,1.13245,206.22,212.077,212.106,214.109,10.294,214.109,216.062
18,18,1,3,8,0,2,8,1.0,17.0,216.351,3.0,8,218.19,high,1.83829,1.16171,218.723,223.11,223.11,225.126,8.77422,225.126,233.095
19,19,0,3,2,8,5.000000e-01,2,1.0,18.0,233.39,2.0,8,235.043,high,1.65264,1.34736,235.584,238.643,238.661,240.674,7.2838,240.675,242.643
20,20,0,3,2,4,5.000000e-01,8,1.0,19.0,242.915,3.0,8,244.768,high,1.85318,1.14682,245.304,248.175,248.175,250.191,7.27614,250.191,252.175
