TrialNumber,Trialn,Feedback,ITI,Partner,BlockType,Blockn,ran,order,decision_onset,resp,resp_onset,rt,outcome_val,outcome_onset,outcome_offset,trialDuration,ITIonset,ITIoffset
1,1,1,0.750000,3,5,1,1.0,0.0,4.33354,2.0,5.13613,0.802592,7.0,6.85577,7.87411,3.54057,7.87437,8.63676
2,2,1,0.750000,3,5,1,1.0,1.0,8.96862,3.0,10.5912,1.62257,4.0,11.4953,12.505,3.53633,12.5052,13.2587
3,3,1,0.750000,3,5,1,1.0,2.0,13.5207,3.0,15.5941,2.07342,4.0,16.0427,17.0453,3.52466,17.0456,17.796
4,4,1,0.750000,3,5,1,1.0,3.0,18.0583,3.0,19.731,1.67269,1.0,20.5615,21.5634,3.50511,21.5636,22.3167
5,5,1,0.750000,3,5,1,1.0,4.0,22.5779,2.0,23.9519,1.37395,6.0,25.1045,26.1239,3.54599,26.1241,26.8868
6,6,1,0.750000,3,5,1,1.0,5.0,27.1505,2.0,28.405,1.2545,6.0,29.6694,30.6727,3.5222,30.6729,31.4237
7,7,2,0.750000,3,5,1,1.0,6.0,31.6963,3.0,32.2751,0.578739,5.0,34.2127,35.2325,3.53622,35.2327,35.995
8,8,3,8,3,5,1,1.0,7.0,36.258,3.0,36.8451,0.587039,7.0,38.7758,39.7976,3.53957,39.7978,47.8038
9,9,3,0.750000,2,4,2,1.0,8.0,48.09,2.0,49.0884,0.998346,4.0,50.599,51.6179,3.52787,51.6181,52.374
10,10,3,0.750000,2,4,2,1.0,9.0,52.6166,3.0,53.375,0.758452,6.0,55.147,56.153,3.53643,56.1532,56.9117
11,11,1,0.750000,2,4,2,1.0,10.0,57.1581,3.0,58.4294,1.27123,2.0,59.659,60.6825,3.52437,60.6827,61.4467
12,12,3,0.750000,2,4,2,1.0,11.0,61.6855,2.0,61.9494,0.263856,1.0,64.2108,65.2302,3.54473,65.2304,65.9853
13,13,3,0.750000,2,4,2,1.0,12.0,66.2225,3.0,66.7196,0.497123,8.0,68.7296,69.7328,3.51031,69.733,70.4893
14,14,3,0.750000,2,4,2,1.0,13.0,70.7281,2.0,71.557,0.828875,1.0,73.2525,74.2618,3.53371,74.262,75.026
15,15,3,0.750000,2,4,2,1.0,14.0,75.2634,3.0,76.0941,0.830693,9.0,77.7915,78.8094,3.54594,78.8096,79.5633
16,16,1,8,2,4,2,1.0,15.0,79.804,2.0,80.4975,0.693423,7.0,82.3189,83.3401,3.5361,83.3403,91.3561
17,17,1,0.750000,2,3,3,1.0,16.0,91.6456,2.0,92.5408,0.895227,9.0,94.1603,95.1632,3.51757,95.1634,95.9269
18,18,1,0.750000,2,3,3,1.0,17.0,96.1657,3.0,97.4119,1.24619,1.0,98.6856,99.6942,3.52848,99.6944,100.447
19,19,1,0.750000,2,3,3,1.0,18.0,100.685,2.0,101.548,0.862868,6.0,103.208,104.211,3.52582,104.211,104.968
20,20,1,0.750000,2,3,3,1.0,19.0,105.229,2.0,106.286,1.05681,9.0,107.755,108.766,3.53706,108.766,109.521
