TrialNumber,Trial,Reciprocate,Partner,ITI,cLeft,ISI,cRight,ran,order,onset,bpress,resp,resp_onset,highlow,rt,ISIpad,ISI_onset,ISI_offset,outcome_onset,outcome_offset,duration,ITI_onset,ITI_offset
1,1,0,2,8,4,5.000000e-01,2,1.0,0.0,4.36175,2.0,4,6.02933,high,1.66758,1.33242,6.56255,9.6118,9.62748,11.6238,7.2621,11.6242,19.6148
2,2,0,1,4,2,2,0,1.0,1.0,19.6651,2.0,2,21.2078,high,1.54266,1.45734,21.752,26.4274,26.4413,28.4503,8.78521,28.4506,32.4167
3,3,0,2,4,4,2,8,1.0,2.0,32.6873,2.0,4,34.2683,low,1.58105,1.41895,34.7992,39.4266,39.4395,41.4466,8.75935,41.4469,45.4321
4,4,1,3,2,2,5.000000e-01,0,1.0,3.0,45.7727,2.0,2,47.2792,high,1.50646,1.49354,47.8107,51.0274,51.0436,53.0504,7.27769,53.0507,55.0272
5,5,0,1,2,8,5.000000e-01,2,1.0,4.0,55.0471,2.0,8,57.1208,high,2.07374,0.926262,57.6604,60.2957,60.3097,62.3033,7.25624,62.3036,64.31
6,6,1,1,2,8,5.000000e-01,4,1.0,5.0,64.319,3.0,4,65.9782,low,1.6592,1.3408,66.5051,69.5665,69.5811,71.5831,7.2641,71.5834,73.5819
7,7,0,3,2,8,2,2,1.0,6.0,73.9095,2.0,8,75.352,high,1.44243,1.55757,75.8814,80.6608,80.6746,82.6768,8.7673,82.6771,84.6607
8,8,1,2,6,0,5.000000e-01,4,1.0,7.0,84.9665,2.0,0,86.4113,low,1.44483,1.55517,86.9497,90.212,90.2121,92.2046,7.23808,92.2049,98.2206
9,9,1,1,4,0,5.000000e-01,8,1.0,8.0,98.2359,2.0,0,99.7059,low,1.46998,1.53002,100.246,103.471,103.471,105.469,7.23303,105.469,109.501
10,10,0,2,4,2,3.500000e+00,8,1.0,9.0,109.826,3.0,8,111.882,high,2.05642,0.943578,112.414,118.075,118.087,120.085,10.2592,120.085,124.088
11,11,0,3,6,0,2,8,1.0,10.0,124.485,3.0,8,126.294,high,1.80832,1.19168,126.827,131.248,131.262,133.268,8.78227,133.268,139.229
12,12,1,3,4,0,5.000000e-01,4,1.0,11.0,139.548,3.0,4,141.073,high,1.52468,1.47532,141.611,144.794,144.808,146.802,7.25383,146.802,150.801
13,13,0,3,2,2,3.500000e+00,4,1.0,12.0,151.15,2.0,2,152.932,low,1.78283,1.21717,153.464,159.393,159.406,161.416,10.266,161.416,163.391
14,14,1,1,2,4,5.000000e-01,0,1.0,13.0,163.413,3.0,0,165.476,low,2.06355,0.936448,166.018,168.649,168.649,170.653,7.24068,170.654,172.666
15,15,0,1,2,2,5.000000e-01,4,1.0,14.0,172.682,3.0,4,174.601,high,1.91845,1.08155,175.131,177.942,177.956,179.949,7.26713,179.949,181.943
16,16,0,1,2,8,5.000000e-01,0,1.0,15.0,181.96,3.0,0,183.558,low,1.59757,1.40243,184.09,187.208,187.208,189.201,7.24066,189.201,191.208
17,17,1,1,4,8,5.000000e-01,2,1.0,16.0,191.217,3.0,2,192.749,low,1.53161,1.46839,193.291,196.476,196.49,198.499,7.28156,198.499,202.467
18,18,1,3,6,0,3.500000e+00,8,1.0,17.0,202.796,3.0,8,204.492,high,1.69571,1.30429,205.035,211.057,211.071,213.063,10.2666,213.063,219.054
19,19,0,3,2,0,3.500000e+00,2,1.0,18.0,219.386,3.0,2,220.989,high,1.60259,1.39741,221.531,227.648,227.662,229.659,10.2728,229.659,231.63
20,20,0,3,4,0,5.000000e-01,4,1.0,19.0,231.978,2.0,0,233.682,low,1.70382,1.29618,234.214,237.229,237.229,239.233,7.25486,239.233,243.217
21,21,0,1,2,8,2,4,1.0,20.0,243.232,3.0,4,245.025,low,1.79249,1.20751,245.561,249.992,250.005,252.015,8.78228,252.015,253.988
