Trial,cLeft,cRight,Partner,Reciprocate,ISI,ITI
1,2,8,1,1,2,2
2,8,2,3,1,5.000000e-01,2
3,4,0,1,1,5.000000e-01,2
4,4,2,2,0,3.500000e+00,6
5,2,0,2,0,5.000000e-01,2
6,0,4,3,1,2,4
7,0,2,1,0,5.000000e-01,4
8,2,8,3,0,2,4
9,4,0,1,0,5.000000e-01,6
10,2,4,1,0,2,2
11,4,0,2,1,3.500000e+00,2
12,0,2,3,0,5.000000e-01,4
13,2,0,3,1,2,6
14,8,0,2,0,5.000000e-01,4
15,4,2,2,1,5.000000e-01,2
16,2,4,3,0,5.000000e-01,8
17,8,0,3,1,5.000000e-01,6
18,0,8,3,0,3.500000e+00,2
19,4,8,2,0,3.500000e+00,4
20,2,0,2,1,5.000000e-01,4
21,4,8,3,0,5.000000e-01,4
22,0,8,1,1,2,4
23,0,4,2,0,5.000000e-01,8
24,4,2,1,1,3.500000e+00,2
25,8,4,1,1,5.000000e-01,2
26,4,0,3,0,5.000000e-01,2
27,0,2,1,1,2,2
28,8,4,2,1,5.000000e-01,2
29,0,8,1,0,2,8
30,8,2,1,0,2,4
31,2,4,3,1,5.000000e-01,2
32,8,2,2,1,3.500000e+00,2
33,8,2,2,0,5.000000e-01,2
34,4,8,1,0,5.000000e-01,2
35,8,4,3,1,2,2
36,0,8,2,1,5.000000e-01,6
